frame,child_frame,odom_position_x,odom_position_y,odom_orientation_z,odom_orientation_w,odom_linear_x,odom_angular_z
/odom,/base_footprint,3.508293,-3.515673,-0.903116,-0.429397,-0.047002,0.332891
/odom,/base_footprint,3.509675,-3.517337,-0.909894,-0.414840,-0.002922,0.242838
/odom,/base_footprint,3.510611,-3.518388,-0.913452,-0.406947,-0.041149,0.260619
/odom,/base_footprint,3.512830,-3.520796,-0.919478,-0.393140,-0.009717,0.157583
/odom,/base_footprint,3.513128,-3.521106,-0.920527,-0.390679,0.001792,0.008404
/odom,/base_footprint,3.513213,-3.521194,-0.920743,-0.390170,-0.022793,0.050514
/odom,/base_footprint,3.519282,-3.527375,-0.922841,-0.385181,-0.063852,-0.015405
/odom,/base_footprint,3.521813,-3.529946,-0.921142,-0.389227,-0.016998,-0.183595
/odom,/base_footprint,3.522689,-3.530866,-0.916911,-0.399092,-0.019574,-0.329462
/odom,/base_footprint,3.525490,-3.534100,-0.904036,-0.427457,-0.045791,-0.503124
/odom,/base_footprint,3.527368,-3.536476,-0.895137,-0.445791,-0.032063,-0.511882
/odom,/base_footprint,3.528698,-3.538319,-0.881035,-0.473052,-0.008414,-0.510974
/odom,/base_footprint,3.528975,-3.538755,-0.871142,-0.491031,-0.005415,-0.514628
/odom,/base_footprint,3.530094,-3.540810,-0.852967,-0.521964,-0.024652,-0.511474
/odom,/base_footprint,3.530771,-3.542202,-0.842027,-0.539435,-0.019353,-0.516588
/odom,/base_footprint,3.531627,-3.544180,-0.830778,-0.556603,-0.031157,-0.510393
/odom,/base_footprint,3.532672,-3.546933,-0.813142,-0.582066,-0.020409,-0.522250
/odom,/base_footprint,3.533342,-3.549083,-0.797849,-0.602858,-0.021686,-0.512281
/odom,/base_footprint,3.533827,-3.550941,-0.785296,-0.619121,-0.026983,-0.515124
/odom,/base_footprint,3.534372,-3.553491,-0.769126,-0.639098,-0.022876,-0.510907
/odom,/base_footprint,3.534688,-3.555480,-0.749098,-0.662459,-0.013900,-0.515173
/odom,/base_footprint,3.534778,-3.556347,-0.735191,-0.677860,-0.008494,-0.521368
/odom,/base_footprint,3.534819,-3.557193,-0.710198,-0.704002,-0.005756,-0.513971
/odom,/base_footprint,3.534813,-3.557716,-0.695642,-0.718389,-0.006183,-0.510668
/odom,/base_footprint,3.534874,-3.556822,-0.680834,-0.732438,0.038292,-0.510908
/odom,/base_footprint,3.535452,-3.550842,-0.665587,-0.746320,0.094726,-0.520479
/odom,/base_footprint,3.538054,-3.534082,-0.638252,-0.769827,0.159450,-0.513534
/odom,/base_footprint,3.540956,-3.520344,-0.622113,-0.782928,0.206541,-0.522911
/odom,/base_footprint,3.548796,-3.490938,-0.597923,-0.801554,0.292259,-0.495681
/odom,/base_footprint,3.558673,-3.460462,-0.579862,-0.814715,0.361081,-0.388481
/odom,/base_footprint,3.569426,-3.430905,-0.568294,-0.822826,0.424905,-0.295875
/odom,/base_footprint,3.589683,-3.379748,-0.557203,-0.830376,0.494999,-0.172003
/odom,/base_footprint,3.608900,-3.333814,-0.551701,-0.834042,0.501699,-0.096153
/odom,/base_footprint,3.620766,-3.306106,-0.549748,-0.835330,0.501734,-0.045438
/odom,/base_footprint,3.648088,-3.242720,-0.550982,-0.834517,0.487376,0.119731
/odom,/base_footprint,3.663400,-3.206247,-0.555842,-0.831288,0.498027,0.101827
/odom,/base_footprint,3.689793,-3.141489,-0.561601,-0.827408,0.501385,0.195811
/odom,/base_footprint,3.704215,-3.104176,-0.569986,-0.821654,0.498986,0.300637
/odom,/base_footprint,3.717720,-3.066586,-0.581175,-0.813779,0.499910,0.401971
/odom,/base_footprint,3.730021,-3.028498,-0.595806,-0.803128,0.500364,0.428610
/odom,/base_footprint,3.748442,-2.961401,-0.617637,-0.786463,0.494120,0.478061
/odom,/base_footprint,3.757115,-2.922564,-0.632449,-0.774602,0.498831,0.429724
/odom,/base_footprint,3.767596,-2.863510,-0.652398,-0.757876,0.500761,0.445564
/odom,/base_footprint,3.772762,-2.824274,-0.666719,-0.745309,0.491688,0.509834
/odom,/base_footprint,3.776910,-2.775953,-0.685709,-0.727876,0.479332,0.517291
/odom,/base_footprint,3.778575,-2.717999,-0.707700,-0.706513,0.485278,0.504918
/odom,/base_footprint,3.777721,-2.679187,-0.721943,-0.691953,0.486040,0.511813
/odom,/base_footprint,3.775276,-2.640358,-0.735962,-0.677023,0.486141,0.512464
/odom,/base_footprint,3.767174,-2.572723,-0.759703,-0.650270,0.488140,0.509668
/odom,/base_footprint,3.760322,-2.534050,-0.772801,-0.634649,0.491888,0.509309
/odom,/base_footprint,3.751829,-2.495357,-0.785483,-0.618884,0.499236,0.501680
/odom,/base_footprint,3.733069,-2.427915,-0.806759,-0.590881,0.500377,0.503682
/odom,/base_footprint,3.720239,-2.390037,-0.818469,-0.574551,0.499741,0.502042
/odom,/base_footprint,3.705897,-2.352704,-0.829839,-0.558002,0.500136,0.502053
/odom,/base_footprint,3.677230,-2.288846,-0.848909,-0.528539,0.499911,0.500641
/odom,/base_footprint,3.658863,-2.253311,-0.859320,-0.511438,0.500107,0.500396
/odom,/base_footprint,3.628682,-2.201456,-0.874273,-0.485435,0.499983,0.499512
/odom,/base_footprint,3.601197,-2.159691,-0.886121,-0.463454,0.500076,0.499516
/odom,/base_footprint,3.577728,-2.127298,-0.895204,-0.445656,0.500063,0.499891
/odom,/base_footprint,3.540143,-2.080531,-0.908164,-0.418615,0.500081,0.500702
/odom,/base_footprint,3.506774,-2.043292,-0.917441,-0.397873,0.500203,0.414351
/odom,/base_footprint,3.478974,-2.014518,-0.923370,-0.383910,0.500113,0.344925
/odom,/base_footprint,3.435839,-1.972807,-0.930309,-0.366776,0.500087,0.272379
/odom,/base_footprint,3.398862,-1.939140,-0.934575,-0.355766,0.500044,0.208728
/odom,/base_footprint,3.368784,-1.912769,-0.937080,-0.349116,0.500102,0.146334
/odom,/base_footprint,3.323109,-1.873847,-0.939328,-0.343020,0.500106,0.070883
/odom,/base_footprint,3.292457,-1.848146,-0.940125,-0.340831,0.499998,0.049585
/odom,/base_footprint,3.261704,-1.822565,-0.940589,-0.339547,0.500042,0.001898
/odom,/base_footprint,3.207875,-1.777805,-0.940176,-0.340689,0.499992,-0.029792
/odom,/base_footprint,3.177182,-1.752162,-0.940028,-0.341097,0.499939,0.001222
/odom,/base_footprint,3.146492,-1.726511,-0.939975,-0.341243,0.500036,-0.012127
/odom,/base_footprint,3.092805,-1.681595,-0.940162,-0.340727,0.499902,0.033190
/odom,/base_footprint,3.062076,-1.655985,-0.940162,-0.340728,0.500168,-0.034645
/odom,/base_footprint,3.031395,-1.630304,-0.939623,-0.342213,0.500030,-0.041083
/odom,/base_footprint,2.977910,-1.585159,-0.938899,-0.344193,0.500036,-0.018035
/odom,/base_footprint,2.947389,-1.559306,-0.939161,-0.343476,0.499907,0.079482
/odom,/base_footprint,2.916717,-1.533655,-0.940796,-0.338972,0.499872,0.116273
/odom,/base_footprint,2.862476,-1.489378,-0.942672,-0.333720,0.500173,0.017893
/odom,/base_footprint,2.831374,-1.464229,-0.942822,-0.333296,0.499927,0.008693
/odom,/base_footprint,2.800259,-1.439094,-0.942720,-0.333584,0.500056,-0.049865
/odom,/base_footprint,2.746141,-1.394670,-0.940023,-0.341111,0.499993,-0.138683
