cmd_vel_lin_x,cmd_vel_ang_z
0,0
-0.049803,0.3001
0,0
0,0
-0.087275,0.124141
-0.060632,-0.398965
-0.010165,-0.283359
-0.021591,-0.440234
-0.046249,-0.509229
-0.028763,-0.514105
-0.00721,-0.511716
-0.005378,-0.515357
-0.026581,-0.512246
-0.0167,-0.515275
-0.034659,-0.511252
-0.015637,-0.520692
-0.02583,-0.513609
-0.025815,-0.514816
-0.022944,-0.510702
-0.012224,-0.514818
-0.008355,-0.521425
-0.005125,-0.513838
-0.006655,-0.510821
0.179219,-0.509624
0.103779,-0.518118
0.166366,-0.510646
0.237615,-0.518282
0.296487,-0.494375
0.382009,-0.381753
0.438918,-0.254475
0.5,-0.168285
0.5,-0.096003
0.5,-0.012172
0.485666,0.206587
0.5,0.030898
0.5,0.203909
0.5,0.30773
0.5,0.4904
0.5,0.345911
0.493454,0.513436
0.5,0.421363
0.5,0.447036
0.490921,0.514786
0.478172,0.518123
0.487085,0.507415
0.484772,0.513038
0.486326,0.513499
0.487628,0.510833
0.492536,0.510894
0.5,0.502965
0.5,0.504287
0.5,0.503013
0.5,0.50348
0.5,0.502099
0.5,0.501316
0.5,0.500857
0.5,0.50059
0.5,0.500943
0.5,0.500893
0.5,0.413268
0.5,0.341288
0.5,0.27273
0.5,0.208901
0.5,0.143235
0.5,0.070493
0.5,0.049403
0.5,-0.006458
0.5,-0.029504
0.5,0.001798
0.5,-0.012771
0.5,0.033457
0.5,-0.038653
0.5,-0.041684
0.5,-0.018298
0.5,0.13805
0.5,0.115214
0.5,0.015395
0.5,0.00778
0.5,-0.101981
0.5,-0.138453
0.5,-0.126411
0.5,-0.048247
0.5,0.003622
0.13737,0.021806
0.131724,-0.011884
-0.008477,0.170264
-0.016763,0.225814
0,0
0,0
-0.093046,-0.127877
0,0
-0.047818,-0.092395
0,0
0,0
-0.042198,0.057028
0,0
-0.038824,0.091052
-0.046973,0.160482
0,0
0,0
-0.018359,-0.127597
-0.027286,-0.122844
0,0
0,0
0,0
-0.018854,0.212744
0,0
-0.048052,-0.044394
0,0
0,0
-0.027866,0.220437
-0.060141,0.03411
0,0
-0.026266,0.232333
-0.01089,0.355846
0,0
-0.006866,-0.017566
0,0
-0.056656,0.087395
0,0
-0.009515,-0.48435
-0.032272,-0.247409
0,0
-0.007386,-0.263758
0,0
-0.003264,-0.182519
0,0
0,0
-0.0952,-0.069968
-0.118299,0.101522
-0.016992,0.282787
0,0
0,0
-0.034585,0.045627
0,0
0,0
-0.013948,0.042922
0,0
0.005825,0.064315
0,0
-0.069312,0.255003
-0.02956,0.293536
-0.000868,0.46918
0,0
-0.005761,-0.090768
0.012988,-0.274841
-0.049053,-0.255831
-0.065884,-0.6
0,0
-0.001626,-0.107162
-0.001289,0.4168
-0.003267,0.169222
0,0
-0.009704,0.263733
-0.002051,0.255415
0,0
-0.001347,0.35783
-0.15,0.285891
-0.090086,0.413169
-0.050251,0.387752
-0.010806,0.512401
-0.006897,0.511353
-0.004362,0.514475
-0.02028,0.509305
-0.018182,0.511932
-0.004112,0.510319
-0.00952,0.520687
-0.008217,0.533028
0.114014,0.505833
0.052053,0.510582
0.133455,0.510735
0.119318,0.515559
0.20275,0.524741
0.128681,0.533099
0.22041,0.514199
0.287952,0.480767
0.342523,0.442446
0.392155,0.292965
0.459058,0.27069
0.489743,0.152707
0.5,-0.015641
0.5,-0.018216
0.5,-0.059267
0.5,-0.047724
0.5,-0.055191
0.5,-0.179606
0.5,-0.068408
0.5,-0.087518
0.5,-0.138648
0.5,-0.123861
0.48794,-0.115304
0.5,-0.178072
0.469154,-0.144293
0.48753,-0.18469
0.492798,-0.23322
0.49852,-0.134035
0.440462,-0.11782
0.477579,-0.165038
0.471034,-0.147161
0.459691,-0.196406
0.5,-0.157059
0.5,-0.098158
0.460171,-0.223272
0.419204,-0.223368
0.418723,-0.183706
0.423454,-0.225038
0.439109,-0.26228
0.490538,-0.193084
0.5,-0.181291
0.5,-0.195691
0.474805,-0.154774
0.5,-0.208122
0.5,-0.180329
0.462373,-0.14133
0.426078,-0.101743
0.406381,-0.170494
0.439961,-0.151456
0.5,-0.220852
0.5,-0.202362
0.5,-0.185522
0.459657,-0.132624
0.486994,-0.233291
0.5,-0.182281
0.483538,-0.195798
0.482113,-0.189095
0.5,-0.254803
0.5,-0.101402
0.45903,-0.173496
0.489905,-0.207847
0.5,-0.209522
0.5,-0.179163
0.5,-0.169308
0.5,-0.17061
0.5,-0.193282
0.5,-0.157761
0.5,-0.185299
0.5,-0.093777
0.5,-0.145044
0.5,-0.170517
0.5,-0.210224
0.5,-0.140745
0.5,-0.084894
0.5,-0.080653
0.5,-0.241465
0.5,-0.112331
