tf_map_odom_tran_x,tf_map_odom_tran_y,tf_map_odom_tran_z,tf_map_odom_rot_x,tf_map_odom_rot_y,tf_map_odom_rot_z,tf_map_odom_rot_w
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
-0.002223,-0.027587,0.000000,0.000000,0.000000,0.001276,0.999999
0.005524,-0.019765,0.000000,0.000000,0.000000,0.000464,1.000000
0.005524,-0.019765,0.000000,0.000000,0.000000,0.000464,1.000000
0.005524,-0.019765,0.000000,0.000000,0.000000,0.000464,1.000000
0.005524,-0.019765,0.000000,0.000000,0.000000,0.000464,1.000000
-0.000048,-0.029699,0.000000,0.000000,0.000000,0.001745,0.999998
-0.000048,-0.029699,0.000000,0.000000,0.000000,0.001745,0.999998
-0.000048,-0.029699,0.000000,0.000000,0.000000,0.001745,0.999998
-0.000048,-0.029699,0.000000,0.000000,0.000000,0.001745,0.999998
-0.000990,-0.039146,0.000000,0.000000,0.000000,0.001998,0.999998
-0.000990,-0.039146,0.000000,0.000000,0.000000,0.001998,0.999998
-0.000990,-0.039146,0.000000,0.000000,0.000000,0.001998,0.999998
-0.000990,-0.039146,0.000000,0.000000,0.000000,0.001998,0.999998
-0.014525,-0.039516,0.000000,0.000000,0.000000,0.002323,0.999997
-0.014525,-0.039516,0.000000,0.000000,0.000000,0.002323,0.999997
-0.014525,-0.039516,0.000000,0.000000,0.000000,0.002323,0.999997
-0.014525,-0.039516,0.000000,0.000000,0.000000,0.002323,0.999997
-0.014525,-0.039516,0.000000,0.000000,0.000000,0.002323,0.999997
-0.018584,-0.040714,0.000000,0.000000,0.000000,0.002505,0.999997
-0.018584,-0.040714,0.000000,0.000000,0.000000,0.002505,0.999997
-0.018584,-0.040714,0.000000,0.000000,0.000000,0.002505,0.999997
-0.018584,-0.040714,0.000000,0.000000,0.000000,0.002505,0.999997
-0.018584,-0.040714,0.000000,0.000000,0.000000,0.002505,0.999997
-0.015490,-0.037547,0.000000,0.000000,0.000000,0.001829,0.999998
-0.015490,-0.037547,0.000000,0.000000,0.000000,0.001829,0.999998
-0.015490,-0.037547,0.000000,0.000000,0.000000,0.001829,0.999998
-0.015490,-0.037547,0.000000,0.000000,0.000000,0.001829,0.999998
-0.015490,-0.037547,0.000000,0.000000,0.000000,0.001829,0.999998
-0.005132,-0.029740,0.000000,0.000000,0.000000,-0.000862,1.000000
-0.005132,-0.029740,0.000000,0.000000,0.000000,-0.000862,1.000000
-0.005132,-0.029740,0.000000,0.000000,0.000000,-0.000862,1.000000
-0.005132,-0.029740,0.000000,0.000000,0.000000,-0.000862,1.000000
-0.008517,-0.047844,0.000000,0.000000,0.000000,-0.000536,1.000000
-0.008517,-0.047844,0.000000,0.000000,0.000000,-0.000536,1.000000
-0.008517,-0.047844,0.000000,0.000000,0.000000,-0.000536,1.000000
-0.008517,-0.047844,0.000000,0.000000,0.000000,-0.000536,1.000000
-0.007925,-0.058883,0.000000,0.000000,0.000000,-0.000826,1.000000
-0.007925,-0.058883,0.000000,0.000000,0.000000,-0.000826,1.000000
-0.007925,-0.058883,0.000000,0.000000,0.000000,-0.000826,1.000000
-0.007925,-0.058883,0.000000,0.000000,0.000000,-0.000826,1.000000
-0.006642,-0.067739,0.000000,0.000000,0.000000,-0.001084,0.999999
-0.006642,-0.067739,0.000000,0.000000,0.000000,-0.001084,0.999999
-0.006642,-0.067739,0.000000,0.000000,0.000000,-0.001084,0.999999
-0.006642,-0.067739,0.000000,0.000000,0.000000,-0.001084,0.999999
-0.003326,-0.068834,0.000000,0.000000,0.000000,-0.001739,0.999998
-0.003326,-0.068834,0.000000,0.000000,0.000000,-0.001739,0.999998
-0.003326,-0.068834,0.000000,0.000000,0.000000,-0.001739,0.999998
-0.003326,-0.068834,0.000000,0.000000,0.000000,-0.001739,0.999998
-0.012469,-0.074394,0.000000,0.000000,0.000000,-0.000891,1.000000
-0.012469,-0.074394,0.000000,0.000000,0.000000,-0.000891,1.000000
-0.012469,-0.074394,0.000000,0.000000,0.000000,-0.000891,1.000000
-0.012469,-0.074394,0.000000,0.000000,0.000000,-0.000891,1.000000
-0.012469,-0.074394,0.000000,0.000000,0.000000,-0.000891,1.000000
-0.012469,-0.074394,0.000000,0.000000,0.000000,-0.000891,1.000000
-0.005424,-0.075937,0.000000,0.000000,0.000000,-0.002113,0.999998
-0.005424,-0.075937,0.000000,0.000000,0.000000,-0.002113,0.999998
-0.005424,-0.075937,0.000000,0.000000,0.000000,-0.002113,0.999998
-0.005424,-0.075937,0.000000,0.000000,0.000000,-0.002113,0.999998
-0.005424,-0.075937,0.000000,0.000000,0.000000,-0.002113,0.999998
-0.005424,-0.075937,0.000000,0.000000,0.000000,-0.002113,0.999998
-0.006497,-0.081279,0.000000,0.000000,0.000000,-0.002828,0.999996
-0.006497,-0.081279,0.000000,0.000000,0.000000,-0.002828,0.999996
-0.006497,-0.081279,0.000000,0.000000,0.000000,-0.002828,0.999996
-0.006497,-0.081279,0.000000,0.000000,0.000000,-0.002828,0.999996
-0.006497,-0.081279,0.000000,0.000000,0.000000,-0.002828,0.999996
-0.006497,-0.081279,0.000000,0.000000,0.000000,-0.002828,0.999996
0.004660,-0.081902,0.000000,0.000000,0.000000,-0.003426,0.999994
0.004660,-0.081902,0.000000,0.000000,0.000000,-0.003426,0.999994
0.004660,-0.081902,0.000000,0.000000,0.000000,-0.003426,0.999994
0.004660,-0.081902,0.000000,0.000000,0.000000,-0.003426,0.999994
0.004660,-0.081902,0.000000,0.000000,0.000000,-0.003426,0.999994
0.004660,-0.081902,0.000000,0.000000,0.000000,-0.003426,0.999994
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
0.000265,-0.075232,0.000000,0.000000,0.000000,-0.003736,0.999993
