visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,0,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.11717844009399414,1,0.0001838207244873047,1,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,0,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
0.08468484878540039,2,0.00025582313537597656,2,3,7,0
2.4241981506347656,3,0.00017976760864257812,3,6,0,0
2.4241981506347656,3,0.00017976760864257812,3,6,0,0
2.4241981506347656,3,0.00017976760864257812,3,6,0,0
2.4241981506347656,3,0.00017976760864257812,3,6,0,0
2.4241981506347656,3,0.00017976760864257812,3,6,0,0
2.4241981506347656,3,0.00017976760864257812,3,6,0,0
