frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID


odom,3.875812,-4.149453,0.062929,0.998018,2
odom,3.879382,-4.149008,0.029073,0.999577,2
odom,3.866547,-4.148990,-0.024217,0.999707,2
odom,3.866219,-4.148828,-0.117981,0.993016,2
odom,3.865600,-4.148532,-0.180914,0.983499,2
odom,3.864767,-4.148068,-0.240798,0.970575,2
odom,3.863923,-4.147486,-0.296867,0.954919,2
odom,3.863181,-4.146865,-0.352690,0.935740,2
odom,3.862619,-4.146249,-0.438616,0.898675,2
odom,3.875051,-4.165681,-0.519658,0.854374,2
odom,3.892475,-4.208468,-0.594324,0.804226,2
odom,3.906880,-4.275013,-0.659654,0.751569,2
odom,3.911455,-4.341982,-0.704426,0.709778,2
odom,3.908456,-4.411835,-0.739278,0.673400,2
odom,3.899238,-4.484745,-0.760950,0.648811,2
odom,3.885720,-4.560476,-0.772689,0.634785,2
odom,3.847914,-4.711854,-0.803266,0.595620,2
odom,3.806702,-4.827677,-0.829848,0.557990,2
odom,3.744557,-4.967353,-0.845905,0.533334,2
odom,3.681923,-5.096691,-0.847314,0.531092,2
odom,3.631335,-5.202699,-0.840608,0.541644,2
odom,3.588363,-5.301195,-0.825514,0.564382,2
odom,3.562347,-5.380689,-0.781366,0.624073,2
odom,3.554735,-5.417443,-0.745098,0.666955,2
odom,3.552038,-5.442583,-0.707286,0.706928,2
odom,3.551282,-5.443983,-0.647781,0.761826,2
odom,3.552403,-5.454902,-0.608159,0.793815,2
odom,3.556940,-5.472007,-0.560509,0.828148,2
odom,3.568235,-5.496643,-0.513192,0.858274,2
odom,3.596624,-5.539916,-0.459002,0.888435,2
odom,3.704567,-5.679778,-0.432563,0.901604,2
odom,3.837018,-5.941852,-0.625335,0.780356,2
odom,3.915356,-5.870534,-0.697238,0.716840,2

odom,3.876600,-4.149355,0.060035,0.998196,3
odom,3.875467,-4.149506,0.015590,0.999878,3
odom,3.874389,-4.149549,-0.047570,0.998868,3
odom,3.873405,-4.149486,-0.113947,0.993487,3
odom,3.872535,-4.149342,-0.176018,0.984387,3
odom,3.871791,-4.149152,-0.236554,0.971618,3
odom,3.871177,-4.148948,-0.295417,0.955369,3
odom,3.870810,-4.148848,-0.358143,0.933667,3
odom,3.885958,-4.165021,-0.429975,0.902841,3
odom,3.910545,-4.201197,-0.501629,0.865083,3
odom,3.937622,-4.259044,-0.568601,0.822613,3
odom,3.959928,-4.335580,-0.628945,0.777450,3
odom,3.972239,-4.423394,-0.681148,0.732145,3
odom,3.972621,-4.521064,-0.728242,0.685320,3
odom,3.958463,-4.629748,-0.772632,0.634855,3
odom,3.927033,-4.745790,-0.813916,0.580983,3
odom,3.873434,-4.871046,-0.853665,0.520822,3
odom,3.792555,-5.009268,-0.880128,0.474736,3
odom,3.712543,-5.126673,-0.887242,0.461305,3
odom,3.645464,-5.225668,-0.878634,0.477495,3
odom,3.595521,-5.311010,-0.854479,0.519485,3
odom,3.563395,-5.386843,-0.809497,0.587125,3
odom,3.550662,-5.437490,-0.762781,0.646657,3
odom,3.547675,-5.466687,-0.713057,0.701106,3
odom,3.547951,-5.478690,-0.664371,0.747403,3
