frame,global_plan_position_x,global_plan_position_y,global_plan_orientation_z,global_plan_orientation_w,ID


map,3.883947,-4.076556,-0.721716,0.692189,2
map,3.882002,-4.123115,-0.721103,0.692828,2
map,3.881085,-4.148098,-0.718198,0.695839,2
map,3.880421,-4.173089,-0.715223,0.698897,2
map,3.879930,-4.198084,-0.713589,0.700565,2
map,3.879500,-4.223080,-0.712567,0.701604,2
map,3.879155,-4.248078,-0.711715,0.702468,2
map,3.878846,-4.273077,-0.711115,0.703076,2
map,3.878587,-4.298075,-0.710605,0.703591,2
map,3.878350,-4.323073,-0.710223,0.703976,2
map,3.878145,-4.348073,-0.709890,0.704312,2
map,3.877956,-4.373072,-0.709627,0.704578,2
map,3.877788,-4.398072,-0.709396,0.704810,2
map,3.877631,-4.423071,-0.709208,0.705000,2
map,3.877490,-4.448071,-0.709041,0.705167,2
map,3.877358,-4.473071,-0.708896,0.705313,2
map,3.877237,-4.498070,-0.708766,0.705443,2
map,3.877123,-4.523070,-0.708659,0.705551,2
map,3.877017,-4.548069,-0.708556,0.705654,2
map,3.876917,-4.573070,-0.708470,0.705741,2
map,3.876824,-4.598069,-0.708384,0.705827,2
map,3.876737,-4.623069,-0.708314,0.705897,2
map,3.876653,-4.648069,-0.708250,0.705962,2
map,3.876575,-4.673069,-0.708180,0.706032,2
map,3.876502,-4.698069,-0.708126,0.706086,2
map,3.876431,-4.723069,-0.708077,0.706135,2
map,3.876364,-4.748069,-0.708023,0.706189,2
map,3.876301,-4.773068,-0.707980,0.706232,2
map,3.876241,-4.798068,-0.707937,0.706276,2
map,3.876184,-4.823068,-0.707899,0.706313,2
map,3.876128,-4.848068,-0.707862,0.706351,2
map,3.876077,-4.873068,-0.707824,0.706389,2
map,3.876027,-4.898068,-0.707792,0.706421,2
map,3.875980,-4.923068,-0.707759,0.706454,2
map,3.875935,-4.948068,-0.707727,0.706486,2
map,3.875892,-4.973068,-0.707700,0.706513,2
map,3.875851,-4.998068,-0.707673,0.706540,2
map,3.875812,-5.023068,-0.707646,0.706567,2
map,3.875775,-5.048068,-0.707624,0.706589,2
map,3.875739,-5.073068,-0.707603,0.706610,2
map,3.875704,-5.098068,-0.707581,0.706632,2
map,3.875672,-5.123068,-0.707554,0.706659,2
map,3.875641,-5.148068,-0.707533,0.706680,2
map,3.875611,-5.173068,-0.707522,0.706691,2
map,3.875582,-5.198068,-0.707501,0.706713,2
map,3.875556,-5.223068,-0.707479,0.706734,2
map,3.875530,-5.248068,-0.707463,0.706751,2
map,3.875505,-5.273068,-0.707447,0.706767,2
map,3.875482,-5.298068,-0.707436,0.706778,2
map,3.875459,-5.323068,-0.707420,0.706794,2
map,3.875437,-5.348068,-0.707403,0.706810,2
map,3.875417,-5.373068,-0.707393,0.706821,2
map,3.875397,-5.398068,-0.707376,0.706837,2
map,3.875379,-5.423068,-0.707366,0.706848,2
map,3.875360,-5.448067,-0.707355,0.706859,2
map,3.875344,-5.473067,-0.707344,0.706869,2
map,3.875327,-5.498067,-0.707333,0.706880,2
map,3.875311,-5.523067,-0.707323,0.706891,2
map,3.875296,-5.548068,-0.707312,0.706902,2
map,3.875283,-5.573067,-0.707301,0.706913,2
