cmd_vel_lin_x,cmd_vel_ang_z
0.000000,0.000000
0.012065,-0.227328
-0.004297,-0.334620
-0.001480,-0.514406
-0.001054,-0.516290
-0.000749,-0.515088
-0.000883,-0.513261
-0.001417,-0.516525
-0.017152,-0.512680
-0.101360,-0.509684
-0.003160,-0.517252
0.009305,-0.600000
-0.003094,-0.515073
-0.002681,-0.512654
0.053572,-0.513657
0.135090,-0.511968
0.109130,-0.515588
0.111214,-0.514796
0.165245,-0.510794
0.184303,-0.520056
0.248478,-0.511489
0.246911,-0.513491
0.312465,-0.509172
0.363537,-0.521214
0.428823,-0.518865
0.418789,-0.519898
0.410074,-0.517655
0.352964,-0.524163
0.293816,-0.522700
0.278122,-0.517949
0.283359,-0.514116
0.239192,-0.519213
0.257636,-0.521478
0.348942,-0.488989
0.416187,-0.505455
0.320488,-0.525831
0.345503,-0.525384
0.254256,-0.548052
0.261587,-0.526226
0.209998,-0.522186
0.156634,-0.506512
0.255272,-0.512661
0.268225,-0.519010
0.203007,-0.494982
0.334255,-0.271370
0.366711,-0.312711
0.420621,-0.374692
0.500000,-0.391000
0.465315,-0.509496
0.500000,-0.446352
0.500000,-0.502978
0.500000,-0.494392
0.432673,-0.539657
0.500000,-0.492065
0.438141,-0.528934
0.452566,-0.494414
0.409359,-0.511457
0.342243,-0.550188
0.295377,-0.507855
0.392553,-0.440089
0.397062,-0.496621
0.310469,-0.444056
0.262059,-0.502786
0.221660,-0.500146
0.142090,-0.517093
0.153523,-0.511891
0.041002,-0.519228
-0.013944,-0.520226
-0.033341,-0.520458
0.028868,-0.517211
-0.027525,-0.523160
0.024582,-0.509904
0.079356,-0.511680
0.170138,-0.514759
0.039844,-0.517665
-0.028760,-0.522711
-0.061238,-0.508272
-0.045407,-0.545841
-0.068702,-0.513684
-0.040026,-0.521283
-0.037540,-0.520879
-0.071731,-0.510497
-0.048039,-0.525947
-0.054160,-0.423533
-0.053430,-0.510477
-0.040609,-0.522093
-0.052559,-0.516957
-0.029211,-0.541974
-0.047733,-0.544085
-0.016792,-0.517467
-0.062824,-0.512892
0.101027,-0.440170
-0.026796,-0.511030
0.168138,-0.326387
0.189948,-0.466886
0.249172,-0.482538
0.163097,-0.514609
0.264940,-0.498478
0.133668,-0.273225
0.006422,-0.450632
0.006255,-0.511037
-0.008575,-0.518105
0.016618,-0.507999
-0.018029,-0.515945
-0.026995,-0.509450
-0.095491,-0.505247
-0.098329,-0.507068
-0.087806,-0.512418
-0.111583,-0.507667
-0.067866,-0.546142
-0.073473,-0.508691
-0.011331,-0.516162
-0.076119,-0.504772
-0.013915,-0.513657
-0.114361,-0.533744
-0.016256,-0.515034
-0.018720,-0.512644
-0.017364,-0.515620
0.036240,-0.511962
0.030671,-0.510825
0.033299,-0.512530
-0.002194,-0.510728
-0.001961,-0.511874
-0.015447,-0.518967
-0.024804,-0.512349
-0.018513,-0.509358
0.001271,-0.510505
-0.000898,-0.509582
0.064789,-0.512483
0.038383,-0.513585
0.010848,-0.513531
-0.006224,-0.522152
-0.005143,-0.515969
-0.020053,-0.511873
-0.030092,-0.510402
-0.059660,-0.508626
-0.008855,-0.515647
-0.008705,-0.516762
-0.019315,-0.513157
-0.005028,-0.510502
-0.003680,-0.519970
0.009149,-0.513614
-0.043906,-0.509472
-0.040201,-0.519449
-0.049610,-0.513567
-0.031445,-0.516824
0.049882,-0.512435
0.113988,-0.512228
0.211238,-0.518662
-0.002457,-0.398002
-0.013021,-0.521865
-0.006534,-0.511926
-0.013688,-0.510312
-0.056261,-0.509132
-0.038539,-0.504031
-0.016473,-0.516031
-0.010399,-0.506344
-0.022014,-0.506496
-0.007784,-0.503086
-0.015452,-0.508649
0.046692,-0.509900
0.112282,-0.509821
0.247762,-0.507253
0.298118,-0.198094
0.363864,-0.225113
0.439229,-0.207825
0.497086,-0.222778
0.000000,0.000000
0.500000,-0.165241
0.500000,0.130354
0.479581,0.381494
0.500000,0.242375
0.500000,0.201643
0.477299,0.427206
0.466004,0.520392
0.465572,0.515228
0.479463,0.510241
0.479217,0.511477
0.497513,0.505887
0.500000,0.424310
0.500000,0.367231
0.500000,0.309370
0.500000,0.240063
0.500000,0.201643
0.500000,0.129658
0.500000,0.045326
0.500000,0.005528
0.500000,-0.105003
0.500000,-0.263218
0.500000,-0.329078
0.500000,-0.285123
0.500000,-0.208466
0.500000,-0.146567
0.500000,-0.075325
0.500000,0.049104
0.500000,0.103852
0.500000,0.035891
0.500000,0.006985
0.500000,0.040964
0.500000,0.022530
0.500000,-0.109566
0.500000,-0.116321
0.500000,-0.033287
0.500000,0.011431
0.500000,-0.004319
0.500000,-0.016045
0.500000,0.027085
0.500000,0.044053
0.500000,0.016645
0.500000,-0.019878
0.500000,0.102576
0.500000,-0.036699
0.500000,-0.029962
0.500000,-0.012132
0.500000,-0.099343
0.500000,-0.045453
0.500000,-0.007685
0.500000,0.039373
0.500000,0.012042
0.500000,0.032363
0.500000,0.104357
0.444893,0.326323
0.455833,0.505913
0.430272,0.527238
0.457097,0.513360
0.469538,0.508463
0.484485,0.503242
0.497858,0.501836
0.500000,0.500196
0.500000,0.524593
0.500000,0.429951
0.500000,0.226175
0.500000,0.327666
0.500000,0.304492
0.500000,0.230112
0.500000,0.200617
0.500000,0.053239
0.500000,-0.064346
0.500000,-0.034131
0.500000,-0.202259
0.500000,-0.323217
0.500000,-0.486438
0.481071,-0.526868
0.489628,-0.508971
0.500000,-0.505376
0.500000,-0.503125
0.500000,-0.480127
0.500000,-0.501205
0.500000,-0.501463
0.500000,-0.500651
0.500000,-0.500816
0.500000,-0.500849
0.500000,-0.500316
0.500000,-0.470405
0.500000,-0.339088
0.449794,-0.432183
0.387674,-0.331572
0.299911,-0.351324
0.321846,-0.516558
0.366460,-0.574517
0.313958,-0.537266
0.378676,-0.461531
0.423086,-0.523644
0.418010,-0.527872
0.482187,-0.505155
0.496174,-0.501203
0.500000,-0.509512
0.500000,-0.501040
0.500000,-0.502723
0.500000,-0.310920
0.489301,-0.348851
0.500000,-0.237056
0.500000,-0.153745
0.500000,-0.097870
0.500000,0.209516
