cmd_vel_lin_x,cmd_vel_ang_z
0.000000,0.000000
-0.002947,-0.305152
-0.002757,-0.420748
-0.004584,-0.510233
-0.002116,-0.514101
-0.001115,-0.516496
-0.000723,-0.510274
0.064511,-0.509617
0.117615,-0.509915
0.172830,-0.517750
0.202115,-0.513525
0.230903,-0.511188
0.257052,-0.513280
0.279460,-0.511396
0.317925,-0.516798
0.333201,-0.512524
0.401462,-0.508159
0.452794,-0.506804
0.464055,-0.510089
0.475407,-0.506940
0.487801,-0.505370
0.496435,-0.504736
0.500000,-0.504788
0.500000,-0.502975
0.500000,-0.502001
0.500000,-0.502491
0.500000,-0.500742
0.500000,-0.500589
0.500000,-0.500707
0.500000,-0.500242
0.500000,-0.500212
0.500000,-0.376921
0.500000,-0.293717
0.500000,-0.207907
0.500000,-0.141547
0.500000,-0.309762
0.500000,-0.129963
0.500000,0.012690
0.500000,0.230678
0.500000,0.340865
0.500000,0.472284
0.500000,0.502209
0.500000,0.471691
0.500000,0.492716
0.500000,0.491432
0.495280,0.517214
0.500000,0.500469
0.500000,0.374350
0.500000,0.371189
0.500000,0.349207
0.500000,0.261466
0.500000,0.160512
0.500000,0.170099
0.500000,0.024062
0.500000,-0.134074
0.500000,0.000359
0.500000,0.114662
0.500000,0.174573
0.500000,0.151242
0.500000,0.170661
0.500000,0.066471
0.500000,-0.104613
0.500000,-0.040759
0.500000,-0.253760
0.500000,-0.173780
0.500000,-0.355435
0.500000,-0.542372
0.500000,-0.457570
0.500000,-0.345133
0.500000,-0.500863
0.496183,-0.510181
0.500000,-0.501210
0.500000,-0.484856
0.500000,-0.502632
0.500000,-0.500935
0.500000,-0.503266
0.500000,-0.501494
0.500000,-0.391819
0.500000,-0.501251
0.500000,-0.501039
0.500000,-0.500854
0.500000,-0.500266
0.500000,-0.500175
0.500000,-0.441156
0.500000,-0.375696
0.500000,-0.300568
0.500000,-0.127958
0.500000,-0.008994
0.500000,0.020703
0.500000,-0.011407
0.500000,0.043520
0.500000,0.094063
0.500000,0.048626
0.500000,-0.006739
0.500000,-0.034563
0.500000,-0.003001
0.500000,-0.133477
0.500000,-0.094280
0.500000,-0.052544
0.500000,-0.080057
0.500000,-0.010636
0.500000,0.044123
0.500000,0.015521
0.500000,-0.004126
0.500000,-0.013443
0.500000,-0.015267
0.500000,0.088608
0.500000,0.099171
0.500000,0.052513
0.500000,-0.004096
0.500000,-0.014248
0.500000,0.018407
0.500000,0.008165
0.500000,-0.020930
0.500000,-0.020770
0.500000,-0.087963
0.500000,-0.096773
0.500000,-0.051371
0.500000,-0.069957
0.500000,-0.077349
0.500000,-0.061380
0.500000,-0.200078
0.500000,-0.234545
0.500000,0.032489
0.500000,0.158471
0.480179,-0.118889
0.478937,-0.220890
0.484172,-0.391821
0.496738,-0.505704
0.500000,-0.495137
0.496026,-0.454581
0.496955,-0.508223
0.499268,-0.508849
0.500000,-0.510375
0.500000,-0.506994
0.500000,-0.504661
0.499972,-0.510684
0.492541,-0.514174
0.498926,-0.503773
0.500000,-0.501484
0.500000,-0.334945
0.500000,-0.283803
0.500000,-0.260388
0.500000,-0.227574
0.500000,-0.336495
0.500000,-0.282747
0.500000,-0.327843
0.500000,-0.165272
0.500000,-0.067070
0.500000,0.095235
