tf_map_odom_tran_x,tf_map_odom_tran_y,tf_map_odom_tran_z,tf_map_odom_rot_x,tf_map_odom_rot_y,tf_map_odom_rot_z,tf_map_odom_rot_w
-0.005525,0.005364,0.000000,0.000000,0.000000,0.006530,0.999979
-0.005525,0.005364,0.000000,0.000000,0.000000,0.006530,0.999979
-0.005525,0.005364,0.000000,0.000000,0.000000,0.006530,0.999979
-0.005525,0.005364,0.000000,0.000000,0.000000,0.006530,0.999979
-0.005525,0.005364,0.000000,0.000000,0.000000,0.006530,0.999979
-0.005525,0.005364,0.000000,0.000000,0.000000,0.006530,0.999979
-0.005525,0.005364,0.000000,0.000000,0.000000,0.006530,0.999979
-0.016770,0.007303,0.000000,0.000000,0.000000,0.005538,0.999985
-0.016770,0.007303,0.000000,0.000000,0.000000,0.005538,0.999985
-0.016770,0.007303,0.000000,0.000000,0.000000,0.005538,0.999985
-0.016770,0.007303,0.000000,0.000000,0.000000,0.005538,0.999985
-0.015928,0.006299,0.000000,0.000000,0.000000,0.002483,0.999997
-0.015928,0.006299,0.000000,0.000000,0.000000,0.002483,0.999997
-0.015928,0.006299,0.000000,0.000000,0.000000,0.002483,0.999997
-0.015928,0.006299,0.000000,0.000000,0.000000,0.002483,0.999997
-0.015210,0.003810,0.000000,0.000000,0.000000,0.005866,0.999983
-0.015210,0.003810,0.000000,0.000000,0.000000,0.005866,0.999983
-0.015210,0.003810,0.000000,0.000000,0.000000,0.005866,0.999983
-0.015210,0.003810,0.000000,0.000000,0.000000,0.005866,0.999983
-0.022227,0.002782,0.000000,0.000000,0.000000,0.005541,0.999985
-0.022227,0.002782,0.000000,0.000000,0.000000,0.005541,0.999985
-0.022227,0.002782,0.000000,0.000000,0.000000,0.005541,0.999985
-0.027080,-0.002430,0.000000,0.000000,0.000000,0.007211,0.999974
-0.027080,-0.002430,0.000000,0.000000,0.000000,0.007211,0.999974
-0.027080,-0.002430,0.000000,0.000000,0.000000,0.007211,0.999974
-0.027080,-0.002430,0.000000,0.000000,0.000000,0.007211,0.999974
-0.025580,0.006736,0.000000,0.000000,0.000000,0.005244,0.999986
-0.025580,0.006736,0.000000,0.000000,0.000000,0.005244,0.999986
-0.025580,0.006736,0.000000,0.000000,0.000000,0.005244,0.999986
-0.025580,0.006736,0.000000,0.000000,0.000000,0.005244,0.999986
-0.025580,0.006736,0.000000,0.000000,0.000000,0.005244,0.999986
-0.024331,0.005861,0.000000,0.000000,0.000000,0.004006,0.999992
-0.024331,0.005861,0.000000,0.000000,0.000000,0.004006,0.999992
-0.024331,0.005861,0.000000,0.000000,0.000000,0.004006,0.999992
-0.024331,0.005861,0.000000,0.000000,0.000000,0.004006,0.999992
-0.023727,0.010794,0.000000,0.000000,0.000000,0.007837,0.999969
-0.023727,0.010794,0.000000,0.000000,0.000000,0.007837,0.999969
-0.023727,0.010794,0.000000,0.000000,0.000000,0.007837,0.999969
-0.023727,0.010794,0.000000,0.000000,0.000000,0.007837,0.999969
-0.023727,0.010794,0.000000,0.000000,0.000000,0.007837,0.999969
-0.023727,0.010794,0.000000,0.000000,0.000000,0.007837,0.999969
-0.031602,0.014571,0.000000,0.000000,0.000000,0.008783,0.999961
-0.031602,0.014571,0.000000,0.000000,0.000000,0.008783,0.999961
-0.031602,0.014571,0.000000,0.000000,0.000000,0.008783,0.999961
-0.031602,0.014571,0.000000,0.000000,0.000000,0.008783,0.999961
-0.022636,0.008309,0.000000,0.000000,0.000000,0.007032,0.999975
-0.022636,0.008309,0.000000,0.000000,0.000000,0.007032,0.999975
-0.022636,0.008309,0.000000,0.000000,0.000000,0.007032,0.999975
-0.020704,0.004784,0.000000,0.000000,0.000000,0.006610,0.999978
-0.020704,0.004784,0.000000,0.000000,0.000000,0.006610,0.999978
-0.020704,0.004784,0.000000,0.000000,0.000000,0.006610,0.999978
-0.020704,0.004784,0.000000,0.000000,0.000000,0.006610,0.999978
-0.020704,0.004784,0.000000,0.000000,0.000000,0.006610,0.999978
-0.020704,0.004784,0.000000,0.000000,0.000000,0.006610,0.999978
-0.017387,0.002586,0.000000,0.000000,0.000000,0.005170,0.999987
-0.017387,0.002586,0.000000,0.000000,0.000000,0.005170,0.999987
-0.017387,0.002586,0.000000,0.000000,0.000000,0.005170,0.999987
-0.017387,0.002586,0.000000,0.000000,0.000000,0.005170,0.999987
-0.018926,0.007018,0.000000,0.000000,0.000000,0.004059,0.999992
-0.018926,0.007018,0.000000,0.000000,0.000000,0.004059,0.999992
-0.018926,0.007018,0.000000,0.000000,0.000000,0.004059,0.999992
-0.018926,0.007018,0.000000,0.000000,0.000000,0.004059,0.999992
-0.018926,0.007018,0.000000,0.000000,0.000000,0.004059,0.999992
-0.024055,0.002261,0.000000,0.000000,0.000000,0.005651,0.999984
-0.024055,0.002261,0.000000,0.000000,0.000000,0.005651,0.999984
-0.024055,0.002261,0.000000,0.000000,0.000000,0.005651,0.999984
-0.024055,0.002261,0.000000,0.000000,0.000000,0.005651,0.999984
-0.024055,0.002261,0.000000,0.000000,0.000000,0.005651,0.999984
-0.024055,0.002261,0.000000,0.000000,0.000000,0.005651,0.999984
-0.019924,-0.001869,0.000000,0.000000,0.000000,0.006107,0.999981
-0.019924,-0.001869,0.000000,0.000000,0.000000,0.006107,0.999981
-0.019924,-0.001869,0.000000,0.000000,0.000000,0.006107,0.999981
-0.019924,-0.001869,0.000000,0.000000,0.000000,0.006107,0.999981
-0.030477,-0.004543,0.000000,0.000000,0.000000,0.006903,0.999976
-0.030477,-0.004543,0.000000,0.000000,0.000000,0.006903,0.999976
-0.030477,-0.004543,0.000000,0.000000,0.000000,0.006903,0.999976
-0.030477,-0.004543,0.000000,0.000000,0.000000,0.006903,0.999976
-0.031068,-0.007048,0.000000,0.000000,0.000000,0.006999,0.999976
-0.031068,-0.007048,0.000000,0.000000,0.000000,0.006999,0.999976
-0.031068,-0.007048,0.000000,0.000000,0.000000,0.006999,0.999976
-0.031068,-0.007048,0.000000,0.000000,0.000000,0.006999,0.999976
-0.031038,-0.021567,0.000000,0.000000,0.000000,0.007423,0.999972
-0.031038,-0.021567,0.000000,0.000000,0.000000,0.007423,0.999972
-0.031038,-0.021567,0.000000,0.000000,0.000000,0.007423,0.999972
-0.031038,-0.021567,0.000000,0.000000,0.000000,0.007423,0.999972
-0.026696,-0.026009,0.000000,0.000000,0.000000,0.006568,0.999978
-0.026696,-0.026009,0.000000,0.000000,0.000000,0.006568,0.999978
-0.026696,-0.026009,0.000000,0.000000,0.000000,0.006568,0.999978
-0.026696,-0.026009,0.000000,0.000000,0.000000,0.006568,0.999978
-0.026696,-0.026009,0.000000,0.000000,0.000000,0.006568,0.999978
-0.026705,-0.044637,0.000000,0.000000,0.000000,0.007377,0.999973
-0.026705,-0.044637,0.000000,0.000000,0.000000,0.007377,0.999973
-0.026705,-0.044637,0.000000,0.000000,0.000000,0.007377,0.999973
-0.026705,-0.044637,0.000000,0.000000,0.000000,0.007377,0.999973
-0.026705,-0.044637,0.000000,0.000000,0.000000,0.007377,0.999973
-0.031008,-0.056288,0.000000,0.000000,0.000000,0.008077,0.999967
-0.031008,-0.056288,0.000000,0.000000,0.000000,0.008077,0.999967
-0.031008,-0.056288,0.000000,0.000000,0.000000,0.008077,0.999967
-0.031008,-0.056288,0.000000,0.000000,0.000000,0.008077,0.999967
-0.028052,-0.065362,0.000000,0.000000,0.000000,0.007347,0.999973
-0.028052,-0.065362,0.000000,0.000000,0.000000,0.007347,0.999973
-0.028052,-0.065362,0.000000,0.000000,0.000000,0.007347,0.999973
-0.028052,-0.065362,0.000000,0.000000,0.000000,0.007347,0.999973
-0.028052,-0.065362,0.000000,0.000000,0.000000,0.007347,0.999973
-0.028052,-0.065362,0.000000,0.000000,0.000000,0.007347,0.999973
-0.035947,-0.076969,0.000000,0.000000,0.000000,0.008181,0.999967
-0.035947,-0.076969,0.000000,0.000000,0.000000,0.008181,0.999967
-0.035947,-0.076969,0.000000,0.000000,0.000000,0.008181,0.999967
-0.035947,-0.076969,0.000000,0.000000,0.000000,0.008181,0.999967
-0.035947,-0.076969,0.000000,0.000000,0.000000,0.008181,0.999967
-0.052406,-0.096506,0.000000,0.000000,0.000000,0.009145,0.999958
-0.052406,-0.096506,0.000000,0.000000,0.000000,0.009145,0.999958
-0.052406,-0.096506,0.000000,0.000000,0.000000,0.009145,0.999958
-0.052406,-0.096506,0.000000,0.000000,0.000000,0.009145,0.999958
-0.045137,-0.107464,0.000000,0.000000,0.000000,0.008071,0.999967
-0.045137,-0.107464,0.000000,0.000000,0.000000,0.008071,0.999967
-0.045137,-0.107464,0.000000,0.000000,0.000000,0.008071,0.999967
-0.045137,-0.107464,0.000000,0.000000,0.000000,0.008071,0.999967
-0.045137,-0.107464,0.000000,0.000000,0.000000,0.008071,0.999967
-0.045137,-0.107464,0.000000,0.000000,0.000000,0.008071,0.999967
