frame,global_plan_position_x,global_plan_position_y,global_plan_orientation_z,global_plan_orientation_w,ID


map,-0.743779,0.321225,-0.591942,0.805981,2
map,-0.734804,0.292604,-0.460620,0.887597,2
map,-0.713937,0.278836,-0.320416,0.947277,2
map,-0.695166,0.262325,-0.374523,0.927218,2
map,-0.678002,0.244147,-0.386708,0.922202,2
map,-0.660127,0.226670,-0.382646,0.923895,2
map,-0.642646,0.208797,-0.390344,0.920669,2
map,-0.625364,0.190732,-0.388746,0.921345,2
map,-0.607760,0.172981,-0.387381,0.921920,2
map,-0.590370,0.155019,-0.386366,0.922345,2
map,-0.572689,0.137346,-0.384679,0.923051,2
map,-0.555169,0.119512,-0.388584,0.921413,2
map,-0.537788,0.101541,-0.387593,0.921831,2
map,-0.520193,0.083783,-0.386381,0.922339,2
map,-0.502718,0.065904,-0.389111,0.921191,2
map,-0.485334,0.047939,-0.388391,0.921495,2
map,-0.467803,0.030115,-0.387662,0.921802,2
map,-0.450362,0.012204,-0.389501,0.921026,2
map,-0.432974,-0.005759,-0.388917,0.921273,2
map,-0.415488,-0.023626,-0.388505,0.921447,2
map,-0.398068,-0.041558,-0.389732,0.920928,2
map,-0.380677,-0.059517,-0.389099,0.921196,2
map,-0.363208,-0.077402,-0.388818,0.921315,2
map,-0.345795,-0.095340,-0.389738,0.920926,2
map,-0.328397,-0.113293,-0.389233,0.921139,2
map,-0.310945,-0.131193,-0.389109,0.921192,2
map,-0.293538,-0.149138,-0.389765,0.920914,2
map,-0.276137,-0.167087,-0.389352,0.921089,2
map,-0.258697,-0.185000,-0.389260,0.921128,2
map,-0.241289,-0.202943,-0.388756,0.921341,2
map,-0.223811,-0.220818,-0.388393,0.921494,2
map,-0.206374,-0.238733,-0.389201,0.921153,2
map,-0.188958,-0.256669,-0.388726,0.921353,2
map,-0.171485,-0.274549,-0.388465,0.921463,2
map,-0.154049,-0.292465,-0.389129,0.921183,2
map,-0.136627,-0.310395,-0.388706,0.921362,2
map,-0.119158,-0.328279,-0.388535,0.921434,2
map,-0.101723,-0.346196,-0.389077,0.921205,2
map,-0.084296,-0.364121,-0.388706,0.921362,2
map,-0.066832,-0.382010,-0.388609,0.921403,2
map,-0.049398,-0.399927,-0.389052,0.921216,2
map,-0.031968,-0.417850,-0.388736,0.921349,2
map,-0.014510,-0.435744,-0.388654,0.921384,2
map,0.002927,-0.453660,-0.389007,0.921235,2
map,0.020358,-0.471580,-0.388778,0.921331,2
map,0.037812,-0.489479,-0.388706,0.921362,2
map,0.055249,-0.507394,-0.388990,0.921242,2
map,0.072680,-0.525314,-0.388838,0.921306,2
map,0.090129,-0.543218,-0.388776,0.921332,2
map,0.107566,-0.561133,-0.388475,0.921459,2
map,0.125038,-0.579014,-0.388373,0.921502,2
map,0.142482,-0.596922,-0.388831,0.921309,2
map,0.159919,-0.614837,-0.388567,0.921420,2
map,0.177384,-0.632725,-0.388512,0.921444,2
map,0.194825,-0.650637,-0.388890,0.921284,2
map,0.212260,-0.668553,-0.388664,0.921380,2
map,0.229719,-0.686448,-0.388614,0.921401,2
map,0.247158,-0.704360,-0.388930,0.921267,2
map,0.264592,-0.722278,-0.388766,0.921337,2
