cmd_vel_lin_x,cmd_vel_ang_z
0.000000,0.000000
-0.002598,-0.226911
-0.003427,-0.326513
-0.003824,-0.505989
-0.004534,-0.510565
-0.004313,-0.511902
-0.004813,-0.509722
-0.003933,-0.513471
-0.004718,-0.509967
-0.004244,-0.512330
-0.004951,-0.509433
-0.004640,-0.510308
-0.004162,-0.512109
-0.003999,-0.513042
-0.003613,-0.516325
-0.004261,-0.511929
-0.004002,-0.513529
-0.004308,-0.511434
-0.003417,-0.514483
-0.003822,-0.511735
-0.004143,-0.509662
-0.003374,-0.513361
-0.003340,-0.514953
-0.003468,-0.512317
-0.003462,-0.510556
-0.002871,-0.513893
-0.002449,-0.516219
-0.002770,-0.513298
-0.001787,-0.516167
-0.001781,-0.511856
0.048231,-0.517855
0.069977,-0.514229
0.104427,-0.517074
0.134531,-0.514531
0.154159,-0.513225
0.165994,-0.512141
0.189686,-0.523086
0.212929,-0.513739
0.244587,-0.516846
0.263806,-0.513207
0.282211,-0.515535
0.333213,-0.511685
0.375728,-0.519505
0.390017,-0.513059
0.440701,-0.511256
0.452251,-0.509267
0.489776,-0.502746
0.497807,-0.504912
0.500000,-0.504344
0.500000,-0.503262
0.500000,-0.503518
0.500000,-0.500890
0.500000,-0.501725
0.500000,-0.501085
0.500000,-0.501302
0.500000,-0.500612
0.500000,-0.502378
0.500000,-0.500198
0.500000,-0.499426
0.500000,-0.403422
0.500000,-0.316320
0.500000,-0.206427
0.500000,-0.117361
0.500000,-0.017449
0.500000,0.036017
0.500000,0.029832
0.500000,-0.148137
0.500000,-0.157360
0.500000,-0.118330
0.500000,-0.033100
0.500000,0.088370
0.500000,0.023397
0.500000,-0.020185
0.500000,-0.040145
0.500000,-0.013277
0.500000,0.009992
0.500000,0.023729
0.500000,0.045445
0.500000,0.031846
0.500000,0.027592
0.500000,0.083594
0.500000,0.001458
0.500000,0.007243
0.500000,0.034623
0.500000,0.099444
0.500000,0.123774
0.500000,0.145806
0.500000,0.209852
0.500000,0.238441
0.500000,0.205702
0.500000,0.204646
0.500000,0.254831
0.500000,0.246463
0.500000,0.191066
0.500000,0.274558
0.500000,0.302622
0.500000,0.122452
0.500000,0.008840
0.500000,-0.004347
0.500000,-0.057340
0.500000,-0.142272
0.500000,0.044696
0.500000,-0.067118
0.500000,-0.035962
0.500000,-0.173118
0.500000,-0.222239
0.500000,-0.422091
0.478234,-0.529504
0.500000,-0.208467
0.500000,-0.156872
0.500000,0.055675
0.500000,0.085196
0.500000,-0.091995
0.500000,-0.233317
0.457867,-0.436727
0.455569,-0.523129
0.423277,-0.536274
0.368996,-0.547750
0.400733,-0.513459
0.359794,-0.538878
0.443476,-0.265419
0.419944,-0.553021
0.500000,-0.123167
0.488354,-0.228165
0.484604,-0.451113
0.500000,-0.257546
0.500000,-0.392001
0.500000,-0.320049
0.500000,-0.164304
0.500000,-0.241156
0.500000,-0.144269
0.500000,-0.024945
0.500000,-0.116168
0.500000,-0.009254
0.500000,-0.090146
0.500000,-0.028718
0.500000,-0.015895
0.500000,0.024485
0.500000,0.024678
0.500000,0.123270
0.500000,-0.044428
0.500000,-0.175186
0.500000,-0.255580
0.500000,-0.248609
0.500000,-0.249534
0.500000,-0.212529
0.500000,-0.191363
0.500000,-0.194510
0.500000,-0.153661
0.500000,-0.125165
0.500000,-0.097672
0.500000,-0.081957
0.500000,-0.074324
0.500000,-0.017635
0.500000,0.032685
0.500000,0.120230
0.500000,0.247834
0.500000,0.243476
0.500000,0.112022
0.500000,0.147005
0.500000,0.090919
0.500000,0.068013
0.500000,0.019925
0.500000,-0.078512
0.500000,-0.046118
0.500000,0.017987
0.500000,-0.153208
0.500000,0.001379
0.500000,-0.189307
0.500000,-0.181587
0.500000,-0.195725
0.500000,-0.030681
0.500000,-0.109759
0.500000,-0.065048
0.500000,0.083071
0.500000,0.052126
0.500000,0.222788
0.500000,0.331559
0.500000,0.284520
0.500000,0.202525
0.500000,0.121384
0.500000,-0.001580
0.500000,-0.050420
0.500000,-0.062503
0.500000,-0.032281
0.500000,-0.033783
0.500000,-0.034668
0.500000,-0.013135
0.500000,-0.012096
0.500000,-0.114049
0.500000,-0.002829
0.500000,0.109140
0.500000,0.089670
0.500000,0.009609
0.500000,-0.004017
0.500000,-0.047516
0.500000,0.024587
0.500000,0.018494
0.500000,-0.022935
0.500000,-0.008052
0.500000,-0.012016
0.500000,-0.015160
0.500000,0.005666
0.500000,-0.030230
0.500000,-0.008667
0.500000,-0.034451
0.500000,-0.043593
0.500000,-0.023248
0.500000,-0.024105
0.500000,-0.061427
0.500000,-0.008630
0.500000,0.049049
0.500000,0.006453
0.500000,-0.011922
0.500000,-0.037696
0.500000,-0.027307
0.500000,-0.025499
0.500000,-0.023982
0.500000,-0.023638
0.500000,-0.024911
0.500000,-0.023198
0.500000,-0.024295
0.500000,-0.070608
0.500000,-0.026477
0.500000,0.004435
0.500000,0.117527
0.500000,0.095651
0.500000,0.035250
0.500000,-0.010515
0.500000,-0.027030
0.500000,-0.025197
0.500000,-0.007741
0.500000,-0.000668
0.500000,0.000439
0.500000,-0.001150
0.500000,-0.013431
0.500000,-0.028285
0.500000,-0.011245
0.500000,-0.001935
0.500000,-0.001718
0.498546,-0.042153
0.480121,-0.031400
0.478943,-0.010201
0.461060,-0.003890
0.435321,0.005939
0.398985,0.036608
0.367034,0.031699
0.336285,0.008508
0.306156,-0.005887
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
