extroversion,visual_time,visual_publish_time,visual_N,textual_time,textual_publish_time,textual_N,N_objects,N_words,N_deviations
5,0.2103888988494873,0.39955806732177734,1,0.0002396106719970703,5.650520324707031e-05,1,3,7,0
5,0.12278461456298828,0.4968147277832031,2,0.00025177001953125,4.863739013671875e-05,2,3,7,0
5,0.14701533317565918,1.2219374179840088,3,0.0003197193145751953,4.267692565917969e-05,3,8,12,0
5,0.16976499557495117,0.48812246322631836,4,1.33514404296875e-05,3.504753112792969e-05,4,8,4,1
5,1.326669454574585,0.45715761184692383,5,1.049041748046875e-05,3.409385681152344e-05,5,10,4,2
5,0.17515850067138672,0.4842343330383301,6,0.0003609657287597656,3.314018249511719e-05,6,7,11,2
5,0.1676325798034668,0.5252504348754883,7,0.0004069805145263672,4.506111145019531e-05,6,11,0,2
