extroversion,visual_time,visual_publish_time,visual_N,textual_time,textual_publish_time,textual_N,N_objects,N_words,N_deviations
1,0.2622077465057373,0.44446325302124023,1,0.0004343986511230469,3.0517578125e-05,1,9,27,0
1,0.1586132049560547,0.7825496196746826,2,0.0004329681396484375,3.886222839355469e-05,1,9,0,0
1,0.18346357345581055,0.4627189636230469,3,7.843971252441406e-05,6.890296936035156e-05,1,12,0,1
1,0.20107793807983398,0.8718454837799072,4,6.556510925292969e-05,5.698204040527344e-05,1,17,0,2
