frame,plan_position_x,plan_position_y,plan_orientation_z,plan_orientation_w,ID

map,0.628597,-12.057417,0.647377,0.762170,1
map,0.633859,-12.025321,0.701563,0.712607,1
map,0.629482,-12.000707,0.769176,0.639037,1
map,0.624696,-11.976170,0.715994,0.698107,1
map,0.628235,-11.951421,0.654072,0.756432,1
map,0.631915,-11.926693,0.651404,0.758731,1
map,0.635803,-11.901998,0.648928,0.760850,1
map,0.639805,-11.877320,0.646581,0.762845,1
map,0.643996,-11.852674,0.644303,0.764770,1
map,0.648292,-11.828046,0.642144,0.766584,1
map,0.652761,-11.803449,0.640044,0.768338,1
map,0.657326,-11.778869,0.638062,0.769985,1
map,0.662048,-11.754318,0.636152,0.771564,1
map,0.666857,-11.729786,0.634356,0.773041,1
map,0.671808,-11.705280,0.627991,0.778220,1
map,0.677419,-11.680919,0.622416,0.782687,1
map,0.683067,-11.656565,0.622361,0.782731,1
map,0.688686,-11.632204,0.622223,0.782840,1
map,0.694351,-11.607855,0.621919,0.783081,1
map,0.700007,-11.583503,0.621560,0.783366,1
map,0.705718,-11.559164,0.621100,0.783731,1
map,0.711431,-11.534825,0.620614,0.784116,1
map,0.717201,-11.510501,0.620055,0.784558,1
map,0.722984,-11.486178,0.617631,0.786468,1
map,0.729054,-11.461926,0.615479,0.788153,1
map,0.735103,-11.437670,0.615451,0.788175,1
map,0.741176,-11.413419,0.615337,0.788265,1
map,0.747239,-11.389165,0.615179,0.788388,1
map,0.753332,-11.364919,0.614959,0.788559,1
map,0.759421,-11.340672,0.614713,0.788751,1
map,0.765545,-11.316433,0.614421,0.788978,1
map,0.771670,-11.292195,0.612997,0.790085,1
map,0.777968,-11.268002,0.611718,0.791076,1
map,0.784250,-11.243803,0.611696,0.791093,1
map,0.790551,-11.219610,0.611618,0.791153,1
map,0.796842,-11.195415,0.611515,0.791233,1
map,0.803156,-11.171226,0.611372,0.791344,1
map,0.809465,-11.147035,0.611210,0.791469,1
map,0.815798,-11.122850,0.611013,0.791621,1
map,0.822131,-11.098665,0.610072,0.792346,1
map,0.828579,-11.074512,0.609062,0.793122,1
map,0.835035,-11.050360,0.609030,0.793147,1
