frame,footprint_x,footprint_y,footprint_z,ID
odom,0.733085,-12.484326,0.000000,0
odom,0.850191,-12.486364,0.000000,0
odom,0.949353,-12.445375,0.000000,0
odom,1.025282,-12.369559,0.000000,0
odom,1.066417,-12.270458,0.000000,0
odom,1.070413,-12.143546,0.000000,0
odom,1.029425,-12.044383,0.000000,0
odom,0.953608,-11.968455,0.000000,0
odom,0.854507,-11.927320,0.000000,0
odom,0.727594,-11.923324,0.000000,0
odom,0.628432,-11.964313,0.000000,0
odom,0.552504,-12.040129,0.000000,0
odom,0.511368,-12.139230,0.000000,0
odom,0.507372,-12.266142,0.000000,0
odom,0.548361,-12.365305,0.000000,0
odom,0.624177,-12.441233,0.000000,0

odom,0.733073,-12.484332,0.000000,1
odom,0.850179,-12.486374,0.000000,1
odom,0.949343,-12.445389,0.000000,1
odom,1.025274,-12.369576,0.000000,1
odom,1.066413,-12.270476,0.000000,1
odom,1.070414,-12.143563,0.000000,1
odom,1.029429,-12.044399,0.000000,1
odom,0.953616,-11.968469,0.000000,1
odom,0.854516,-11.927329,0.000000,1
odom,0.727603,-11.923329,0.000000,1
odom,0.628439,-11.964314,0.000000,1
odom,0.552508,-12.040127,0.000000,1
odom,0.511369,-12.139227,0.000000,1
odom,0.507369,-12.266139,0.000000,1
odom,0.548353,-12.365303,0.000000,1
odom,0.624167,-12.441235,0.000000,1

odom,0.732495,-12.485033,0.000000,2
odom,0.849597,-12.487251,0.000000,2
odom,0.948823,-12.446417,0.000000,2
odom,1.024868,-12.370718,0.000000,2
odom,1.066156,-12.271680,0.000000,2
odom,1.070348,-12.144773,0.000000,2
odom,1.029513,-12.045548,0.000000,2
odom,0.953814,-11.969502,0.000000,2
odom,0.854776,-11.928214,0.000000,2
odom,0.727870,-11.924023,0.000000,2
odom,0.628645,-11.964858,0.000000,2
odom,0.552599,-12.040557,0.000000,2
odom,0.511311,-12.139595,0.000000,2
odom,0.507119,-12.266500,0.000000,2
odom,0.547954,-12.365726,0.000000,2
odom,0.623653,-12.441772,0.000000,2

odom,0.726320,-12.489838,0.000000,3
odom,0.843365,-12.494132,0.000000,3
odom,0.943299,-12.455063,0.000000,3
odom,1.020675,-12.380725,0.000000,3
odom,1.063713,-12.282434,0.000000,3
odom,1.070154,-12.155623,0.000000,3
odom,1.031085,-12.055689,0.000000,3
odom,0.956747,-11.978313,0.000000,3
odom,0.858457,-11.935275,0.000000,3
odom,0.731645,-11.928833,0.000000,3
odom,0.631711,-11.967902,0.000000,3
odom,0.554335,-12.042241,0.000000,3
odom,0.511297,-12.140531,0.000000,3
odom,0.504855,-12.267343,0.000000,3
odom,0.543924,-12.367277,0.000000,3
odom,0.618263,-12.444653,0.000000,3

odom,0.713714,-12.497368,0.000000,4
odom,0.830521,-12.505979,0.000000,4
odom,0.931829,-12.470624,0.000000,4
odom,1.011895,-12.399192,0.000000,4
odom,1.058532,-12.302557,0.000000,4
odom,1.069649,-12.176069,0.000000,4
odom,1.034294,-12.074761,0.000000,4
odom,0.962862,-11.994695,0.000000,4
odom,0.866227,-11.948059,0.000000,4
odom,0.739739,-11.936942,0.000000,4
odom,0.638431,-11.972297,0.000000,4
odom,0.558365,-12.043729,0.000000,4
odom,0.511729,-12.140364,0.000000,4
odom,0.500612,-12.266851,0.000000,4
odom,0.535966,-12.368159,0.000000,4
odom,0.607398,-12.448226,0.000000,4

odom,0.697169,-12.503158,0.000000,5
odom,0.813396,-12.517628,0.000000,5
odom,0.916352,-12.487409,0.000000,5
odom,0.999907,-12.420091,0.000000,5
odom,1.051340,-12.325921,0.000000,5
odom,1.068799,-12.200151,0.000000,5
odom,1.038580,-12.097196,0.000000,5
odom,0.971261,-12.013640,0.000000,5
odom,0.877092,-11.962207,0.000000,5
odom,0.751323,-11.944748,0.000000,5
odom,0.648366,-11.974967,0.000000,5
odom,0.564811,-12.042286,0.000000,5
odom,0.513378,-12.136456,0.000000,5
odom,0.495919,-12.262224,0.000000,5
odom,0.526138,-12.365181,0.000000,5
odom,0.593457,-12.448736,0.000000,5

odom,0.680405,-12.507092,0.000000,6
odom,0.795738,-12.527493,0.000000,6
odom,0.900107,-12.502585,0.000000,6
odom,0.986999,-12.439633,0.000000,6
odom,1.043186,-12.348221,0.000000,6
odom,1.067062,-12.223511,0.000000,6
odom,1.042154,-12.119142,0.000000,6
odom,0.979201,-12.032249,0.000000,6
odom,0.887789,-11.976063,0.000000,6
odom,0.763078,-11.952188,0.000000,6
odom,0.658710,-11.977096,0.000000,6
odom,0.571818,-12.040048,0.000000,6
odom,0.515631,-12.131460,0.000000,6
odom,0.491755,-12.256170,0.000000,6
odom,0.516663,-12.360539,0.000000,6
odom,0.579615,-12.447432,0.000000,6

odom,0.663746,-12.509480,0.000000,7
odom,0.777884,-12.535756,0.000000,7
odom,0.883390,-12.516221,0.000000,7
odom,0.973390,-12.457797,0.000000,7
odom,1.034181,-12.369380,0.000000,7
odom,1.064407,-12.246055,0.000000,7
