tf_map_odom_tran_x,tf_map_odom_tran_y,tf_map_odom_tran_z,tf_map_odom_rot_x,tf_map_odom_rot_y,tf_map_odom_rot_z,tf_map_odom_rot_w
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.047435,-0.153842,0.000000,0.000000,0.000000,0.004681,0.999989
0.066152,-0.153118,0.000000,0.000000,0.000000,0.003862,0.999993
0.066152,-0.153118,0.000000,0.000000,0.000000,0.003862,0.999993
0.066152,-0.153118,0.000000,0.000000,0.000000,0.003862,0.999993
0.066152,-0.153118,0.000000,0.000000,0.000000,0.003862,0.999993
0.066157,-0.150763,0.000000,0.000000,0.000000,0.004035,0.999992
0.066157,-0.150763,0.000000,0.000000,0.000000,0.004035,0.999992
0.066157,-0.150763,0.000000,0.000000,0.000000,0.004035,0.999992
0.066157,-0.150763,0.000000,0.000000,0.000000,0.004035,0.999992
0.039438,-0.146440,0.000000,0.000000,0.000000,0.005301,0.999986
0.039438,-0.146440,0.000000,0.000000,0.000000,0.005301,0.999986
0.039438,-0.146440,0.000000,0.000000,0.000000,0.005301,0.999986
0.039438,-0.146440,0.000000,0.000000,0.000000,0.005301,0.999986
0.035937,-0.140409,0.000000,0.000000,0.000000,0.005202,0.999986
0.035937,-0.140409,0.000000,0.000000,0.000000,0.005202,0.999986
0.035937,-0.140409,0.000000,0.000000,0.000000,0.005202,0.999986
0.035937,-0.140409,0.000000,0.000000,0.000000,0.005202,0.999986
0.021468,-0.138942,0.000000,0.000000,0.000000,0.005833,0.999983
0.021468,-0.138942,0.000000,0.000000,0.000000,0.005833,0.999983
0.021468,-0.138942,0.000000,0.000000,0.000000,0.005833,0.999983
0.021468,-0.138942,0.000000,0.000000,0.000000,0.005833,0.999983
-0.011284,-0.136954,0.000000,0.000000,0.000000,0.007543,0.999972
-0.011284,-0.136954,0.000000,0.000000,0.000000,0.007543,0.999972
-0.011284,-0.136954,0.000000,0.000000,0.000000,0.007543,0.999972
-0.011284,-0.136954,0.000000,0.000000,0.000000,0.007543,0.999972
-0.055108,-0.138475,0.000000,0.000000,0.000000,0.009383,0.999956
-0.055108,-0.138475,0.000000,0.000000,0.000000,0.009383,0.999956
-0.055108,-0.138475,0.000000,0.000000,0.000000,0.009383,0.999956
-0.055108,-0.138475,0.000000,0.000000,0.000000,0.009383,0.999956
-0.112121,-0.142502,0.000000,0.000000,0.000000,0.012086,0.999927
-0.112121,-0.142502,0.000000,0.000000,0.000000,0.012086,0.999927
-0.112121,-0.142502,0.000000,0.000000,0.000000,0.012086,0.999927
-0.112121,-0.142502,0.000000,0.000000,0.000000,0.012086,0.999927
-0.118537,-0.141496,0.000000,0.000000,0.000000,0.012677,0.999920
-0.118537,-0.141496,0.000000,0.000000,0.000000,0.012677,0.999920
-0.118537,-0.141496,0.000000,0.000000,0.000000,0.012677,0.999920
-0.118537,-0.141496,0.000000,0.000000,0.000000,0.012677,0.999920
-0.120101,-0.147002,0.000000,0.000000,0.000000,0.012730,0.999919
-0.120101,-0.147002,0.000000,0.000000,0.000000,0.012730,0.999919
-0.120101,-0.147002,0.000000,0.000000,0.000000,0.012730,0.999919
-0.120101,-0.147002,0.000000,0.000000,0.000000,0.012730,0.999919
-0.136714,-0.153785,0.000000,0.000000,0.000000,0.013587,0.999908
-0.136714,-0.153785,0.000000,0.000000,0.000000,0.013587,0.999908
-0.136714,-0.153785,0.000000,0.000000,0.000000,0.013587,0.999908
