extroversion,visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
6,0.160490036010742,1,0.000345706939697,1,3,7,0
6,0.229855537414551,2,0.000340223312378,2,3,7,0
6,0.249350547790527,3,0.000373601913452,3,6,10,0
6,0.360159397125244,4,2.14576721191406E-05,4,6,4,1
6,0.229418516159058,5,0.000515699386597,4,8,0,1
6,0.358763933181763,6,2.12192535400391E-05,5,5,4,2
6,0.23203444480896,7,0.000612735748291,6,9,13,2
6,0.168914556503296,8,0.000462055206299,6,6,0,2
