extroversion,visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
5,0.162848949432373,1,0.000382900238037,1,3,7,0
5,0.232697486877441,2,0.000320911407471,2,3,7,0
5,0.40109658241272,3,0.000590801239014,2,8,0,0
5,0.316807508468628,4,4.05311584472656E-05,3,6,4,1
5,1.10317015647888,5,1.88350677490234E-05,4,6,4,2
5,0.245419025421143,6,0.000539302825928,4,8,0,2
