visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,27,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
0.11472105979919434,1,0.0003628730773925781,1,9,0,0
2.383681058883667,2,6.580352783203125e-05,2,1,0,0
2.383681058883667,2,6.580352783203125e-05,2,1,0,0
2.383681058883667,2,6.580352783203125e-05,2,1,0,0
2.383681058883667,2,6.580352783203125e-05,2,1,0,0
2.383681058883667,2,6.580352783203125e-05,2,1,0,0
2.383681058883667,2,6.580352783203125e-05,2,1,0,0
