visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
0.08314275741577148,1,0.0002429485321044922,1,2,0,0
0.08314275741577148,1,0.0002429485321044922,1,2,0,0
0.08314275741577148,1,0.0002429485321044922,1,2,0,0
0.08314275741577148,1,0.0002429485321044922,1,2,6,0
0.08314275741577148,1,0.0002429485321044922,1,2,6,0
0.08314275741577148,1,0.0002429485321044922,1,2,6,0
0.07050418853759766,2,0.00011944770812988281,2,2,0,0
0.07050418853759766,2,0.00011944770812988281,2,2,0,0
0.07050418853759766,2,0.00011944770812988281,2,2,0,0
0.07050418853759766,2,0.00011944770812988281,2,2,6,0
0.07050418853759766,2,0.00011944770812988281,2,2,6,0
0.07050418853759766,2,0.00011944770812988281,2,2,6,0
0.08073949813842773,3,0.0002200603485107422,3,2,0,0
0.08073949813842773,3,0.0002200603485107422,3,2,0,0
0.08073949813842773,3,0.0002200603485107422,3,2,0,0
0.08073949813842773,3,0.0002200603485107422,3,2,6,0
0.08073949813842773,3,0.0002200603485107422,3,2,6,0
0.08073949813842773,3,0.0002200603485107422,3,2,6,0
0.08435964584350586,4,0.00013518333435058594,4,2,0,0
0.08435964584350586,4,0.00013518333435058594,4,2,0,0
0.08435964584350586,4,0.00013518333435058594,4,2,0,0
0.08435964584350586,4,0.00013518333435058594,4,2,6,0
0.08435964584350586,4,0.00013518333435058594,4,2,6,0
0.08435964584350586,4,0.00013518333435058594,4,2,6,0
0.0740201473236084,5,0.00017309188842773438,5,2,0,0
0.0740201473236084,5,0.00017309188842773438,5,2,0,0
0.0740201473236084,5,0.00017309188842773438,5,2,0,0
0.0740201473236084,5,0.00017309188842773438,5,2,6,0
0.0740201473236084,5,0.00017309188842773438,5,2,6,0
0.0740201473236084,5,0.00017309188842773438,5,2,6,0
0.0832359790802002,6,0.0002334117889404297,6,2,0,0
0.0832359790802002,6,0.0002334117889404297,6,2,0,0
0.0832359790802002,6,0.0002334117889404297,6,2,0,0
0.0832359790802002,6,0.0002334117889404297,6,2,6,0
0.0832359790802002,6,0.0002334117889404297,6,2,6,0
0.0832359790802002,6,0.0002334117889404297,6,2,6,0
0.07521629333496094,7,0.00012636184692382812,7,1,0,0
0.07521629333496094,7,0.00012636184692382812,7,1,0,0
0.07521629333496094,7,0.00012636184692382812,7,1,0,0
0.07521629333496094,7,0.00012636184692382812,7,1,4,0
0.07521629333496094,7,0.00012636184692382812,7,1,4,0
0.07521629333496094,7,0.00012636184692382812,7,1,4,0
2.478706121444702,8,2.384185791015625e-05,8,1,0,0
2.478706121444702,8,2.384185791015625e-05,8,1,0,0
2.478706121444702,8,2.384185791015625e-05,8,1,0,0
2.478706121444702,8,2.384185791015625e-05,8,1,4,1
2.478706121444702,8,2.384185791015625e-05,8,1,4,1
2.478706121444702,8,2.384185791015625e-05,8,1,4,1
