visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,0,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.09389257431030273,1,0.0002105236053466797,1,3,15,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.07525515556335449,2,0.0002186298370361328,2,9,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,0
0.11614418029785156,3,6.437301635742188e-05,3,1,0,1
0.11614418029785156,3,6.437301635742188e-05,3,1,0,1
0.11614418029785156,3,6.437301635742188e-05,3,1,0,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.11614418029785156,3,6.437301635742188e-05,3,1,12,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
0.1165311336517334,4,6.413459777832031e-05,4,1,0,1
