frame,child_frame,odom_position_x,odom_position_y,odom_orientation_z,odom_orientation_w,odom_linear_x,odom_angular_z
/odom,/base_footprint,0.365474,0.949139,-0.679845,0.733356,0.062199,0.130705
/odom,/base_footprint,0.366168,0.940745,-0.675384,0.737466,0.141366,0.153093
/odom,/base_footprint,0.368614,0.915716,-0.669095,0.743177,0.264768,0.133468
/odom,/base_footprint,0.371261,0.891729,-0.665672,0.746244,0.334955,0.100115
/odom,/base_footprint,0.376889,0.844959,-0.661759,0.749717,0.427498,0.077390
/odom,/base_footprint,0.382691,0.799551,-0.660825,0.750540,0.487661,-0.052407
/odom,/base_footprint,0.387616,0.760370,-0.661848,0.749638,0.498543,0.000701
/odom,/base_footprint,0.395061,0.700671,-0.662248,0.749285,0.500346,-0.021644
/odom,/base_footprint,0.401148,0.651147,-0.662832,0.748768,0.499462,-0.012878
/odom,/base_footprint,0.406001,0.611397,-0.662758,0.748833,0.500799,0.012582
/odom,/base_footprint,0.412133,0.561787,-0.661399,0.750034,0.499319,0.070653
/odom,/base_footprint,0.419884,0.502287,-0.658463,0.752613,0.500390,0.058803
/odom,/base_footprint,0.425276,0.462648,-0.657158,0.753753,0.499862,0.033272
/odom,/base_footprint,0.430776,0.423040,-0.656271,0.754525,0.500049,0.024680
/odom,/base_footprint,0.440591,0.353722,-0.655141,0.755507,0.499926,0.018192
/odom,/base_footprint,0.446257,0.314127,-0.655511,0.755186,0.500111,-0.044987
/odom,/base_footprint,0.451805,0.274503,-0.657062,0.753836,0.500057,-0.054935
/odom,/base_footprint,0.461129,0.205137,-0.659134,0.752026,0.500002,-0.019433
/odom,/base_footprint,0.466357,0.165480,-0.659241,0.751932,0.499969,0.007972
/odom,/base_footprint,0.471601,0.125827,-0.659087,0.752067,0.499948,-0.000778
/odom,/base_footprint,0.480751,0.056423,-0.659808,0.751434,0.500037,-0.028831
/odom,/base_footprint,0.485889,0.016757,-0.660341,0.750966,0.499925,-0.011276
/odom,/base_footprint,0.490991,-0.022915,-0.660460,0.750861,0.499995,0.010135
/odom,/base_footprint,0.500001,-0.092330,-0.659398,0.751794,0.499984,0.028839
/odom,/base_footprint,0.505261,-0.131983,-0.658559,0.752529,0.500034,0.027515
/odom,/base_footprint,0.510611,-0.171623,-0.657642,0.753331,0.499980,0.034422
/odom,/base_footprint,0.520219,-0.240960,-0.656068,0.754702,0.500019,0.024725
/odom,/base_footprint,0.525819,-0.280568,-0.655469,0.755222,0.499989,0.016936
/odom,/base_footprint,0.534365,-0.339951,-0.653695,0.756758,0.499903,0.059715
/odom,/base_footprint,0.540266,-0.379514,-0.652143,0.758096,0.500042,0.045296
/odom,/base_footprint,0.549329,-0.438833,-0.651738,0.758444,0.500111,-0.035925
/odom,/base_footprint,0.556745,-0.488284,-0.653482,0.756942,0.500005,-0.049872
/odom,/base_footprint,0.562527,-0.527857,-0.654161,0.756356,0.499922,0.004135
/odom,/base_footprint,0.569732,-0.577335,-0.654514,0.756050,0.500119,-0.030065
/odom,/base_footprint,0.578258,-0.636726,-0.654931,0.755689,0.499866,0.010689
/odom,/base_footprint,0.583968,-0.676313,-0.654373,0.756172,0.499958,0.025248
/odom,/base_footprint,0.591207,-0.725789,-0.653457,0.756963,0.500014,0.024816
/odom,/base_footprint,0.600048,-0.785131,-0.652446,0.757835,0.499993,0.020400
/odom,/base_footprint,0.606026,-0.824684,-0.651808,0.758384,0.500006,0.021073
/odom,/base_footprint,0.612071,-0.864223,-0.651198,0.758908,0.499979,0.018687
/odom,/base_footprint,0.622772,-0.933404,-0.650676,0.759355,0.500032,-0.000108
/odom,/base_footprint,0.628898,-0.972930,-0.650760,0.759283,0.499982,-0.004300
/odom,/base_footprint,0.635018,-1.012459,-0.650593,0.759426,0.499947,0.022305
/odom,/base_footprint,0.645942,-1.081592,-0.647617,0.761966,0.499883,0.106537
/odom,/base_footprint,0.652584,-1.121032,-0.643396,0.765533,0.499876,0.173241
/odom,/base_footprint,0.663576,-1.180010,-0.634231,0.773143,0.499992,0.218951
/odom,/base_footprint,0.673932,-1.228923,-0.624537,0.780995,0.499947,0.273525
/odom,/base_footprint,0.683148,-1.267844,-0.616152,0.787628,0.500064,0.263747
/odom,/base_footprint,0.693186,-1.306568,-0.607793,0.794095,0.500004,0.265168
/odom,/base_footprint,0.712692,-1.373794,-0.593669,0.804710,0.500087,0.236950
/odom,/base_footprint,0.724849,-1.411906,-0.586350,0.810058,0.500003,0.219730
/odom,/base_footprint,0.737679,-1.449791,-0.579056,0.815288,0.499994,0.233984
/odom,/base_footprint,0.761863,-1.515473,-0.564338,0.825544,0.499947,0.284215
/odom,/base_footprint,0.776823,-1.552567,-0.554335,0.832294,0.500012,0.315208
/odom,/base_footprint,0.800931,-1.607515,-0.540795,0.841154,0.500218,0.177608
/odom,/base_footprint,0.817741,-1.643832,-0.536914,0.843637,0.500081,0.051528
/odom,/base_footprint,0.843233,-1.698150,-0.535523,0.844521,0.499908,0.031562
/odom,/base_footprint,0.864577,-1.743369,-0.535753,0.844375,0.500196,-0.036140
/odom,/base_footprint,0.881544,-1.779600,-0.537855,0.843037,0.500072,-0.085773
/odom,/base_footprint,0.902395,-1.825043,-0.542620,0.839978,0.500098,-0.177266
/odom,/base_footprint,0.926248,-1.880121,-0.556597,0.830783,0.500169,-0.349009
/odom,/base_footprint,0.940933,-1.917328,-0.568544,0.822653,0.499965,-0.367292
/odom,/base_footprint,0.957758,-1.964411,-0.583089,0.812408,0.499999,-0.340974
/odom,/base_footprint,0.975801,-2.021630,-0.599366,0.800475,0.499982,-0.333261
/odom,/base_footprint,0.986571,-2.060150,-0.609092,0.793100,0.499909,-0.272929
/odom,/base_footprint,1.001089,-2.118365,-0.622411,0.782691,0.500094,-0.292995
/odom,/base_footprint,1.011685,-2.167226,-0.632526,0.774539,0.499873,-0.237046
/odom,/base_footprint,1.019292,-2.206492,-0.640257,0.768161,0.500090,-0.260275
/odom,/base_footprint,1.027666,-2.255791,-0.649987,0.759945,0.499957,-0.248620
/odom,/base_footprint,1.036119,-2.315184,-0.660443,0.750876,0.499996,-0.215952
/odom,/base_footprint,1.040908,-2.354897,-0.665822,0.746111,0.499926,-0.120084
/odom,/base_footprint,1.046385,-2.404581,-0.669051,0.743217,0.500102,-0.143439
/odom,/base_footprint,1.051960,-2.464345,-0.677810,0.735237,0.499879,-0.184279
/odom,/base_footprint,1.054939,-2.504212,-0.682112,0.731248,0.499708,-0.086032
/odom,/base_footprint,1.057657,-2.544112,-0.683199,0.730232,0.500069,-0.061163
/odom,/base_footprint,1.061992,-2.613982,-0.685246,0.728312,0.499654,0.058859
/odom,/base_footprint,1.064555,-2.653881,-0.683311,0.730127,0.500057,0.013726
/odom,/base_footprint,1.067137,-2.693827,-0.684689,0.728835,0.500331,-0.033612
/odom,/base_footprint,1.071539,-2.763658,-0.682933,0.730481,0.499793,0.133334
/odom,/base_footprint,1.074462,-2.803555,-0.678606,0.734503,0.500154,0.148822
/odom,/base_footprint,1.079671,-2.863334,-0.673969,0.738759,0.500171,0.013905
/odom,/base_footprint,1.084145,-2.913154,-0.676540,0.736406,0.500216,-0.140677
/odom,/base_footprint,1.087263,-2.953035,-0.682033,0.731321,0.500042,-0.249222
/odom,/base_footprint,1.090443,-3.012961,-0.694010,0.719965,0.500000,-0.267109
/odom,/base_footprint,1.091666,-3.062935,-0.702272,0.711909,0.499859,-0.202207
/odom,/base_footprint,1.091917,-3.102932,-0.706923,0.707290,0.499911,-0.103045
/odom,/base_footprint,1.091857,-3.142917,-0.707847,0.706366,0.499824,0.019107
/odom,/base_footprint,1.092037,-3.212912,-0.704676,0.709529,0.500149,0.051757
/odom,/base_footprint,1.092374,-3.252916,-0.703981,0.710219,0.500051,-0.014727
/odom,/base_footprint,1.092691,-3.292917,-0.704739,0.709467,0.499988,-0.036631
/odom,/base_footprint,1.093022,-3.362911,-0.705493,0.708717,0.499886,0.016122
/odom,/base_footprint,1.093200,-3.402912,-0.706126,0.708086,0.500129,-0.079407
/odom,/base_footprint,1.093095,-3.462918,-0.708609,0.705602,0.499735,-0.017870
/odom,/base_footprint,1.092913,-3.502904,-0.708664,0.705547,0.499943,0.008509
/odom,/base_footprint,1.092689,-3.562912,-0.708113,0.706099,0.499882,0.016570
/odom,/base_footprint,1.092579,-3.612907,-0.707686,0.706527,0.500005,0.010038
/odom,/base_footprint,1.092544,-3.652910,-0.706975,0.707238,0.500002,0.036353
/odom,/base_footprint,1.092651,-3.702905,-0.705790,0.708421,0.499970,0.029570
/odom,/base_footprint,1.092912,-3.762913,-0.706269,0.707944,0.500167,-0.069403
/odom,/base_footprint,1.092919,-3.802916,-0.707390,0.706824,0.499843,-0.003048
