frame,global_plan_position_x,global_plan_position_y,global_plan_orientation_z,global_plan_orientation_w,ID
map,0.905481,-6.233971,-0.727051,0.686584,0
map,0.904051,-6.258930,-0.727048,0.686587,0
map,0.902621,-6.283889,-0.727048,0.686587,0
map,0.901191,-6.308848,-0.727043,0.686592,0
map,0.899762,-6.333807,-0.727040,0.686595,0
map,0.898333,-6.358766,-0.727035,0.686601,0
map,0.896904,-6.383726,-0.727029,0.686606,0
map,0.895475,-6.408685,-0.727024,0.686612,0
map,0.894048,-6.433644,-0.727017,0.686620,0
map,0.892620,-6.458603,-0.727011,0.686625,0
map,0.891193,-6.483562,-0.727003,0.686634,0
map,0.889767,-6.508522,-0.726996,0.686642,0
map,0.888341,-6.533481,-0.726990,0.686648,0
map,0.886915,-6.558440,-0.726980,0.686659,0
map,0.885491,-6.583399,-0.726969,0.686670,0
map,0.884067,-6.608359,-0.726964,0.686676,0
map,0.882643,-6.633318,-0.726954,0.686687,0
map,0.881221,-6.658278,-0.726943,0.686698,0
map,0.879799,-6.683238,-0.726935,0.686706,0
map,0.878377,-6.708197,-0.726925,0.686717,0
map,0.876957,-6.733157,-0.726917,0.686725,0
map,0.875536,-6.758116,-0.726914,0.686728,0
map,0.874116,-6.783076,-0.726917,0.686726,0
map,0.872696,-6.808035,-0.726922,0.686720,0
map,0.871275,-6.832995,-0.726927,0.686714,0
map,0.869853,-6.857955,-0.726933,0.686709,0
map,0.868432,-6.882914,-0.726935,0.686706,0
map,0.867010,-6.907874,-0.726938,0.686703,0
map,0.865588,-6.932833,-0.726941,0.686700,0
map,0.864166,-6.957793,-0.726941,0.686700,0
map,0.862743,-6.982752,-0.726940,0.686701,0
map,0.861321,-7.007712,-0.726940,0.686701,0
map,0.859899,-7.032671,-0.726940,0.686701,0
map,0.858477,-7.057631,-0.726940,0.686701,0
map,0.857055,-7.082591,-0.726938,0.686703,0
map,0.855633,-7.107550,-0.726935,0.686706,0
map,0.854212,-7.132510,-0.726933,0.686709,0
map,0.852790,-7.157469,-0.726927,0.686714,0
map,0.851369,-7.182429,-0.726925,0.686717,0
map,0.849948,-7.207388,-0.726922,0.686720,0
map,0.848528,-7.232348,-0.726914,0.686728,0
map,0.847108,-7.257308,-0.726909,0.686734,0
map,0.845688,-7.282267,-0.726906,0.686737,0
map,0.844269,-7.307227,-0.726901,0.686742,0
map,0.842849,-7.332186,-0.726893,0.686751,0
map,0.841431,-7.357146,-0.726885,0.686759,0
map,0.840013,-7.382106,-0.726883,0.686762,0
map,0.838595,-7.407066,-0.726877,0.686767,0
map,0.837178,-7.432025,-0.726870,0.686775,0
map,0.835761,-7.456985,-0.726862,0.686784,0
map,0.834345,-7.481946,-0.726854,0.686792,0
map,0.832930,-7.506905,-0.726849,0.686798,0
map,0.831514,-7.531865,-0.726841,0.686806,0
map,0.830100,-7.556825,-0.726833,0.686814,0
map,0.828686,-7.581785,-0.726825,0.686823,0
map,0.827272,-7.606745,-0.726817,0.686831,0
map,0.825860,-7.631705,-0.726812,0.686837,0
map,0.824447,-7.656665,-0.726812,0.686837,0
map,0.823034,-7.681625,-0.726817,0.686831,0
map,0.821621,-7.706585,-0.726820,0.686828,0
map,0.820207,-7.731545,-0.726822,0.686825,0
map,0.818794,-7.756505,-0.726825,0.686823,0
map,0.817380,-7.781465,-0.726825,0.686823,0
map,0.815966,-7.806425,-0.726825,0.686823,0
map,0.814552,-7.831385,-0.726828,0.686820,0
map,0.813138,-7.856345,-0.726828,0.686820,0
map,0.811725,-7.881305,-0.726825,0.686823,0
map,0.810311,-7.906265,-0.726825,0.686823,0
map,0.808897,-7.931225,-0.726822,0.686825,0
map,0.807484,-7.956185,-0.726820,0.686828,0
map,0.806070,-7.981145,-0.726820,0.686828,0
map,0.804657,-8.006105,-0.726814,0.686834,0
map,0.803244,-8.031065,-0.726809,0.686839,0
map,0.801832,-8.056026,-0.726809,0.686839,0
map,0.800419,-8.080985,-0.726804,0.686845,0
map,0.799007,-8.105946,-0.726799,0.686851,0
map,0.797596,-8.130905,-0.726796,0.686853,0
map,0.796184,-8.155866,-0.726793,0.686856,0
map,0.794773,-8.180826,-0.726788,0.686862,0
map,0.793362,-8.205786,-0.726780,0.686870,0
map,0.791952,-8.230746,-0.726778,0.686873,0
map,0.790542,-8.255707,-0.726775,0.686876,0
map,0.789132,-8.280666,-0.726767,0.686884,0
map,0.787722,-8.305627,-0.726762,0.686889,0
map,0.786313,-8.330587,-0.726759,0.686892,0
map,0.784905,-8.355547,-0.726754,0.686898,0
map,0.783496,-8.380507,-0.726746,0.686906,0
map,0.782089,-8.405468,-0.726741,0.686912,0
map,0.780681,-8.430429,-0.726738,0.686914,0
map,0.779274,-8.455389,-0.726731,0.686923,0
map,0.777867,-8.480349,-0.726723,0.686931,0
map,0.776461,-8.505310,-0.726720,0.686934,0
map,0.775055,-8.530270,-0.726720,0.686934,0
map,0.773649,-8.555230,-0.726720,0.686934,0
map,0.772243,-8.580191,-0.726720,0.686934,0
map,0.770837,-8.605151,-0.726723,0.686931,0
map,0.769430,-8.630112,-0.726723,0.686931,0
map,0.768024,-8.655072,-0.726723,0.686931,0
map,0.766618,-8.680033,-0.726723,0.686931,0
map,0.765212,-8.704993,-0.726720,0.686934,0
map,0.763805,-8.729954,-0.726723,0.686931,0
map,0.762399,-8.754913,-0.726723,0.686931,0
map,0.760993,-8.779874,-0.726720,0.686934,0
map,0.759587,-8.804834,-0.726717,0.686937,0
map,0.758181,-8.829795,-0.726717,0.686936,0
map,0.756775,-8.854755,-0.726715,0.686939,0
map,0.755370,-8.879716,-0.726709,0.686945,0
map,0.753964,-8.904676,-0.726710,0.686945,0
map,0.752559,-8.929637,-0.726707,0.686948,0
map,0.751154,-8.954597,-0.726702,0.686953,0
map,0.749749,-8.979558,-0.726699,0.686956,0
map,0.748345,-9.004519,-0.726696,0.686959,0
map,0.746941,-9.029479,-0.726691,0.686964,0
map,0.745537,-9.054440,-0.726689,0.686967,0
map,0.744133,-9.079400,-0.726686,0.686970,0
map,0.742730,-9.104361,-0.726683,0.686973,0
map,0.741326,-9.129321,-0.726681,0.686976,0
map,0.739923,-9.154282,-0.726673,0.686984,0
map,0.738521,-9.179242,-0.726670,0.686986,0
map,0.737118,-9.204203,-0.726667,0.686989,0
map,0.735716,-9.229164,-0.726660,0.686998,0
map,0.734315,-9.254125,-0.726657,0.687000,0
map,0.732913,-9.279085,-0.726654,0.687003,0
map,0.731512,-9.304046,-0.726649,0.687009,0
map,0.730111,-9.329006,-0.726644,0.687014,0
map,0.728711,-9.353968,-0.726641,0.687017,0
map,0.727311,-9.378928,-0.726636,0.687023,0
map,0.725911,-9.403889,-0.726631,0.687028,0
map,0.724511,-9.428850,-0.726631,0.687028,0
map,0.723112,-9.453811,-0.726628,0.687031,0
map,0.721713,-9.478771,-0.726623,0.687036,0
map,0.720314,-9.503732,-0.726620,0.687039,0
map,0.718915,-9.528693,-0.726620,0.687039,0
map,0.717516,-9.553654,-0.726618,0.687042,0
map,0.716118,-9.578614,-0.726610,0.687050,0
map,0.714720,-9.603576,-0.726604,0.687056,0
map,0.713322,-9.628536,-0.726599,0.687061,0
map,0.711925,-9.653498,-0.726589,0.687073,0
map,0.710529,-9.678458,-0.726581,0.687081,0
map,0.709133,-9.703420,-0.726573,0.687089,0
map,0.707738,-9.728380,-0.726562,0.687100,0
map,0.706344,-9.753342,-0.726549,0.687114,0
map,0.704951,-9.778302,-0.726539,0.687125,0
map,0.703558,-9.803264,-0.726531,0.687134,0
map,0.702166,-9.828225,-0.726518,0.687147,0
map,0.700775,-9.853187,-0.726505,0.687161,0
map,0.699385,-9.878147,-0.726494,0.687173,0
map,0.697996,-9.903109,-0.726481,0.687186,0
map,0.696608,-9.928070,-0.726468,0.687200,0
map,0.695220,-9.953032,-0.726455,0.687214,0
map,0.693834,-9.977993,-0.726442,0.687228,0
map,0.692448,-10.002955,-0.726431,0.687239,0
map,0.691064,-10.027917,-0.726418,0.687253,0
map,0.689680,-10.052878,-0.726405,0.687267,0
map,0.688297,-10.077840,-0.726394,0.687278,0
map,0.686915,-10.102801,-0.726384,0.687289,0
map,0.685534,-10.127764,-0.726373,0.687300,0
map,0.684153,-10.152725,-0.726360,0.687314,0
map,0.682774,-10.177688,-0.726347,0.687328,0
map,0.681395,-10.202649,-0.726337,0.687339,0
map,0.680018,-10.227612,-0.726326,0.687350,0
map,0.678640,-10.252573,-0.726316,0.687361,0
map,0.677264,-10.277535,-0.726305,0.687372,0
map,0.675889,-10.302498,-0.726295,0.687383,0
map,0.674514,-10.327459,-0.726282,0.687397,0
map,0.673140,-10.352422,-0.726271,0.687408,0
map,0.671767,-10.377384,-0.726260,0.687420,0
map,0.670395,-10.402347,-0.726250,0.687431,0
map,0.669023,-10.427309,-0.726240,0.687442,0
map,0.667652,-10.452271,-0.726226,0.687456,0
map,0.666282,-10.477234,-0.726213,0.687470,0
map,0.664914,-10.502196,-0.726203,0.687481,0
map,0.663545,-10.527159,-0.726195,0.687489,0
map,0.662178,-10.552121,-0.726182,0.687503,0
map,0.660811,-10.577084,-0.726169,0.687517,0
map,0.659446,-10.602047,-0.726161,0.687525,0
map,0.658080,-10.627009,-0.726150,0.687536,0
map,0.656716,-10.651972,-0.726137,0.687550,0
map,0.655353,-10.676935,-0.726129,0.687558,0
map,0.653990,-10.701898,-0.726119,0.687569,0
map,0.652628,-10.726861,-0.726108,0.687580,0
map,0.651267,-10.751823,-0.726098,0.687592,0
map,0.649906,-10.776787,-0.726090,0.687600,0
map,0.648546,-10.801749,-0.726082,0.687608,0
map,0.647187,-10.826713,-0.726071,0.687619,0
map,0.645828,-10.851675,-0.726061,0.687630,0
map,0.644470,-10.876638,-0.726053,0.687639,0
map,0.643113,-10.901602,-0.726045,0.687647,0
map,0.641756,-10.926565,-0.726035,0.687658,0
map,0.640400,-10.951529,-0.726027,0.687666,0
map,0.639045,-10.976491,-0.726016,0.687678,0
map,0.637690,-11.001454,-0.726011,0.687683,0
map,0.636335,-11.026418,-0.726003,0.687691,0
map,0.634982,-11.051381,-0.725993,0.687702,0
map,0.633629,-11.076344,-0.725987,0.687708,0
map,0.632276,-11.101308,-0.725979,0.687716,0
map,0.630924,-11.126271,-0.725969,0.687728,0
map,0.629573,-11.151235,-0.725961,0.687736,0
map,0.628222,-11.176198,-0.725956,0.687741,0
map,0.626872,-11.201161,-0.725948,0.687750,0
map,0.625522,-11.226126,-0.725940,0.687758,0
map,0.624173,-11.251089,-0.725935,0.687764,0
map,0.622824,-11.276052,-0.725930,0.687769,0
map,0.621476,-11.301016,-0.725927,0.687772,0
map,0.620127,-11.325979,-0.725922,0.687777,0
map,0.618779,-11.350944,-0.725916,0.687783,0
map,0.617432,-11.375907,-0.725914,0.687786,0
map,0.616084,-11.400870,-0.725906,0.687794,0
map,0.614738,-11.425835,-0.725901,0.687800,0
map,0.613391,-11.450798,-0.725901,0.687800,0
map,0.612045,-11.475761,-0.725895,0.687805,0
map,0.610699,-11.500726,-0.725890,0.687811,0
map,0.609353,-11.525689,-0.725888,0.687813,0
map,0.608007,-11.550653,-0.725882,0.687819,0
map,0.606662,-11.575617,-0.725880,0.687822,0
map,0.605317,-11.600580,-0.725874,0.687827,0
map,0.603973,-11.625545,-0.725869,0.687833,0
map,0.602629,-11.650508,-0.725866,0.687836,0
map,0.601285,-11.675472,-0.725864,0.687838,0
map,0.599941,-11.700436,-0.725859,0.687844,0
map,0.598598,-11.725400,-0.725853,0.687849,0
map,0.597255,-11.750363,-0.725853,0.687849,0
map,0.595912,-11.775328,-0.725852,0.687850,0
map,0.595912,-11.775328,-0.691233,0.722632,0

map,0.428952,0.914627,-0.667579,0.744539,1
map,0.433918,0.869203,-0.686916,0.726737,1
map,0.432922,0.844223,-0.720491,0.693464,1
map,0.432007,0.819240,-0.719023,0.694986,1
map,0.431222,0.794252,-0.717954,0.696091,1
map,0.430462,0.769264,-0.717467,0.696592,1
map,0.429746,0.744275,-0.717199,0.696869,1
map,0.429024,0.719286,-0.717220,0.696847,1
map,0.428306,0.694295,-0.717377,0.696685,1
map,0.427561,0.669307,-0.717701,0.696351,1
map,0.426796,0.644318,-0.718121,0.695919,1
map,0.425992,0.619332,-0.718649,0.695373,1
map,0.425151,0.594345,-0.719248,0.694753,1
map,0.424260,0.569361,-0.688819,0.724934,1
map,0.427694,0.544599,-0.656578,0.754258,1
map,0.431150,0.519838,-0.656299,0.754501,1
map,0.434621,0.495081,-0.655982,0.754776,1
map,0.438119,0.470326,-0.655634,0.755079,1
map,0.441636,0.445575,-0.655263,0.755401,1
map,0.445182,0.420828,-0.654869,0.755743,1
map,0.448750,0.396083,-0.654464,0.756093,1
map,0.452350,0.371344,-0.654048,0.756453,1
map,0.455972,0.346608,-0.653632,0.756813,1
map,0.459626,0.321877,-0.653215,0.757173,1
map,0.463303,0.297148,-0.652806,0.757525,1
map,0.467011,0.272425,-0.652399,0.757876,1
