frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID
odom,0.365474,0.949139,-0.679845,0.733356,0
odom,0.375796,0.854163,-0.655612,0.755098,0
odom,0.385995,0.779492,-0.659421,0.751774,0
odom,0.396043,0.702348,-0.660300,0.751002,0
odom,0.406585,0.620892,-0.660044,0.751227,0
odom,0.417702,0.535370,-0.659877,0.751374,0
odom,0.429407,0.445379,-0.659989,0.751276,0
odom,0.441888,0.349399,-0.659892,0.751360,0
odom,0.454986,0.248506,-0.660152,0.751132,0
odom,0.468159,0.147590,-0.659365,0.751823,0
odom,0.481128,0.046619,-0.661703,0.749766,0
odom,0.494695,-0.054294,-0.654905,0.755711,0
odom,0.510006,-0.154340,-0.647947,0.761686,0
odom,0.524991,-0.248457,-0.650329,0.759652,0
odom,0.538889,-0.337061,-0.649703,0.760189,0
odom,0.552188,-0.421373,-0.649676,0.760211,0
odom,0.564856,-0.501606,-0.649580,0.760293,0
odom,0.576800,-0.577554,-0.650156,0.759801,0
odom,0.588282,-0.651984,-0.651788,0.758401,0
odom,0.604367,-0.747750,-0.639964,0.768405,0

odom,0.366449,0.937609,-0.674256,0.738498,1
odom,0.377407,0.842256,-0.656700,0.754152,1
odom,0.387958,0.763030,-0.660845,0.750522,1
odom,0.398599,0.680276,-0.660119,0.751161,1
odom,0.409840,0.593208,-0.660452,0.750868,1
odom,0.421626,0.501559,-0.660493,0.750832,1
odom,0.434179,0.403946,-0.660452,0.750869,1
odom,0.447537,0.299708,-0.660826,0.750539,1
odom,0.460954,0.195503,-0.660000,0.751266,1
odom,0.474166,0.091299,-0.662281,0.749255,1
odom,0.488028,-0.012789,-0.655266,0.755399,1
odom,0.502462,-0.107235,-0.647746,0.761857,1
odom,0.517114,-0.198881,-0.650047,0.759894,1
odom,0.530687,-0.284878,-0.649267,0.760561,1
odom,0.543647,-0.366768,-0.649723,0.760171,1
odom,0.556020,-0.445067,-0.649446,0.760407,1
odom,0.567777,-0.519556,-0.649859,0.760055,1
odom,0.578937,-0.590016,-0.649055,0.760742,1
odom,0.589627,-0.659266,-0.652817,0.757516,1
odom,0.604367,-0.747750,-0.639964,0.768405,1

odom,0.368614,0.915716,-0.669095,0.743177,2
odom,0.384823,0.784332,-0.655702,0.755019,2
odom,0.400953,0.666001,-0.659571,0.751643,2
odom,0.417984,0.538436,-0.657781,0.753210,2
odom,0.436934,0.397875,-0.658589,0.752503,2
odom,0.456072,0.255147,-0.658320,0.752738,2
odom,0.474728,0.113034,-0.660654,0.750691,2
odom,0.493889,-0.029179,-0.655750,0.754978,2
odom,0.512280,-0.152747,-0.650222,0.759744,2
odom,0.530816,-0.272901,-0.651719,0.758461,2
odom,0.546945,-0.378432,-0.651298,0.758822,2
odom,0.562164,-0.476654,-0.650161,0.759796,2
odom,0.576607,-0.569753,-0.651169,0.758933,2
odom,0.590229,-0.659949,-0.653233,0.757157,2
odom,0.608890,-0.772337,-0.639969,0.768400,2

odom,0.368614,0.915716,-0.669095,0.743177,3
odom,0.384823,0.784332,-0.655702,0.755019,3
odom,0.400953,0.666001,-0.659571,0.751643,3
