frame,map_costmap_resolution,map_costmap_width,map_costmap_height,map_costmap_origin_pos_x,map_costmap_origin_pos_y,map_costmap_origin_orientation_z,map_costmap_origin_orientation_w
map,0.050000,204,297,-5.100000,-12.825000,0.000000,1.000000
