tf_map_odom_tran_x,tf_map_odom_tran_y,tf_map_odom_tran_z,tf_map_odom_rot_x,tf_map_odom_rot_y,tf_map_odom_rot_z,tf_map_odom_rot_w
-0.048297,0.030064,0.000000,0.000000,0.000000,0.008370,0.999965
-0.048297,0.030064,0.000000,0.000000,0.000000,0.008370,0.999965
-0.048297,0.030064,0.000000,0.000000,0.000000,0.008370,0.999965
-0.048297,0.030064,0.000000,0.000000,0.000000,0.008370,0.999965
-0.048297,0.030064,0.000000,0.000000,0.000000,0.008370,0.999965
-0.048297,0.030064,0.000000,0.000000,0.000000,0.008370,0.999965
-0.048297,0.030064,0.000000,0.000000,0.000000,0.008370,0.999965
-0.050113,0.031135,0.000000,0.000000,0.000000,0.008871,0.999961
-0.050113,0.031135,0.000000,0.000000,0.000000,0.008871,0.999961
-0.050113,0.031135,0.000000,0.000000,0.000000,0.008871,0.999961
-0.050113,0.031135,0.000000,0.000000,0.000000,0.008871,0.999961
-0.050113,0.031135,0.000000,0.000000,0.000000,0.008871,0.999961
-0.049436,0.034481,0.000000,0.000000,0.000000,0.008827,0.999961
-0.049436,0.034481,0.000000,0.000000,0.000000,0.008827,0.999961
-0.049436,0.034481,0.000000,0.000000,0.000000,0.008827,0.999961
-0.049436,0.034481,0.000000,0.000000,0.000000,0.008827,0.999961
-0.049436,0.034481,0.000000,0.000000,0.000000,0.008827,0.999961
-0.048608,0.036256,0.000000,0.000000,0.000000,0.007272,0.999974
-0.048608,0.036256,0.000000,0.000000,0.000000,0.007272,0.999974
-0.048608,0.036256,0.000000,0.000000,0.000000,0.007272,0.999974
-0.048608,0.036256,0.000000,0.000000,0.000000,0.007272,0.999974
-0.048608,0.036256,0.000000,0.000000,0.000000,0.007272,0.999974
-0.047587,0.028041,0.000000,0.000000,0.000000,0.007944,0.999968
-0.047587,0.028041,0.000000,0.000000,0.000000,0.007944,0.999968
-0.047587,0.028041,0.000000,0.000000,0.000000,0.007944,0.999968
-0.047587,0.028041,0.000000,0.000000,0.000000,0.007944,0.999968
-0.047587,0.028041,0.000000,0.000000,0.000000,0.007944,0.999968
-0.046771,0.025625,0.000000,0.000000,0.000000,0.010824,0.999941
-0.046771,0.025625,0.000000,0.000000,0.000000,0.010824,0.999941
-0.046771,0.025625,0.000000,0.000000,0.000000,0.010824,0.999941
-0.046771,0.025625,0.000000,0.000000,0.000000,0.010824,0.999941
-0.046771,0.025625,0.000000,0.000000,0.000000,0.010824,0.999941
-0.052730,0.030103,0.000000,0.000000,0.000000,0.009748,0.999952
-0.052730,0.030103,0.000000,0.000000,0.000000,0.009748,0.999952
-0.052730,0.030103,0.000000,0.000000,0.000000,0.009748,0.999952
-0.052730,0.030103,0.000000,0.000000,0.000000,0.009748,0.999952
-0.052730,0.030103,0.000000,0.000000,0.000000,0.009748,0.999952
-0.052755,0.026114,0.000000,0.000000,0.000000,0.009929,0.999951
-0.052755,0.026114,0.000000,0.000000,0.000000,0.009929,0.999951
-0.052755,0.026114,0.000000,0.000000,0.000000,0.009929,0.999951
-0.052755,0.026114,0.000000,0.000000,0.000000,0.009929,0.999951
-0.052755,0.026114,0.000000,0.000000,0.000000,0.009929,0.999951
-0.052258,0.023365,0.000000,0.000000,0.000000,0.011866,0.999930
-0.052258,0.023365,0.000000,0.000000,0.000000,0.011866,0.999930
-0.052258,0.023365,0.000000,0.000000,0.000000,0.011866,0.999930
-0.052258,0.023365,0.000000,0.000000,0.000000,0.011866,0.999930
-0.052258,0.023365,0.000000,0.000000,0.000000,0.011866,0.999930
-0.050073,0.020330,0.000000,0.000000,0.000000,0.013561,0.999908
-0.050073,0.020330,0.000000,0.000000,0.000000,0.013561,0.999908
-0.050073,0.020330,0.000000,0.000000,0.000000,0.013561,0.999908
-0.050073,0.020330,0.000000,0.000000,0.000000,0.013561,0.999908
-0.050073,0.020330,0.000000,0.000000,0.000000,0.013561,0.999908
-0.052280,0.028650,0.000000,0.000000,0.000000,0.013167,0.999913
-0.052280,0.028650,0.000000,0.000000,0.000000,0.013167,0.999913
