frame,child_frame,odom_position_x,odom_position_y,odom_orientation_z,odom_orientation_w,odom_linear_x,odom_angular_z
/odom,/base_footprint,0.748733,-11.779713,-0.736194,0.676770,0.000031,0.000054
/odom,/base_footprint,0.748733,-11.779713,-0.736194,0.676771,-0.000029,0.000095
/odom,/base_footprint,0.748629,-11.780934,-0.737336,0.675527,0.025725,-0.105295
/odom,/base_footprint,0.748491,-11.782414,-0.746907,0.664929,0.002986,-0.345233
/odom,/base_footprint,0.748537,-11.782107,-0.760770,0.649021,-0.007311,-0.500717
/odom,/base_footprint,0.748608,-11.781704,-0.773843,0.633378,-0.002446,-0.509851
/odom,/base_footprint,0.748666,-11.781456,-0.789732,0.613452,-0.004603,-0.510113
/odom,/base_footprint,0.748837,-11.780859,-0.808164,0.588958,-0.004027,-0.510689
/odom,/base_footprint,0.748924,-11.780605,-0.820065,0.572270,-0.003683,-0.513490
/odom,/base_footprint,0.749047,-11.780292,-0.831668,0.555273,-0.004232,-0.515686
/odom,/base_footprint,0.749274,-11.779797,-0.851093,0.525015,-0.004131,-0.512163
/odom,/base_footprint,0.749417,-11.779526,-0.861768,0.507302,-0.003775,-0.518716
/odom,/base_footprint,0.749578,-11.779249,-0.872044,0.489427,-0.004147,-0.512871
/odom,/base_footprint,0.749926,-11.778724,-0.889010,0.457889,-0.004779,-0.510815
/odom,/base_footprint,0.750168,-11.778399,-0.898210,0.439566,-0.005104,-0.513352
/odom,/base_footprint,0.750434,-11.778072,-0.907021,0.421085,-0.005494,-0.510022
/odom,/base_footprint,0.750910,-11.777546,-0.921545,0.388270,-0.004769,-0.515089
/odom,/base_footprint,0.751191,-11.777270,-0.929306,0.369311,-0.005007,-0.510599
/odom,/base_footprint,0.751578,-11.776920,-0.936666,0.350224,-0.007603,-0.511472
/odom,/base_footprint,0.752353,-11.776293,-0.948584,0.316526,-0.006825,-0.509738
/odom,/base_footprint,0.752657,-11.776073,-0.954914,0.296883,-0.004136,-0.517928
/odom,/base_footprint,0.752993,-11.775853,-0.960827,0.277147,-0.005765,-0.511277
/odom,/base_footprint,0.753769,-11.775404,-0.970117,0.242637,-0.006853,-0.509871
/odom,/base_footprint,0.754117,-11.775227,-0.974887,0.222702,-0.004344,-0.513114
/odom,/base_footprint,0.754461,-11.775069,-0.979240,0.202702,-0.005002,-0.509755
/odom,/base_footprint,0.754886,-11.774899,-0.984110,0.177561,-0.004272,-0.515647
/odom,/base_footprint,0.755381,-11.774731,-0.989110,0.147181,-0.004347,-0.509777
/odom,/base_footprint,0.755670,-11.774649,-0.991916,0.126893,-0.003391,-0.514346
/odom,/base_footprint,0.756130,-11.774547,-0.995825,0.091283,-0.003138,-0.509418
/odom,/base_footprint,0.756430,-11.774498,-0.997486,0.070858,-0.003989,-0.513436
/odom,/base_footprint,0.756768,-11.774456,-0.998727,0.050436,-0.004422,-0.510465
/odom,/base_footprint,0.757224,-11.774424,-0.999806,0.019691,-0.003367,-0.515944
/odom,/base_footprint,0.757581,-11.774419,-0.999982,-0.005947,-0.003625,-0.510455
/odom,/base_footprint,0.757842,-11.774426,-0.999649,-0.026487,-0.002980,-0.517248
/odom,/base_footprint,0.758278,-11.774466,-0.998048,-0.062454,-0.003093,-0.511679
/odom,/base_footprint,0.758506,-11.774499,-0.996551,-0.082988,-0.002872,-0.516191
/odom,/base_footprint,0.758707,-11.774537,-0.994635,-0.103445,-0.002213,-0.511617
/odom,/base_footprint,0.759071,-11.774629,-0.990298,-0.138961,-0.003087,-0.511583
/odom,/base_footprint,0.757432,-11.774104,-0.987235,-0.159268,0.049332,-0.515660
/odom,/base_footprint,0.753112,-11.772569,-0.983746,-0.179564,0.064401,-0.512933
/odom,/base_footprint,0.743053,-11.768332,-0.976695,-0.214634,0.083172,-0.514089
/odom,/base_footprint,0.735186,-11.764478,-0.972026,-0.234872,0.137634,-0.525436
/odom,/base_footprint,0.724423,-11.758654,-0.966929,-0.255045,0.171948,-0.519093
/odom,/base_footprint,0.704185,-11.746200,-0.957082,-0.289818,0.166993,-0.515672
/odom,/base_footprint,0.693316,-11.738625,-0.950905,-0.309484,0.164675,-0.515399
/odom,/base_footprint,0.683196,-11.730938,-0.944298,-0.329092,0.153206,-0.517850
/odom,/base_footprint,0.665955,-11.716187,-0.931789,-0.363001,0.168862,-0.515724
/odom,/base_footprint,0.654619,-11.705311,-0.924155,-0.382019,0.228823,-0.511960
/odom,/base_footprint,0.639660,-11.689742,-0.916157,-0.400821,0.302913,-0.509079
/odom,/base_footprint,0.606661,-11.651249,-0.901356,-0.433079,0.404775,-0.506127
/odom,/base_footprint,0.585665,-11.623874,-0.892435,-0.451176,0.460699,-0.504691
/odom,/base_footprint,0.563674,-11.592683,-0.883137,-0.469115,0.497084,-0.505503
/odom,/base_footprint,0.526528,-11.533292,-0.866079,-0.499907,0.500347,-0.501446
/odom,/base_footprint,0.507243,-11.498305,-0.855883,-0.517169,0.499259,-0.501323
/odom,/base_footprint,0.489351,-11.462523,-0.845358,-0.534201,0.500633,-0.499862
/odom,/base_footprint,0.465231,-11.407581,-0.828944,-0.559331,0.499720,-0.500710
/odom,/base_footprint,0.444454,-11.351296,-0.811792,-0.583947,0.500276,-0.499684
/odom,/base_footprint,0.435340,-11.322711,-0.802951,-0.596045,0.499942,-0.499817
/odom,/base_footprint,0.419704,-11.264794,-0.784728,-0.619840,0.500100,-0.499533
/odom,/base_footprint,0.407563,-11.206038,-0.765812,-0.643065,0.499889,-0.498563
/odom,/base_footprint,0.400085,-11.156607,-0.750723,-0.660617,0.499929,-0.446861
/odom,/base_footprint,0.395669,-11.116852,-0.739875,-0.672744,0.499988,-0.375070
/odom,/base_footprint,0.391814,-11.067009,-0.728567,-0.684975,0.499876,-0.257749
/odom,/base_footprint,0.388862,-11.007099,-0.720855,-0.693086,0.499957,-0.144729
/odom,/base_footprint,0.387492,-10.967122,-0.717597,-0.696459,0.499978,-0.101714
/odom,/base_footprint,0.386237,-10.917142,-0.714384,-0.699754,0.499953,-0.084851
/odom,/base_footprint,0.385278,-10.857149,-0.711211,-0.702979,0.499974,-0.070039
/odom,/base_footprint,0.384928,-10.817152,-0.709171,-0.705036,0.500033,-0.072869
/odom,/base_footprint,0.384814,-10.777151,-0.707012,-0.707202,0.500000,-0.079879
/odom,/base_footprint,0.385218,-10.707153,-0.703158,-0.711034,0.500023,-0.075741
/odom,/base_footprint,0.385763,-10.667159,-0.701530,-0.712640,0.499925,-0.048915
/odom,/base_footprint,0.386470,-10.627166,-0.700102,-0.714043,0.500010,-0.051711
/odom,/base_footprint,0.388094,-10.557185,-0.697685,-0.716405,0.499943,-0.045499
/odom,/base_footprint,0.389238,-10.517200,-0.696106,-0.717939,0.500048,-0.058487
/odom,/base_footprint,0.390566,-10.477221,-0.694449,-0.719542,0.500011,-0.056530
/odom,/base_footprint,0.392471,-10.427261,-0.692752,-0.721175,0.499948,-0.031536
/odom,/base_footprint,0.395014,-10.367314,-0.690902,-0.722949,0.500076,-0.056765
/odom,/base_footprint,0.396926,-10.327356,-0.688935,-0.724823,0.500006,-0.081700
/odom,/base_footprint,0.399666,-10.277433,-0.686040,-0.727564,0.499965,-0.075326
/odom,/base_footprint,0.403496,-10.217551,-0.681623,-0.731704,0.500125,-0.145311
/odom,/base_footprint,0.406556,-10.177663,-0.677535,-0.735491,0.500047,-0.129109
/odom,/base_footprint,0.412984,-10.107960,-0.669305,-0.742988,0.500206,-0.198048
/odom,/base_footprint,0.417486,-10.068206,-0.662745,-0.748845,0.500014,-0.232735
/odom,/base_footprint,0.422706,-10.028555,-0.656145,-0.754635,0.499903,-0.203812
/odom,/base_footprint,0.433462,-9.959382,-0.644422,-0.764670,0.500056,-0.236853
/odom,/base_footprint,0.440607,-9.920027,-0.637295,-0.770620,0.499975,-0.229986
/odom,/base_footprint,0.448492,-9.880813,-0.629396,-0.777084,0.500147,-0.306475
/odom,/base_footprint,0.464592,-9.812683,-0.611401,-0.791321,0.499914,-0.330276
/odom,/base_footprint,0.475164,-9.774114,-0.601942,-0.798540,0.499908,-0.274309
/odom,/base_footprint,0.486583,-9.735776,-0.593908,-0.804533,0.499971,-0.207842
/odom,/base_footprint,0.501772,-9.688148,-0.586271,-0.810115,0.499945,-0.175684
/odom,/base_footprint,0.521086,-9.631343,-0.578904,-0.815396,0.499950,-0.116239
/odom,/base_footprint,0.534434,-9.593644,-0.575851,-0.817554,0.499880,-0.051743
/odom,/base_footprint,0.558145,-9.527790,-0.574850,-0.818259,0.499990,0.009771
/odom,/base_footprint,0.571654,-9.490147,-0.576606,-0.817022,0.499848,0.096356
/odom,/base_footprint,0.584893,-9.452408,-0.580328,-0.814383,0.499939,0.133237
/odom,/base_footprint,0.607023,-9.386007,-0.590649,-0.806929,0.499774,0.268292
/odom,/base_footprint,0.618716,-9.347762,-0.598791,-0.800906,0.500057,0.242988
/odom,/base_footprint,0.629658,-9.309278,-0.606664,-0.794958,0.500085,0.250822
/odom,/base_footprint,0.646870,-9.241442,-0.622169,-0.782883,0.499912,0.314210
/odom,/base_footprint,0.655371,-9.202359,-0.633431,-0.773799,0.499907,0.426499
/odom,/base_footprint,0.662518,-9.163020,-0.648421,-0.761282,0.499840,0.503200
/odom,/base_footprint,0.670312,-9.103520,-0.669762,-0.742576,0.500289,0.408493
/odom,/base_footprint,0.674925,-9.044029,-0.689648,-0.724145,0.495819,0.509567
/odom,/base_footprint,0.676078,-8.994415,-0.707915,-0.706298,0.496490,0.510783
/odom,/base_footprint,0.675175,-8.954576,-0.722135,-0.691752,0.498642,0.508235
/odom,/base_footprint,0.670770,-8.894794,-0.742964,-0.669332,0.499937,0.511146
/odom,/base_footprint,0.667197,-8.865040,-0.753117,-0.657886,0.499292,0.509141
/odom,/base_footprint,0.657336,-8.805910,-0.772777,-0.634677,0.499755,0.504864
/odom,/base_footprint,0.643897,-8.747441,-0.791661,-0.610961,0.500249,0.505917
/odom,/base_footprint,0.635853,-8.718532,-0.800818,-0.598908,0.500068,0.504270
/odom,/base_footprint,0.617161,-8.661528,-0.818650,-0.574293,0.500064,0.508866
/odom,/base_footprint,0.598953,-8.614959,-0.832959,-0.553335,0.500082,0.507158
/odom,/base_footprint,0.574026,-8.560389,-0.849397,-0.527755,0.500095,0.506968
/odom,/base_footprint,0.555583,-8.524887,-0.859900,-0.510463,0.500043,0.505295
/odom,/base_footprint,0.530542,-8.481613,-0.872504,-0.488607,0.500014,0.504166
/odom,/base_footprint,0.497661,-8.431432,-0.886878,-0.462004,0.500053,0.504228
/odom,/base_footprint,0.474098,-8.399157,-0.896107,-0.443839,0.499497,0.511574
/odom,/base_footprint,0.449227,-8.367856,-0.904936,-0.425547,0.499945,0.503462
/odom,/base_footprint,0.416381,-8.330167,-0.915364,-0.402628,0.500069,0.503969
/odom,/base_footprint,0.374544,-8.287156,-0.926395,-0.376554,0.500162,0.391190
/odom,/base_footprint,0.345469,-8.259668,-0.932029,-0.362384,0.500169,0.426049
/odom,/base_footprint,0.292298,-8.214194,-0.944011,-0.329915,0.500042,0.501628
/odom,/base_footprint,0.260502,-8.189905,-0.950449,-0.310880,0.500011,0.501303
/odom,/base_footprint,0.227767,-8.166921,-0.956510,-0.291699,0.499964,0.503380
/odom,/base_footprint,0.168342,-8.129932,-0.966196,-0.257809,0.500062,0.503557
/odom,/base_footprint,0.133269,-8.110713,-0.971211,-0.238221,0.499924,0.505760
/odom,/base_footprint,0.097442,-8.092925,-0.975833,-0.218516,0.500030,0.506227
/odom,/base_footprint,0.042421,-8.068992,-0.981990,-0.188933,0.500083,0.501110
/odom,/base_footprint,-0.013935,-8.048416,-0.987228,-0.159313,0.500016,0.501130
/odom,/base_footprint,-0.061768,-8.033862,-0.990834,-0.135082,0.500037,0.486078
/odom,/base_footprint,-0.100512,-8.023918,-0.993323,-0.115365,0.499986,0.500621
/odom,/base_footprint,-0.149453,-8.013680,-0.995896,-0.090501,0.500118,0.499429
/odom,/base_footprint,-0.188935,-8.007257,-0.997507,-0.070562,0.500011,0.500645
/odom,/base_footprint,-0.248557,-8.000553,-0.999093,-0.042573,0.500171,0.397826
/odom,/base_footprint,-0.298463,-7.997229,-0.999685,-0.025085,0.500133,0.273310
/odom,/base_footprint,-0.358426,-7.995184,-0.999969,-0.007818,0.499844,0.334427
/odom,/base_footprint,-0.398416,-7.995113,-0.999981,0.006193,0.499987,0.355773
/odom,/base_footprint,-0.438403,-7.996195,-0.999770,0.021441,0.499986,0.433275
/odom,/base_footprint,-0.508197,-8.001429,-0.998670,0.051562,0.500361,0.331049
/odom,/base_footprint,-0.547959,-8.006011,-0.998067,0.062145,0.500223,0.197532
/odom,/base_footprint,-0.587624,-8.011209,-0.997734,0.067278,0.499972,0.068943
/odom,/base_footprint,-0.656239,-8.020483,-0.997913,0.064572,0.490280,-0.151778
/odom,/base_footprint,-0.695655,-8.025267,-0.998455,0.055573,0.497902,-0.251284
/odom,/base_footprint,-0.735372,-8.029312,-0.998920,0.046473,0.500507,-0.176928
/odom,/base_footprint,-0.805157,-8.035288,-0.999270,0.038209,0.499437,-0.198018
/odom,/base_footprint,-0.845058,-8.038011,-0.999530,0.030645,0.500244,-0.130345
/odom,/base_footprint,-0.884991,-8.040359,-0.999576,0.029122,0.499656,0.025283
/odom,/base_footprint,-0.954438,-8.044487,-0.999602,0.028211,0.495325,-0.120723
/odom,/base_footprint,-0.994280,-8.046457,-0.999785,0.020745,0.498860,-0.205638
/odom,/base_footprint,-1.034210,-8.047800,-0.999909,0.013468,0.500175,-0.130718
/odom,/base_footprint,-1.104202,-8.049440,-0.999927,0.012059,0.499479,0.048643
/odom,/base_footprint,-1.143915,-8.050434,-0.999928,0.012024,0.496346,-0.066889
/odom,/base_footprint,-1.183778,-8.051214,-0.999971,0.007658,0.499395,-0.077455
/odom,/base_footprint,-1.253713,-8.052257,-0.999969,0.007872,0.500713,0.012591
/odom,/base_footprint,-1.293738,-8.052869,-0.999978,0.006567,0.499975,-0.094411
/odom,/base_footprint,-1.333717,-8.053235,-0.999995,0.003124,0.499793,-0.036296
/odom,/base_footprint,-1.383716,-8.053519,-0.999998,0.002050,0.500096,-0.072766
/odom,/base_footprint,-1.443738,-8.053210,-0.999963,-0.008560,0.500049,-0.216738
/odom,/base_footprint,-1.483716,-8.052195,-0.999868,-0.016235,0.499789,-0.139805
/odom,/base_footprint,-1.533671,-8.050313,-0.999762,-0.021823,0.500128,-0.161703
/odom,/base_footprint,-1.593486,-8.046785,-0.999216,-0.039590,0.498577,-0.410310
/odom,/base_footprint,-1.633230,-8.042925,-0.998384,-0.056821,0.499472,-0.389767
/odom,/base_footprint,-1.702213,-8.033120,-0.996287,-0.086093,0.496833,-0.500581
/odom,/base_footprint,-1.739506,-8.025846,-0.994296,-0.106652,0.462046,-0.520458
/odom,/base_footprint,-1.774322,-8.017542,-0.991857,-0.127358,0.419682,-0.521195
/odom,/base_footprint,-1.821627,-8.003608,-0.987706,-0.156324,0.442859,-0.409493
/odom,/base_footprint,-1.873697,-7.985249,-0.983262,-0.182198,0.471689,-0.500668
/odom,/base_footprint,-1.899530,-7.974885,-0.980360,-0.197218,0.457483,-0.513455
/odom,/base_footprint,-1.947956,-7.952809,-0.973763,-0.227564,0.436306,-0.519620
/odom,/base_footprint,-1.991284,-7.929729,-0.966093,-0.258193,0.362433,-0.529166
/odom,/base_footprint,-2.020715,-7.911753,-0.959001,-0.283403,0.337965,-0.524115
/odom,/base_footprint,-2.044536,-7.895595,-0.952918,-0.303228,0.381341,-0.516365
/odom,/base_footprint,-2.081259,-7.867844,-0.943080,-0.332567,0.384505,-0.515915
/odom,/base_footprint,-2.112697,-7.841128,-0.934252,-0.356613,0.440074,-0.513723
/odom,/base_footprint,-2.137335,-7.818183,-0.926518,-0.376249,0.397804,-0.531220
/odom,/base_footprint,-2.163045,-7.791858,-0.916356,-0.400364,0.351678,-0.524788
/odom,/base_footprint,-2.189518,-7.761395,-0.903172,-0.429279,0.337343,-0.529133
/odom,/base_footprint,-2.207325,-7.738550,-0.894128,-0.447811,0.388512,-0.511136
/odom,/base_footprint,-2.225772,-7.712796,-0.884739,-0.466087,0.401112,-0.513481
/odom,/base_footprint,-2.255133,-7.666550,-0.867109,-0.498119,0.368195,-0.533728
/odom,/base_footprint,-2.269434,-7.640793,-0.856422,-0.516277,0.367676,-0.525570
/odom,/base_footprint,-2.283233,-7.613256,-0.845600,-0.533817,0.413773,-0.505657
