frame,footprint_x,footprint_y,footprint_z,ID
odom,-3.538875,-3.663517,0.000000,0
odom,-3.543514,-3.546486,0.000000,0
odom,-3.590087,-3.449820,0.000000,0
odom,-3.670106,-3.378335,0.000000,0
odom,-3.771391,-3.342914,0.000000,0
odom,-3.898325,-3.346156,0.000000,0
odom,-3.994990,-3.392729,0.000000,0
odom,-4.066475,-3.472748,0.000000,0
odom,-4.101896,-3.574033,0.000000,0
odom,-4.098654,-3.700967,0.000000,0
odom,-4.052082,-3.797632,0.000000,0
odom,-3.972062,-3.869117,0.000000,0
odom,-3.870777,-3.904539,0.000000,0
odom,-3.743843,-3.901296,0.000000,0
odom,-3.647178,-3.854724,0.000000,0
odom,-3.575693,-3.774704,0.000000,0

odom,-3.538875,-3.663517,0.000000,1
odom,-3.543514,-3.546486,0.000000,1
odom,-3.590087,-3.449820,0.000000,1
odom,-3.670106,-3.378335,0.000000,1
odom,-3.771391,-3.342914,0.000000,1
odom,-3.898325,-3.346156,0.000000,1
odom,-3.994990,-3.392729,0.000000,1
odom,-4.066475,-3.472748,0.000000,1
odom,-4.101896,-3.574033,0.000000,1
odom,-4.098654,-3.700967,0.000000,1
odom,-4.052082,-3.797632,0.000000,1
odom,-3.972062,-3.869117,0.000000,1
odom,-3.870777,-3.904539,0.000000,1
odom,-3.743843,-3.901296,0.000000,1
odom,-3.647178,-3.854724,0.000000,1
odom,-3.575693,-3.774704,0.000000,1

odom,-3.538675,-3.663463,0.000000,2
odom,-3.543348,-3.546432,0.000000,2
odom,-3.589948,-3.449780,0.000000,2
odom,-3.669988,-3.378318,0.000000,2
odom,-3.771283,-3.342926,0.000000,2
odom,-3.898216,-3.346205,0.000000,2
odom,-3.994868,-3.392806,0.000000,2
odom,-4.066329,-3.472846,0.000000,2
odom,-4.101722,-3.574141,0.000000,2
odom,-4.098443,-3.701074,0.000000,2
odom,-4.051842,-3.797726,0.000000,2
odom,-3.971802,-3.869187,0.000000,2
odom,-3.870507,-3.904579,0.000000,2
odom,-3.743574,-3.901300,0.000000,2
odom,-3.646922,-3.854700,0.000000,2
odom,-3.575460,-3.774660,0.000000,2

odom,-3.538675,-3.663463,0.000000,3
odom,-3.543348,-3.546432,0.000000,3
odom,-3.589948,-3.449780,0.000000,3
odom,-3.669988,-3.378318,0.000000,3
odom,-3.771283,-3.342926,0.000000,3
odom,-3.898216,-3.346205,0.000000,3
odom,-3.994868,-3.392806,0.000000,3
odom,-4.066329,-3.472846,0.000000,3
odom,-4.101722,-3.574141,0.000000,3
odom,-4.098443,-3.701074,0.000000,3
odom,-4.051842,-3.797726,0.000000,3
odom,-3.971802,-3.869187,0.000000,3
odom,-3.870507,-3.904579,0.000000,3
odom,-3.743574,-3.901300,0.000000,3
odom,-3.646922,-3.854700,0.000000,3
odom,-3.575460,-3.774660,0.000000,3

odom,-3.515772,-3.655674,0.000000,4
odom,-3.524738,-3.538894,0.000000,4
odom,-3.574856,-3.444018,0.000000,4
odom,-3.657466,-3.375543,0.000000,4
odom,-3.759992,-3.343894,0.000000,4
odom,-3.886719,-3.351832,0.000000,4
odom,-3.981595,-3.401949,0.000000,4
odom,-4.050069,-3.484560,0.000000,4
odom,-4.081718,-3.587085,0.000000,4
odom,-4.073781,-3.713813,0.000000,4
odom,-4.023663,-3.808688,0.000000,4
odom,-3.941053,-3.877163,0.000000,4
odom,-3.838527,-3.908812,0.000000,4
odom,-3.711800,-3.900874,0.000000,4
odom,-3.616924,-3.850757,0.000000,4
odom,-3.548449,-3.768147,0.000000,4

odom,-3.515772,-3.655674,0.000000,5
odom,-3.524738,-3.538894,0.000000,5
odom,-3.574856,-3.444018,0.000000,5
odom,-3.657466,-3.375543,0.000000,5
odom,-3.759992,-3.343894,0.000000,5
odom,-3.886719,-3.351832,0.000000,5
odom,-3.981595,-3.401949,0.000000,5
odom,-4.050069,-3.484560,0.000000,5
odom,-4.081718,-3.587085,0.000000,5
odom,-4.073781,-3.713813,0.000000,5
