tf_odom_map_tran_x,tf_odom_map_tran_y,tf_odom_map_tran_z,tf_odom_map_rot_x,tf_odom_map_rot_y,tf_odom_map_rot_z,tf_odom_map_rot_w
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.019592,0.029913,0.000000,0.000000,0.000000,0.009524,0.999955
-0.014197,0.025621,0.000000,0.000000,0.000000,0.008195,0.999966
-0.014197,0.025621,0.000000,0.000000,0.000000,0.008195,0.999966
-0.014197,0.025621,0.000000,0.000000,0.000000,0.008195,0.999966
-0.014197,0.025621,0.000000,0.000000,0.000000,0.008195,0.999966
-0.014197,0.025621,0.000000,0.000000,0.000000,0.008195,0.999966
-0.024086,0.029436,0.000000,0.000000,0.000000,0.008852,0.999961
-0.024086,0.029436,0.000000,0.000000,0.000000,0.008852,0.999961
-0.024086,0.029436,0.000000,0.000000,0.000000,0.008852,0.999961
-0.024086,0.029436,0.000000,0.000000,0.000000,0.008852,0.999961
-0.024504,0.020206,0.000000,0.000000,0.000000,0.007528,0.999972
-0.024504,0.020206,0.000000,0.000000,0.000000,0.007528,0.999972
-0.024504,0.020206,0.000000,0.000000,0.000000,0.007528,0.999972
-0.024504,0.020206,0.000000,0.000000,0.000000,0.007528,0.999972
-0.024504,0.020206,0.000000,0.000000,0.000000,0.007528,0.999972
-0.027637,0.028992,0.000000,0.000000,0.000000,0.008624,0.999963
-0.027637,0.028992,0.000000,0.000000,0.000000,0.008624,0.999963
-0.027637,0.028992,0.000000,0.000000,0.000000,0.008624,0.999963
-0.027637,0.028992,0.000000,0.000000,0.000000,0.008624,0.999963
-0.027637,0.028992,0.000000,0.000000,0.000000,0.008624,0.999963
-0.031224,0.031186,0.000000,0.000000,0.000000,0.008323,0.999965
-0.031224,0.031186,0.000000,0.000000,0.000000,0.008323,0.999965
-0.031224,0.031186,0.000000,0.000000,0.000000,0.008323,0.999965
-0.031224,0.031186,0.000000,0.000000,0.000000,0.008323,0.999965
-0.031224,0.031186,0.000000,0.000000,0.000000,0.008323,0.999965
-0.044112,0.031151,0.000000,0.000000,0.000000,0.008017,0.999968
-0.044112,0.031151,0.000000,0.000000,0.000000,0.008017,0.999968
-0.044112,0.031151,0.000000,0.000000,0.000000,0.008017,0.999968
-0.044112,0.031151,0.000000,0.000000,0.000000,0.008017,0.999968
-0.044112,0.031151,0.000000,0.000000,0.000000,0.008017,0.999968
-0.048942,0.044929,0.000000,0.000000,0.000000,0.010182,0.999948
-0.048942,0.044929,0.000000,0.000000,0.000000,0.010182,0.999948
-0.048942,0.044929,0.000000,0.000000,0.000000,0.010182,0.999948
-0.048942,0.044929,0.000000,0.000000,0.000000,0.010182,0.999948
-0.048942,0.044929,0.000000,0.000000,0.000000,0.010182,0.999948
-0.032955,0.044796,0.000000,0.000000,0.000000,0.009802,0.999952
-0.032955,0.044796,0.000000,0.000000,0.000000,0.009802,0.999952
-0.032955,0.044796,0.000000,0.000000,0.000000,0.009802,0.999952
-0.032955,0.044796,0.000000,0.000000,0.000000,0.009802,0.999952
-0.032955,0.044796,0.000000,0.000000,0.000000,0.009802,0.999952
-0.023793,0.037806,0.000000,0.000000,0.000000,0.008382,0.999965
-0.023793,0.037806,0.000000,0.000000,0.000000,0.008382,0.999965
-0.023793,0.037806,0.000000,0.000000,0.000000,0.008382,0.999965
-0.023793,0.037806,0.000000,0.000000,0.000000,0.008382,0.999965
-0.023793,0.037806,0.000000,0.000000,0.000000,0.008382,0.999965
-0.023793,0.037806,0.000000,0.000000,0.000000,0.008382,0.999965
-0.020261,0.034207,0.000000,0.000000,0.000000,0.006932,0.999976
-0.020261,0.034207,0.000000,0.000000,0.000000,0.006932,0.999976
-0.020261,0.034207,0.000000,0.000000,0.000000,0.006932,0.999976
-0.020261,0.034207,0.000000,0.000000,0.000000,0.006932,0.999976
-0.020261,0.034207,0.000000,0.000000,0.000000,0.006932,0.999976
-0.020261,0.034207,0.000000,0.000000,0.000000,0.006932,0.999976
0.007137,0.032252,0.000000,0.000000,0.000000,0.004846,0.999988
0.007137,0.032252,0.000000,0.000000,0.000000,0.004846,0.999988
0.007137,0.032252,0.000000,0.000000,0.000000,0.004846,0.999988
0.007137,0.032252,0.000000,0.000000,0.000000,0.004846,0.999988
0.007137,0.032252,0.000000,0.000000,0.000000,0.004846,0.999988
0.015582,0.021943,0.000000,0.000000,0.000000,0.002819,0.999996
0.015582,0.021943,0.000000,0.000000,0.000000,0.002819,0.999996
0.015582,0.021943,0.000000,0.000000,0.000000,0.002819,0.999996
0.015582,0.021943,0.000000,0.000000,0.000000,0.002819,0.999996
0.015582,0.021943,0.000000,0.000000,0.000000,0.002819,0.999996
0.014640,0.028334,0.000000,0.000000,0.000000,0.002305,0.999997
0.014640,0.028334,0.000000,0.000000,0.000000,0.002305,0.999997
0.014640,0.028334,0.000000,0.000000,0.000000,0.002305,0.999997
0.014640,0.028334,0.000000,0.000000,0.000000,0.002305,0.999997
0.014640,0.028334,0.000000,0.000000,0.000000,0.002305,0.999997
0.010292,0.034858,0.000000,0.000000,0.000000,0.003135,0.999995
0.010292,0.034858,0.000000,0.000000,0.000000,0.003135,0.999995
0.010292,0.034858,0.000000,0.000000,0.000000,0.003135,0.999995
0.010292,0.034858,0.000000,0.000000,0.000000,0.003135,0.999995
0.010292,0.034858,0.000000,0.000000,0.000000,0.003135,0.999995
0.008640,0.039226,0.000000,0.000000,0.000000,0.002649,0.999996
0.008640,0.039226,0.000000,0.000000,0.000000,0.002649,0.999996
0.008640,0.039226,0.000000,0.000000,0.000000,0.002649,0.999996
0.008640,0.039226,0.000000,0.000000,0.000000,0.002649,0.999996
0.001706,0.037691,0.000000,0.000000,0.000000,0.002001,0.999998
0.001706,0.037691,0.000000,0.000000,0.000000,0.002001,0.999998
0.001706,0.037691,0.000000,0.000000,0.000000,0.002001,0.999998
0.001706,0.037691,0.000000,0.000000,0.000000,0.002001,0.999998
0.001706,0.037691,0.000000,0.000000,0.000000,0.002001,0.999998
-0.003774,0.040609,0.000000,0.000000,0.000000,0.001772,0.999998
-0.003774,0.040609,0.000000,0.000000,0.000000,0.001772,0.999998
-0.003774,0.040609,0.000000,0.000000,0.000000,0.001772,0.999998
-0.003774,0.040609,0.000000,0.000000,0.000000,0.001772,0.999998
0.000779,0.044346,0.000000,0.000000,0.000000,0.002112,0.999998
0.000779,0.044346,0.000000,0.000000,0.000000,0.002112,0.999998
0.000779,0.044346,0.000000,0.000000,0.000000,0.002112,0.999998
0.000779,0.044346,0.000000,0.000000,0.000000,0.002112,0.999998
0.000779,0.044346,0.000000,0.000000,0.000000,0.002112,0.999998
0.005726,0.059783,0.000000,0.000000,0.000000,0.001536,0.999999
0.005726,0.059783,0.000000,0.000000,0.000000,0.001536,0.999999
0.005726,0.059783,0.000000,0.000000,0.000000,0.001536,0.999999
0.005726,0.059783,0.000000,0.000000,0.000000,0.001536,0.999999
0.005726,0.059783,0.000000,0.000000,0.000000,0.001536,0.999999
0.005471,0.062834,0.000000,0.000000,0.000000,0.001424,0.999999
0.005471,0.062834,0.000000,0.000000,0.000000,0.001424,0.999999
0.005471,0.062834,0.000000,0.000000,0.000000,0.001424,0.999999
0.005471,0.062834,0.000000,0.000000,0.000000,0.001424,0.999999
0.000974,0.059477,0.000000,0.000000,0.000000,0.000919,1.000000
0.000974,0.059477,0.000000,0.000000,0.000000,0.000919,1.000000
0.000974,0.059477,0.000000,0.000000,0.000000,0.000919,1.000000
0.000974,0.059477,0.000000,0.000000,0.000000,0.000919,1.000000
-0.017946,0.056390,0.000000,0.000000,0.000000,0.001720,0.999999
-0.017946,0.056390,0.000000,0.000000,0.000000,0.001720,0.999999
-0.017946,0.056390,0.000000,0.000000,0.000000,0.001720,0.999999
-0.017946,0.056390,0.000000,0.000000,0.000000,0.001720,0.999999
-0.017946,0.056390,0.000000,0.000000,0.000000,0.001720,0.999999
-0.026837,0.051839,0.000000,0.000000,0.000000,0.001341,0.999999
-0.026837,0.051839,0.000000,0.000000,0.000000,0.001341,0.999999
-0.026837,0.051839,0.000000,0.000000,0.000000,0.001341,0.999999
-0.026837,0.051839,0.000000,0.000000,0.000000,0.001341,0.999999
-0.026837,0.051839,0.000000,0.000000,0.000000,0.001341,0.999999
-0.026837,0.051839,0.000000,0.000000,0.000000,0.001341,0.999999
-0.027530,0.051207,0.000000,0.000000,0.000000,0.000430,1.000000
-0.027530,0.051207,0.000000,0.000000,0.000000,0.000430,1.000000
-0.027530,0.051207,0.000000,0.000000,0.000000,0.000430,1.000000
-0.027530,0.051207,0.000000,0.000000,0.000000,0.000430,1.000000
-0.027530,0.051207,0.000000,0.000000,0.000000,0.000430,1.000000
-0.027530,0.051207,0.000000,0.000000,0.000000,0.000430,1.000000
-0.023554,0.052537,0.000000,0.000000,0.000000,0.000682,1.000000
-0.023554,0.052537,0.000000,0.000000,0.000000,0.000682,1.000000
-0.023554,0.052537,0.000000,0.000000,0.000000,0.000682,1.000000
-0.023554,0.052537,0.000000,0.000000,0.000000,0.000682,1.000000
-0.023554,0.052537,0.000000,0.000000,0.000000,0.000682,1.000000
-0.023554,0.052537,0.000000,0.000000,0.000000,0.000682,1.000000
-0.023554,0.052537,0.000000,0.000000,0.000000,0.000682,1.000000
-0.009692,0.061197,0.000000,0.000000,0.000000,-0.000391,1.000000
-0.009692,0.061197,0.000000,0.000000,0.000000,-0.000391,1.000000
-0.009692,0.061197,0.000000,0.000000,0.000000,-0.000391,1.000000
-0.009692,0.061197,0.000000,0.000000,0.000000,-0.000391,1.000000
-0.009692,0.061197,0.000000,0.000000,0.000000,-0.000391,1.000000
-0.010344,0.050270,0.000000,0.000000,0.000000,-0.000733,1.000000
-0.010344,0.050270,0.000000,0.000000,0.000000,-0.000733,1.000000
-0.010344,0.050270,0.000000,0.000000,0.000000,-0.000733,1.000000
-0.010344,0.050270,0.000000,0.000000,0.000000,-0.000733,1.000000
-0.010344,0.050270,0.000000,0.000000,0.000000,-0.000733,1.000000
-0.010344,0.050270,0.000000,0.000000,0.000000,-0.000733,1.000000
-0.007776,0.051448,0.000000,0.000000,0.000000,-0.000858,1.000000
-0.007776,0.051448,0.000000,0.000000,0.000000,-0.000858,1.000000
-0.007776,0.051448,0.000000,0.000000,0.000000,-0.000858,1.000000
-0.007776,0.051448,0.000000,0.000000,0.000000,-0.000858,1.000000
-0.007776,0.051448,0.000000,0.000000,0.000000,-0.000858,1.000000
-0.007776,0.051448,0.000000,0.000000,0.000000,-0.000858,1.000000
-0.013459,0.053618,0.000000,0.000000,0.000000,-0.000811,1.000000
-0.013459,0.053618,0.000000,0.000000,0.000000,-0.000811,1.000000
-0.013459,0.053618,0.000000,0.000000,0.000000,-0.000811,1.000000
-0.013459,0.053618,0.000000,0.000000,0.000000,-0.000811,1.000000
-0.013459,0.053618,0.000000,0.000000,0.000000,-0.000811,1.000000
-0.006337,0.055520,0.000000,0.000000,0.000000,-0.002786,0.999996
-0.006337,0.055520,0.000000,0.000000,0.000000,-0.002786,0.999996
-0.006337,0.055520,0.000000,0.000000,0.000000,-0.002786,0.999996
-0.006337,0.055520,0.000000,0.000000,0.000000,-0.002786,0.999996
-0.006337,0.055520,0.000000,0.000000,0.000000,-0.002786,0.999996
-0.011694,0.028708,0.000000,0.000000,0.000000,-0.000627,1.000000
-0.011694,0.028708,0.000000,0.000000,0.000000,-0.000627,1.000000
-0.011694,0.028708,0.000000,0.000000,0.000000,-0.000627,1.000000
-0.011694,0.028708,0.000000,0.000000,0.000000,-0.000627,1.000000
-0.011694,0.028708,0.000000,0.000000,0.000000,-0.000627,1.000000
-0.002912,0.027663,0.000000,0.000000,0.000000,-0.001293,0.999999
-0.002912,0.027663,0.000000,0.000000,0.000000,-0.001293,0.999999
-0.002912,0.027663,0.000000,0.000000,0.000000,-0.001293,0.999999
-0.002912,0.027663,0.000000,0.000000,0.000000,-0.001293,0.999999
-0.002912,0.027663,0.000000,0.000000,0.000000,-0.001293,0.999999
-0.006594,0.015932,0.000000,0.000000,0.000000,-0.000575,1.000000
-0.006594,0.015932,0.000000,0.000000,0.000000,-0.000575,1.000000
-0.006594,0.015932,0.000000,0.000000,0.000000,-0.000575,1.000000
-0.006594,0.015932,0.000000,0.000000,0.000000,-0.000575,1.000000
0.005846,0.010203,0.000000,0.000000,0.000000,-0.001542,0.999999
0.005846,0.010203,0.000000,0.000000,0.000000,-0.001542,0.999999
0.005846,0.010203,0.000000,0.000000,0.000000,-0.001542,0.999999
0.005846,0.010203,0.000000,0.000000,0.000000,-0.001542,0.999999
