frame,footprint_x,footprint_y,footprint_z,ID
odom,0.276737,0.000020,0.000000,0
odom,0.255819,0.115261,0.000000,0
odom,0.196218,0.204485,0.000000,0
odom,0.107010,0.264110,0.000000,0
odom,0.001775,0.285057,0.000000,0
odom,-0.123466,0.264140,0.000000,0
odom,-0.212691,0.204540,0.000000,0
odom,-0.272315,0.115331,0.000000,0
odom,-0.293262,0.010096,0.000000,0
odom,-0.272346,-0.115145,0.000000,0
odom,-0.212745,-0.204369,0.000000,0
odom,-0.123537,-0.263993,0.000000,0
odom,-0.018301,-0.284941,0.000000,0
odom,0.106939,-0.264024,0.000000,0
odom,0.196164,-0.204423,0.000000,0
odom,0.255788,-0.115215,0.000000,0

odom,0.276736,0.000023,0.000000,1
odom,0.255817,0.115264,0.000000,1
odom,0.196216,0.204487,0.000000,1
odom,0.107007,0.264111,0.000000,1
odom,0.001771,0.285057,0.000000,1
odom,-0.123469,0.264139,0.000000,1
odom,-0.212693,0.204538,0.000000,1
odom,-0.272316,0.115328,0.000000,1
odom,-0.293262,0.010093,0.000000,1
odom,-0.272345,-0.115147,0.000000,1
odom,-0.212743,-0.204371,0.000000,1
odom,-0.123534,-0.263995,0.000000,1
odom,-0.018299,-0.284941,0.000000,1
odom,0.106942,-0.264023,0.000000,1
odom,0.196166,-0.204421,0.000000,1
odom,0.255789,-0.115212,0.000000,1

odom,0.276701,-0.000034,0.000000,2
odom,0.255805,0.115211,0.000000,2
odom,0.196221,0.204447,0.000000,2
odom,0.107024,0.264088,0.000000,2
odom,0.001792,0.285055,0.000000,2
odom,-0.123452,0.264162,0.000000,2
odom,-0.212688,0.204578,0.000000,2
odom,-0.272329,0.115381,0.000000,2
odom,-0.293296,0.010150,0.000000,2
odom,-0.272403,-0.115095,0.000000,2
odom,-0.212820,-0.204330,0.000000,2
odom,-0.123622,-0.263972,0.000000,2
odom,-0.018391,-0.284939,0.000000,2
odom,0.106853,-0.264046,0.000000,2
odom,0.196089,-0.204462,0.000000,2
odom,0.255730,-0.115265,0.000000,2

odom,0.276444,-0.003611,0.000000,3
odom,0.256997,0.111887,0.000000,3
odom,0.198538,0.201864,0.000000,3
odom,0.110097,0.262621,0.000000,3
odom,0.005137,0.284907,0.000000,3
odom,-0.120360,0.265589,0.000000,3
odom,-0.210337,0.207130,0.000000,3
odom,-0.271093,0.118689,0.000000,3
odom,-0.293380,0.013729,0.000000,3
odom,-0.274061,-0.111768,0.000000,3
odom,-0.215603,-0.201745,0.000000,3
odom,-0.127161,-0.262501,0.000000,3
odom,-0.022202,-0.284788,0.000000,3
odom,0.103295,-0.265469,0.000000,3
odom,0.193272,-0.207011,0.000000,3
odom,0.254029,-0.118570,0.000000,3

odom,0.275737,-0.012342,0.000000,4
odom,0.259844,0.103699,0.000000,4
odom,0.204174,0.195427,0.000000,4
odom,0.117638,0.258869,0.000000,4
odom,0.013412,0.284366,0.000000,4
odom,-0.112619,0.268908,0.000000,4
odom,-0.204347,0.213238,0.000000,4
odom,-0.267789,0.126703,0.000000,4
odom,-0.293286,0.022477,0.000000,4
odom,-0.277828,-0.103554,0.000000,4
odom,-0.222158,-0.195283,0.000000,4
odom,-0.135623,-0.258725,0.000000,4
odom,-0.031396,-0.284222,0.000000,4
odom,0.094635,-0.268763,0.000000,4
odom,0.186363,-0.213094,0.000000,4
