frame,amcl_position_x,amcl_position_y,amcl_orientation_z,amcl_orientation_w
map,0.004053,-0.000867,-0.004304,0.999991
map,0.004053,-0.000867,-0.004304,0.999991
map,0.004053,-0.000867,-0.004304,0.999991
map,0.004053,-0.000867,-0.004304,0.999991
map,0.004053,-0.000867,-0.004304,0.999991
map,0.004053,-0.000867,-0.004304,0.999991
map,0.004053,-0.000867,-0.004304,0.999991
map,0.013505,-0.003087,-0.109660,0.993969
map,0.013505,-0.003087,-0.109660,0.993969
map,0.013505,-0.003087,-0.109660,0.993969
map,0.013505,-0.003087,-0.109660,0.993969
map,0.043712,-0.023123,-0.205703,0.978614
map,0.043712,-0.023123,-0.205703,0.978614
map,0.043712,-0.023123,-0.205703,0.978614
map,0.043712,-0.023123,-0.205703,0.978614
map,0.124403,-0.069570,-0.309792,0.950804
map,0.124403,-0.069570,-0.309792,0.950804
map,0.124403,-0.069570,-0.309792,0.950804
map,0.124403,-0.069570,-0.309792,0.950804
map,0.239372,-0.171152,-0.403863,0.914819
map,0.239372,-0.171152,-0.403863,0.914819
map,0.239372,-0.171152,-0.403863,0.914819
map,0.239372,-0.171152,-0.403863,0.914819
map,0.352037,-0.328816,-0.495267,0.868741
map,0.352037,-0.328816,-0.495267,0.868741
map,0.352037,-0.328816,-0.495267,0.868741
map,0.352037,-0.328816,-0.495267,0.868741
map,0.436411,-0.514381,-0.579442,0.815013
map,0.436411,-0.514381,-0.579442,0.815013
map,0.436411,-0.514381,-0.579442,0.815013
map,0.436411,-0.514381,-0.579442,0.815013
map,0.480890,-0.689570,-0.650002,0.759932
map,0.480890,-0.689570,-0.650002,0.759932
map,0.480890,-0.689570,-0.650002,0.759932
map,0.480890,-0.689570,-0.650002,0.759932
map,0.480890,-0.689570,-0.650002,0.759932
map,0.494378,-0.762291,-0.722484,0.691387
map,0.494378,-0.762291,-0.722484,0.691387
map,0.494378,-0.762291,-0.722484,0.691387
map,0.494378,-0.762291,-0.722484,0.691387
map,0.495834,-0.768930,-0.788489,0.615048
map,0.495834,-0.768930,-0.788489,0.615048
map,0.495834,-0.768930,-0.788489,0.615048
map,0.495834,-0.768930,-0.788489,0.615048
map,0.497578,-0.772991,-0.848961,0.528456
map,0.497578,-0.772991,-0.848961,0.528456
map,0.497578,-0.772991,-0.848961,0.528456
map,0.497578,-0.772991,-0.848961,0.528456
map,0.488721,-0.781698,-0.899226,0.437485
map,0.488721,-0.781698,-0.899226,0.437485
map,0.488721,-0.781698,-0.899226,0.437485
map,0.488721,-0.781698,-0.899226,0.437485
map,0.422612,-0.844525,-0.938481,0.345332
map,0.422612,-0.844525,-0.938481,0.345332
map,0.422612,-0.844525,-0.938481,0.345332
map,0.422612,-0.844525,-0.938481,0.345332
map,0.422612,-0.844525,-0.938481,0.345332
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.251383,-0.951067,-0.967945,0.251161
map,0.036427,-1.069148,-0.956102,0.293034
map,0.036427,-1.069148,-0.956102,0.293034
map,0.036427,-1.069148,-0.956102,0.293034
map,0.036427,-1.069148,-0.956102,0.293034
map,0.036427,-1.069148,-0.956102,0.293034
map,0.036427,-1.069148,-0.956102,0.293034
map,0.036427,-1.069148,-0.956102,0.293034
map,-0.034115,-1.122797,-0.924322,0.381613
map,-0.034115,-1.122797,-0.924322,0.381613
map,-0.034115,-1.122797,-0.924322,0.381613
map,-0.034115,-1.122797,-0.924322,0.381613
map,-0.036083,-1.123642,-0.880975,0.473162
map,-0.036083,-1.123642,-0.880975,0.473162
map,-0.036083,-1.123642,-0.880975,0.473162
map,-0.036083,-1.123642,-0.880975,0.473162
map,-0.040109,-1.127529,-0.829788,0.558078
map,-0.040109,-1.127529,-0.829788,0.558078
map,-0.040109,-1.127529,-0.829788,0.558078
map,-0.040109,-1.127529,-0.829788,0.558078
map,-0.040109,-1.127529,-0.829788,0.558078
map,-0.040109,-1.127529,-0.829788,0.558078
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.071005,-1.236951,-0.773653,0.633610
map,-0.087026,-1.283737,-0.712855,0.701312
map,-0.087026,-1.283737,-0.712855,0.701312
map,-0.087026,-1.283737,-0.712855,0.701312
map,-0.087026,-1.283737,-0.712855,0.701312
map,-0.087026,-1.283737,-0.712855,0.701312
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.090104,-1.272504,-0.635935,0.771743
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.106477,-1.226174,-0.556994,0.830516
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.119036,-1.186471,-0.636442,0.771324
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.122081,-1.171296,-0.563538,0.826090
map,-0.020514,-1.403685,-0.537601,0.843200
map,-0.020514,-1.403685,-0.537601,0.843200
map,-0.020514,-1.403685,-0.537601,0.843200
map,-0.020514,-1.403685,-0.537601,0.843200
