frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID


odom,-0.008269,0.000058,-0.000057,1.000000,2
odom,-0.008981,0.000041,-0.037574,0.999294,2
odom,-0.009659,0.000079,-0.092976,0.995668,2
odom,-0.010260,0.000186,-0.179146,0.983823,2
odom,-0.010765,0.000332,-0.238018,0.971261,2
odom,-0.011190,0.000493,-0.295649,0.955297,2
odom,-0.011507,0.000640,-0.379200,0.925315,2
odom,-0.011704,0.000723,-0.456204,0.889875,2
odom,-0.000779,-0.019719,-0.531674,0.846949,2
odom,0.014822,-0.061236,-0.602450,0.798156,2
odom,0.028482,-0.127627,-0.659560,0.751652,2
odom,0.034621,-0.193026,-0.685084,0.728464,2
odom,0.037786,-0.267479,-0.697815,0.716278,2
odom,0.039895,-0.353134,-0.698427,0.715682,2
odom,0.046372,-0.486499,-0.678878,0.734251,2
odom,0.060933,-0.630842,-0.659016,0.752129,2
odom,0.075233,-0.732233,-0.652475,0.757810,2
odom,0.090643,-0.833736,-0.651017,0.759063,2
odom,0.106624,-0.935954,-0.649117,0.760689,2
odom,0.123191,-1.039541,-0.648350,0.761343,2
odom,0.140850,-1.148516,-0.647610,0.761972,2
odom,0.158178,-1.253926,-0.646520,0.762897,2
odom,0.175041,-1.355208,-0.646001,0.763337,2
odom,0.191442,-1.452557,-0.645024,0.764163,2
odom,0.206957,-1.544343,-0.645586,0.763688,2
odom,0.220720,-1.623904,-0.642194,0.766542,2
odom,0.233020,-1.690573,-0.637108,0.770774,2

odom,-0.008411,0.000058,-0.002688,0.999996,3
odom,-0.009788,0.000066,-0.047996,0.998848,3
odom,-0.011089,0.000193,-0.109701,0.993965,3
odom,-0.012264,0.000439,-0.177809,0.984065,3
odom,-0.013286,0.000763,-0.237505,0.971386,3
odom,-0.014148,0.001121,-0.295842,0.955237,3
odom,-0.014673,0.001348,-0.361052,0.932546,3
odom,0.000041,-0.014478,-0.430111,0.902776,3
odom,0.025272,-0.051659,-0.502086,0.864818,3
odom,0.052919,-0.110478,-0.566830,0.823835,3
odom,0.074744,-0.181928,-0.620510,0.784199,3
odom,0.087456,-0.252711,-0.660514,0.750814,3
odom,0.094408,-0.329163,-0.686572,0.727061,3
odom,0.097373,-0.414723,-0.701795,0.712379,3
odom,0.098274,-0.520220,-0.705609,0.708602,3
odom,0.100358,-0.633212,-0.694811,0.719192,3
odom,0.106742,-0.735847,-0.673954,0.738773,3
odom,0.117322,-0.837161,-0.664064,0.747676,3
odom,0.129324,-0.939058,-0.664185,0.747568,3
odom,0.141655,-1.042007,-0.662637,0.748940,3
odom,0.154897,-1.148449,-0.660853,0.750515,3
odom,0.167832,-1.248245,-0.658773,0.752342,3
odom,0.180446,-1.342213,-0.657419,0.753525,3
odom,0.192685,-1.430651,-0.655666,0.755051,3
odom,0.204326,-1.512997,-0.655178,0.755474,3
odom,0.215263,-1.586477,-0.650051,0.759891,3
odom,0.224223,-1.641618,-0.644791,0.764359,3
odom,0.233020,-1.690573,-0.637108,0.770774,3

odom,-0.008801,0.000065,-0.015051,0.999887,4
odom,-0.010062,0.000102,-0.075839,0.997120,4
