frame,child_frame,odom_position_x,odom_position_y,odom_orientation_z,odom_orientation_w,odom_linear_x,odom_angular_z
/odom,/base_footprint,-0.008265,0.000058,-0.000056,1.000000,0.000065,-0.000045
/odom,/base_footprint,-0.008269,0.000058,-0.000057,1.000000,-0.000038,-0.000323
/odom,/base_footprint,-0.008375,0.000058,-0.001440,0.999999,-0.001824,-0.093912
/odom,/base_footprint,-0.008622,0.000061,-0.008940,0.999960,-0.004472,-0.260411
/odom,/base_footprint,-0.009284,0.000088,-0.034357,0.999410,-0.004702,-0.470018
/odom,/base_footprint,-0.009506,0.000107,-0.054292,0.998525,-0.002123,-0.505449
/odom,/base_footprint,-0.009634,0.000123,-0.074589,0.997214,-0.000975,-0.512373
/odom,/base_footprint,-0.009745,0.000144,-0.110199,0.993910,-0.000794,-0.509241
/odom,/base_footprint,-0.008202,-0.000252,-0.130425,0.991458,0.048283,-0.510524
/odom,/base_footprint,-0.003282,-0.001691,-0.150865,0.988554,0.090007,-0.522199
/odom,/base_footprint,0.013866,-0.007800,-0.186814,0.982395,0.151374,-0.519493
/odom,/base_footprint,0.026425,-0.013074,-0.207086,0.978323,0.190378,-0.516695
/odom,/base_footprint,0.040798,-0.019810,-0.227189,0.973851,0.212544,-0.513218
/odom,/base_footprint,0.068622,-0.034843,-0.262216,0.965009,0.237554,-0.519752
/odom,/base_footprint,0.085798,-0.045416,-0.282087,0.959389,0.262993,-0.514097
/odom,/base_footprint,0.108660,-0.061000,-0.306654,0.951821,0.293756,-0.515088
/odom,/base_footprint,0.138436,-0.083876,-0.335828,0.941923,0.332397,-0.512957
/odom,/base_footprint,0.160004,-0.102267,-0.355042,0.934850,0.384784,-0.512469
/odom,/base_footprint,0.183654,-0.124156,-0.374091,0.927392,0.427640,-0.509099
/odom,/base_footprint,0.227735,-0.169797,-0.406837,0.913501,0.461449,-0.506810
/odom,/base_footprint,0.252358,-0.198304,-0.425272,0.905066,0.475168,-0.507248
/odom,/base_footprint,0.276241,-0.228333,-0.443540,0.896255,0.485851,-0.507040
/odom,/base_footprint,0.315788,-0.284168,-0.474945,0.880015,0.489373,-0.504323
/odom,/base_footprint,0.336876,-0.317748,-0.492571,0.870272,0.498836,-0.502753
/odom,/base_footprint,0.356768,-0.352441,-0.509959,0.860199,0.500760,-0.501380
