tf_odom_map_tran_x,tf_odom_map_tran_y,tf_odom_map_tran_z,tf_odom_map_rot_x,tf_odom_map_rot_y,tf_odom_map_rot_z,tf_odom_map_rot_w
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
-0.030664,0.178566,0.000000,0.000000,0.000000,-0.006561,0.999978
0.032939,0.177565,0.000000,0.000000,0.000000,-0.009406,0.999956
0.032939,0.177565,0.000000,0.000000,0.000000,-0.009406,0.999956
0.032939,0.177565,0.000000,0.000000,0.000000,-0.009406,0.999956
0.032939,0.177565,0.000000,0.000000,0.000000,-0.009406,0.999956
0.032939,0.177565,0.000000,0.000000,0.000000,-0.009406,0.999956
0.035303,0.170423,0.000000,0.000000,0.000000,-0.009443,0.999955
0.035303,0.170423,0.000000,0.000000,0.000000,-0.009443,0.999955
0.035303,0.170423,0.000000,0.000000,0.000000,-0.009443,0.999955
0.035303,0.170423,0.000000,0.000000,0.000000,-0.009443,0.999955
0.069108,0.165066,0.000000,0.000000,0.000000,-0.010824,0.999941
0.069108,0.165066,0.000000,0.000000,0.000000,-0.010824,0.999941
0.069108,0.165066,0.000000,0.000000,0.000000,-0.010824,0.999941
0.069108,0.165066,0.000000,0.000000,0.000000,-0.010824,0.999941
0.070130,0.158900,0.000000,0.000000,0.000000,-0.010668,0.999943
0.070130,0.158900,0.000000,0.000000,0.000000,-0.010668,0.999943
0.070130,0.158900,0.000000,0.000000,0.000000,-0.010668,0.999943
0.070130,0.158900,0.000000,0.000000,0.000000,-0.010668,0.999943
