extroversion,visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
3,0.151628255844116,1,0.000425338745117,1,3,15,0
3,0.416217088699341,2,0.001455307006836,2,9,30,0
3,0.315247297286987,3,9.17911529541016E-05,2,7,0,1
3,0.779321432113647,4,8.392333984375E-05,3,7,11,2
