extroversion,visual_time,visual_N,textual_time,textual_N,N_objects,N_words,N_deviations
4,0.152856826782227,1,0.000512838363647,1,3,15,0
4,0.217056512832642,2,0.000629663467407,2,7,28,0
4,0.896085262298584,3,0.000104188919067,2,6,0,1
4,0.256289482116699,4,0.000462055206299,2,9,0,1
4,0.345653295516968,5,8.05854797363281E-05,2,7,0,2
4,0.256116151809692,6,0.000669240951538,2,13,0,2
