frame,amcl_position_x,amcl_position_y,amcl_orientation_z,amcl_orientation_w
map,-4.243244,-8.509922,-0.999462,0.032806
map,-4.243244,-8.509922,-0.999462,0.032806
map,-4.243244,-8.509922,-0.999462,0.032806
map,-4.243244,-8.509922,-0.999462,0.032806
map,-4.243244,-8.509922,-0.999462,0.032806
map,-4.243244,-8.509922,-0.999462,0.032806
map,-4.243244,-8.509922,-0.999462,0.032806
map,-4.240721,-8.509871,0.998318,0.057983
map,-4.240721,-8.509871,0.998318,0.057983
map,-4.240721,-8.509871,0.998318,0.057983
map,-4.240721,-8.509871,0.998318,0.057983
map,-4.241491,-8.504965,0.986858,0.161590
map,-4.241491,-8.504965,0.986858,0.161590
map,-4.241491,-8.504965,0.986858,0.161590
map,-4.241491,-8.504965,0.986858,0.161590
map,-4.246765,-8.500483,0.965180,0.261587
map,-4.246765,-8.500483,0.965180,0.261587
map,-4.246765,-8.500483,0.965180,0.261587
map,-4.246765,-8.500483,0.965180,0.261587
map,-4.269005,-8.487252,0.933622,0.358261
map,-4.269005,-8.487252,0.933622,0.358261
map,-4.269005,-8.487252,0.933622,0.358261
map,-4.269005,-8.487252,0.933622,0.358261
map,-4.313360,-8.436806,0.891589,0.452845
map,-4.313360,-8.436806,0.891589,0.452845
map,-4.313360,-8.436806,0.891589,0.452845
map,-4.313360,-8.436806,0.891589,0.452845
map,-4.362331,-8.358322,0.840542,0.541746
map,-4.362331,-8.358322,0.840542,0.541746
map,-4.362331,-8.358322,0.840542,0.541746
map,-4.362331,-8.358322,0.840542,0.541746
map,-4.411972,-8.227661,0.780033,0.625738
map,-4.411972,-8.227661,0.780033,0.625738
map,-4.411972,-8.227661,0.780033,0.625738
map,-4.411972,-8.227661,0.780033,0.625738
map,-4.411972,-8.227661,0.780033,0.625738
map,-4.438595,-8.015134,0.735208,0.677841
map,-4.438595,-8.015134,0.735208,0.677841
map,-4.438595,-8.015134,0.735208,0.677841
map,-4.438595,-8.015134,0.735208,0.677841
map,-4.438595,-8.015134,0.735208,0.677841
map,-4.437108,-7.764428,0.688070,0.725644
map,-4.437108,-7.764428,0.688070,0.725644
map,-4.437108,-7.764428,0.688070,0.725644
map,-4.437108,-7.764428,0.688070,0.725644
map,-4.437108,-7.764428,0.688070,0.725644
map,-4.431954,-7.522060,0.717554,0.696503
map,-4.431954,-7.522060,0.717554,0.696503
map,-4.431954,-7.522060,0.717554,0.696503
map,-4.431954,-7.522060,0.717554,0.696503
map,-4.431954,-7.522060,0.717554,0.696503
map,-4.460821,-7.289435,0.767972,0.640483
map,-4.460821,-7.289435,0.767972,0.640483
map,-4.460821,-7.289435,0.767972,0.640483
map,-4.460821,-7.289435,0.767972,0.640483
map,-4.460821,-7.289435,0.767972,0.640483
map,-4.507335,-7.055804,0.756173,0.654372
map,-4.507335,-7.055804,0.756173,0.654372
map,-4.507335,-7.055804,0.756173,0.654372
map,-4.515750,-6.893480,0.690303,0.723520
map,-4.515750,-6.893480,0.690303,0.723520
map,-4.515750,-6.893480,0.690303,0.723520
map,-4.490589,-6.727901,0.609171,0.793039
map,-4.490589,-6.727901,0.609171,0.793039
map,-4.490589,-6.727901,0.609171,0.793039
map,-4.490589,-6.727901,0.609171,0.793039
map,-4.490589,-6.727901,0.609171,0.793039
map,-4.490589,-6.727901,0.609171,0.793039
map,-4.408538,-6.486048,0.578919,0.815385
map,-4.408538,-6.486048,0.578919,0.815385
map,-4.408538,-6.486048,0.578919,0.815385
map,-4.408538,-6.486048,0.578919,0.815385
map,-4.378977,-6.386758,0.650454,0.759546
map,-4.378977,-6.386758,0.650454,0.759546
map,-4.378977,-6.386758,0.650454,0.759546
map,-4.376302,-6.289021,0.727635,0.685964
map,-4.376302,-6.289021,0.727635,0.685964
map,-4.376302,-6.289021,0.727635,0.685964
map,-4.376302,-6.289021,0.727635,0.685964
map,-4.392156,-6.194663,0.790975,0.611848
map,-4.392156,-6.194663,0.790975,0.611848
map,-4.392156,-6.194663,0.790975,0.611848
map,-4.399046,-6.175671,0.850315,0.526274
map,-4.399046,-6.175671,0.850315,0.526274
map,-4.399046,-6.175671,0.850315,0.526274
map,-4.399046,-6.175671,0.850315,0.526274
map,-4.389238,-6.211828,0.902252,0.431210
map,-4.389238,-6.211828,0.902252,0.431210
map,-4.389238,-6.211828,0.902252,0.431210
map,-4.389238,-6.211828,0.902252,0.431210
map,-4.377429,-6.226742,0.937690,0.347472
map,-4.377429,-6.226742,0.937690,0.347472
map,-4.377429,-6.226742,0.937690,0.347472
map,-4.377429,-6.226742,0.937690,0.347472
map,-4.377429,-6.226742,0.937690,0.347472
map,-4.377429,-6.226742,0.937690,0.347472
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.381195,-6.229703,0.964807,0.262958
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
map,-4.324414,-6.258872,0.937647,0.347589
