cmd_vel_lin_x,cmd_vel_ang_z
0.000000,0.000000
-0.005331,-0.219393
-0.006365,-0.337664
-0.009313,-0.504467
-0.002684,-0.511228
-0.004085,-0.513643
-0.006131,-0.508969
-0.010036,-0.516524
-0.004709,-0.512630
-0.011118,-0.511347
-0.006107,-0.517820
-0.001328,-0.511915
-0.004308,-0.516410
-0.004215,-0.512806
0.013657,-0.511372
0.066663,-0.512711
0.081588,-0.511036
0.099612,-0.519727
0.088204,-0.515753
0.160602,-0.509049
0.203602,-0.516933
0.176651,-0.525037
0.179139,-0.520560
0.168647,-0.515327
0.241259,-0.508354
0.327682,-0.507395
0.321938,-0.525593
0.328263,-0.526529
0.408044,-0.490272
0.396070,-0.528938
0.396021,-0.538681
0.395447,-0.414175
0.458182,-0.196399
0.476057,-0.016684
0.455370,-0.323550
0.473723,-0.349241
0.482921,-0.185439
0.500000,-0.337417
0.500000,-0.313067
0.500000,-0.112683
0.456303,0.149550
0.480219,0.033854
0.483360,0.109950
0.498839,0.273070
0.500000,0.343399
0.499140,0.504056
0.419840,-0.122426
0.500000,0.337579
0.480529,0.151662
0.500000,0.208841
0.500000,-0.000768
0.500000,-0.027301
0.500000,-0.137356
0.492894,-0.095300
0.500000,-0.137655
0.274941,-0.555515
0.402679,-0.535383
0.357701,-0.564830
0.454099,-0.512376
0.282609,-0.539854
0.432538,-0.559535
0.443425,-0.214425
0.469169,-0.328435
0.367502,-0.189603
0.355429,-0.153301
0.451991,0.163331
0.321601,0.208298
0.205206,0.395807
0.211042,0.521170
0.242191,0.517784
0.255503,0.501394
0.179077,0.519059
0.215922,0.508417
0.259234,0.600000
0.500000,0.501503
0.264255,0.490575
0.062093,0.433001
0.175219,0.526390
-0.020754,0.513916
-0.014768,0.525562
-0.021997,0.515294
-0.048984,0.510409
-0.067025,0.575657
-0.109879,0.525250
-0.031741,0.507175
-0.062225,0.536119
-0.046783,0.249123
-0.011397,0.518779
0.000000,0.000000
-0.008721,0.210917
-0.006980,0.027977
-0.002604,0.293530
-0.003893,0.324367
-0.007090,0.499241
0.001639,0.501030
0.000000,0.000000
-0.031764,0.083032
-0.036183,-0.088386
-0.017729,-0.222113
-0.013464,-0.318595
-0.009345,0.037027
0.000000,0.000000
-0.023922,-0.207612
-0.076437,-0.421681
0.000977,-0.046192
-0.040969,-0.064738
-0.035262,0.199169
-0.003283,0.402725
0.000000,0.000000
-0.121719,-0.039100
-0.009122,-0.120908
0.000000,0.000000
-0.012810,-0.199165
-0.014661,-0.600000
-0.000726,-0.016727
0.002591,0.110244
-0.037132,0.344695
-0.002652,0.447324
0.000000,0.000000
-0.011746,0.012652
-0.000833,-0.153692
0.013561,0.117641
0.000000,0.000000
0.060192,-0.192527
0.054263,-0.095013
0.000000,0.000000
-0.051241,-0.192160
-0.014230,0.041904
-0.003203,0.180822
0.000000,0.000000
-0.012855,-0.171286
-0.001129,-0.362490
-0.000716,0.034381
-0.000729,0.139397
-0.003939,0.144322
-0.009482,0.313115
0.019758,0.374713
0.000000,0.000000
-0.018308,-0.095615
-0.002902,-0.116726
-0.054423,0.016864
-0.004859,-0.060687
-0.064946,0.043383
-0.055584,-0.050368
0.044455,0.116355
0.000000,0.000000
-0.021905,-0.255595
-0.010413,-0.322671
-0.030851,-0.494489
-0.001246,-0.193260
-0.002345,-0.055000
-0.017829,0.116710
0.001615,0.352323
0.000000,0.000000
-0.004690,-0.067349
-0.007642,-0.062352
-0.015951,0.229277
0.000000,0.000000
-0.015403,-0.266155
0.008778,-0.263738
-0.036643,-0.046040
-0.008280,0.101036
-0.003318,0.412931
0.000000,0.000000
-0.007103,-0.139103
-0.002714,-0.207305
-0.004622,0.072439
0.000000,0.000000
-0.008108,-0.262484
-0.019840,0.081665
0.000000,0.000000
-0.005549,-0.246056
-0.004889,-0.322192
-0.003194,0.029699
-0.019374,-0.008151
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-0.004656,-0.166700
-0.150000,-0.265142
-0.012592,-0.003772
-0.013169,-0.008070
0.000000,0.000000
-0.000591,-0.189580
0.026311,0.018382
-0.018453,-0.118991
0.092741,0.063950
0.000000,0.000000
-0.010770,-0.245220
-0.030720,-0.013580
-0.006778,0.058720
-0.013453,0.174433
0.000000,0.000000
-0.006346,-0.193097
0.086843,-0.153874
0.034720,-0.015734
-0.012534,0.038611
0.000000,0.000000
-0.021424,-0.175487
-0.001916,-0.147761
-0.003210,0.005438
0.000000,0.000000
0.043783,-0.255614
-0.010256,0.009536
-0.004397,0.039766
0.000000,0.000000
0.008686,-0.365788
0.052956,0.035673
0.000000,0.000000
0.044991,-0.225550
-0.008965,0.029235
0.000000,0.000000
-0.133215,-0.164337
-0.018501,0.030514
-0.021937,0.000266
-0.010846,0.068433
0.000000,0.000000
0.037032,-0.147495
0.088516,-0.011726
0.036542,0.031775
0.000000,0.000000
-0.081723,-0.293107
-0.020194,0.021231
-0.013573,0.049327
-0.002406,0.106738
-0.018528,0.123779
0.000000,0.000000
-0.150000,-0.080000
-0.030212,0.106891
0.021490,0.183857
-0.004451,0.042687
-0.001813,0.045496
0.091263,0.001430
-0.004479,0.105556
0.021244,0.017606
0.038996,0.031952
0.043058,0.009547
0.000000,0.000000
-0.023316,-0.205127
-0.010772,0.026249
0.002758,0.024950
-0.002919,0.020949
-0.000516,0.134497
0.000000,0.000000
-0.029563,-0.144922
-0.019841,-0.033108
-0.010956,0.045968
-0.007988,0.306871
0.000000,0.000000
0.000317,-0.092892
0.001462,0.076768
-0.005842,0.091773
0.098002,-0.134183
0.141793,0.083170
0.067428,0.039880
-0.000838,0.119226
-0.011982,0.117032
0.000000,0.000000
-0.003582,-0.169996
-0.000411,-0.300419
-0.004594,-0.002542
-0.128362,-0.030957
-0.031541,0.048167
0.000000,0.000000
-0.016940,-0.125056
0.036150,0.067919
-0.001173,-0.036962
0.000000,0.000000
-0.011493,-0.190695
0.008653,0.041082
-0.004876,0.040593
-0.025326,0.142119
-0.010927,0.117333
-0.047557,0.177647
0.000000,0.000000
-0.007154,-0.172404
-0.019361,0.079143
0.036453,0.083987
0.000000,0.000000
-0.006910,0.177663
0.000000,0.000000
-0.008030,-0.118842
0.066805,-0.104814
-0.051137,0.085881
0.000000,0.000000
-0.005214,-0.171161
-0.005056,0.053951
-0.005400,0.005036
-0.024344,0.121728
0.000000,0.000000
-0.001734,-0.158779
-0.013495,-0.029062
-0.015372,0.052678
-0.007981,0.045623
-0.007116,0.071825
-0.016912,0.063980
-0.018672,0.122897
0.000000,0.000000
0.009792,-0.149553
0.086368,-0.123052
0.137676,0.023685
0.083265,0.101000
0.000000,0.000000
-0.007610,-0.184902
-0.060456,-0.057082
-0.019797,0.080876
-0.014239,-0.022159
-0.001929,0.083144
-0.014382,0.215402
0.000000,0.000000
-0.009720,-0.173458
-0.040313,-0.237593
-0.002467,-0.028978
-0.002901,0.169328
0.009933,0.124383
0.000000,0.000000
-0.004915,-0.143399
-0.015061,0.103971
-0.012528,0.142471
0.000000,0.000000
0.038090,-0.272663
0.069911,-0.386211
0.060386,-0.516972
0.126761,-0.515012
0.124921,-0.512354
0.116193,-0.520499
0.070869,-0.512910
0.000850,-0.513785
-0.002806,-0.512736
-0.038989,-0.510392
-0.028270,-0.513809
-0.031858,-0.513309
0.044004,-0.514368
0.002735,-0.511499
0.011649,-0.516712
0.022151,-0.514457
0.045673,-0.513235
0.052005,-0.512996
0.060528,-0.514937
0.051274,-0.513556
0.040255,-0.520301
-0.017521,-0.516780
-0.051217,-0.513291
-0.052142,-0.512025
0.000693,-0.510353
-0.046262,-0.513136
-0.021817,-0.524710
-0.022789,-0.513571
-0.025690,-0.519667
-0.018920,-0.514524
-0.020929,-0.521767
0.063842,-0.507640
0.126947,-0.506181
-0.007924,-0.515044
-0.009499,-0.518184
-0.017862,-0.513367
-0.001427,-0.527183
0.157450,-0.268305
0.191144,-0.427207
0.283014,-0.486502
0.366616,-0.443709
0.347542,-0.531326
0.401707,-0.522447
0.383341,-0.543309
0.408813,-0.255482
0.466800,-0.421442
0.485200,-0.257416
0.470067,0.000081
0.486747,0.021331
0.491328,0.114447
0.490570,0.039110
0.491535,0.052899
0.473082,0.024081
0.500000,0.011100
0.453623,0.099322
0.418355,0.093081
0.410177,0.226474
0.370259,0.137884
0.340794,0.087194
0.348898,0.120008
0.288302,0.122824
0.280702,0.196208
0.258110,0.144224
0.288374,0.122785
0.209107,0.120345
0.200636,0.200963
0.227133,0.215863
0.315069,0.272540
0.357563,0.235850
0.384089,0.200862
0.417554,0.162545
0.430019,0.161752
0.408090,0.157153
0.345251,0.082902
0.315650,0.218463
0.329228,0.285175
0.342155,0.306577
0.324077,0.249842
0.388777,0.252588
0.480874,0.246393
0.483241,0.224323
0.445282,0.140041
0.464012,0.256127
0.485219,0.208183
0.500000,0.265211
0.500000,0.163556
0.500000,0.199958
0.500000,0.265700
0.368236,0.072077
0.437578,0.158403
0.448847,0.144900
0.448219,0.187045
0.391058,0.219659
0.313717,0.118034
0.286976,0.117991
0.213379,0.079430
0.172650,0.192763
0.090170,0.070015
0.079339,0.092500
0.057995,0.133572
0.049198,0.142552
-0.002943,0.122137
-0.008144,0.109907
-0.009755,0.157905
-0.004961,0.178663
0.000967,0.090595
-0.025809,0.199116
0.057512,0.083198
0.070203,0.101769
0.161335,0.230565
