tf_map_odom_tran_x,tf_map_odom_tran_y,tf_map_odom_tran_z,tf_map_odom_rot_x,tf_map_odom_rot_y,tf_map_odom_rot_z,tf_map_odom_rot_w
-0.034112,-0.151216,0.000000,0.000000,0.000000,0.007824,0.999969
-0.034112,-0.151216,0.000000,0.000000,0.000000,0.007824,0.999969
-0.034112,-0.151216,0.000000,0.000000,0.000000,0.007824,0.999969
-0.034112,-0.151216,0.000000,0.000000,0.000000,0.007824,0.999969
-0.034112,-0.151216,0.000000,0.000000,0.000000,0.007824,0.999969
-0.034112,-0.151216,0.000000,0.000000,0.000000,0.007824,0.999969
-0.034112,-0.151216,0.000000,0.000000,0.000000,0.007824,0.999969
-0.031009,-0.153518,0.000000,0.000000,0.000000,0.007561,0.999971
-0.031009,-0.153518,0.000000,0.000000,0.000000,0.007561,0.999971
-0.031009,-0.153518,0.000000,0.000000,0.000000,0.007561,0.999971
-0.031009,-0.153518,0.000000,0.000000,0.000000,0.007561,0.999971
-0.061672,-0.142565,0.000000,0.000000,0.000000,0.009572,0.999954
-0.061672,-0.142565,0.000000,0.000000,0.000000,0.009572,0.999954
-0.061672,-0.142565,0.000000,0.000000,0.000000,0.009572,0.999954
-0.061672,-0.142565,0.000000,0.000000,0.000000,0.009572,0.999954
-0.046738,-0.151408,0.000000,0.000000,0.000000,0.009069,0.999959
-0.046738,-0.151408,0.000000,0.000000,0.000000,0.009069,0.999959
-0.046738,-0.151408,0.000000,0.000000,0.000000,0.009069,0.999959
-0.046738,-0.151408,0.000000,0.000000,0.000000,0.009069,0.999959
-0.024689,-0.158431,0.000000,0.000000,0.000000,0.007837,0.999969
-0.024689,-0.158431,0.000000,0.000000,0.000000,0.007837,0.999969
-0.024689,-0.158431,0.000000,0.000000,0.000000,0.007837,0.999969
-0.024689,-0.158431,0.000000,0.000000,0.000000,0.007837,0.999969
-0.021869,-0.161667,0.000000,0.000000,0.000000,0.007837,0.999969
-0.021869,-0.161667,0.000000,0.000000,0.000000,0.007837,0.999969
-0.021869,-0.161667,0.000000,0.000000,0.000000,0.007837,0.999969
