frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID


odom,-4.145425,-8.726645,-0.998687,0.051226,2
odom,-4.143882,-8.726521,-0.999812,0.019381,2
odom,-4.142344,-8.726506,0.999565,0.029484,2
odom,-4.140854,-8.726679,0.993162,0.116744,2
odom,-4.139477,-8.727015,0.984165,0.177255,2
odom,-4.138210,-8.727462,0.971715,0.236158,2
odom,-4.137121,-8.728013,0.945679,0.325102,2
odom,-4.136277,-8.728596,0.913920,0.405893,2
odom,-4.153141,-8.705438,0.874674,0.484712,2
odom,-4.174946,-8.661560,0.825782,0.563989,2
odom,-4.197313,-8.584783,0.773090,0.634296,2
odom,-4.207516,-8.512998,0.737935,0.674872,2
odom,-4.211645,-8.438118,0.715777,0.698329,2
odom,-4.212143,-8.356390,0.703959,0.710240,2
odom,-4.211070,-8.268368,0.702787,0.711401,2
odom,-4.211010,-8.176085,0.712014,0.702166,2
odom,-4.214083,-8.080442,0.725724,0.687986,2
odom,-4.220088,-7.980145,0.730894,0.682491,2
odom,-4.227203,-7.879488,0.733028,0.680198,2
odom,-4.234929,-7.777920,0.734484,0.678626,2
odom,-4.243116,-7.675109,0.735399,0.677634,2
odom,-4.251820,-7.568771,0.735917,0.677072,2
odom,-4.260356,-7.466407,0.736479,0.676461,2
odom,-4.268723,-7.368671,0.737434,0.675419,2
odom,-4.276837,-7.276750,0.738274,0.674501,2
odom,-4.284533,-7.191739,0.738967,0.673742,2
odom,-4.291626,-7.114584,0.739236,0.673447,2
odom,-4.297277,-7.056635,0.742773,0.669544,2
odom,-4.301946,-7.013900,0.747256,0.664536,2

odom,-4.145051,-8.726607,-0.998842,0.048121,3
odom,-4.143385,-8.726473,-0.999993,0.003804,3
odom,-4.141756,-8.726493,0.998387,0.056780,3
odom,-4.140203,-8.726682,0.992522,0.122063,3
odom,-4.138752,-8.727016,0.983206,0.182500,3
odom,-4.137417,-8.727469,0.970267,0.242037,3
odom,-4.136218,-8.728018,0.952149,0.305633,3
odom,-4.152889,-8.713731,0.925588,0.378532,3
odom,-4.180821,-8.680619,0.888574,0.458734,3
odom,-4.216910,-8.618934,0.846336,0.532649,3
odom,-4.249834,-8.533261,0.802189,0.597070,3
odom,-4.271300,-8.438110,0.760285,0.649590,3
odom,-4.282591,-8.310506,0.715018,0.699106,3
odom,-4.280746,-8.167783,0.690559,0.723276,3
odom,-4.273194,-8.011209,0.689805,0.723995,3
odom,-4.269931,-7.896693,0.704699,0.709506,3
odom,-4.269436,-7.789809,0.706939,0.707275,3
odom,-4.270413,-7.685333,0.714553,0.699582,3
odom,-4.272929,-7.580096,0.717077,0.696993,3
odom,-4.275905,-7.482705,0.719218,0.694784,3
odom,-4.279273,-7.391486,0.721521,0.692392,3
odom,-4.282972,-7.305951,0.723623,0.690196,3
odom,-4.286882,-7.226218,0.725545,0.688175,3
odom,-4.290906,-7.152412,0.727446,0.686164,3
odom,-4.295223,-7.085422,0.732367,0.680910,3
odom,-4.301946,-7.013900,0.747256,0.664536,3

odom,-4.144433,-8.726556,-0.999380,0.035203,4
odom,-4.142116,-8.726383,0.999616,0.027711,4
