extroversion,visual_time,visual_publish_time,visual_N,textual_time,textual_publish_time,textual_N,N_objects,N_words,N_deviations
7,0.231090545654297,0.418006658554077,1,0.00029182434082,7.72476196289062E-05,1,2,6,0
7,0.117572069168091,0.502654552459717,2,0.00025463104248,3.24249267578125E-05,2,2,6,0
7,0.143891334533691,0.559916019439697,3,1.76429748535156E-05,2.43186950683594E-05,3,7,4,1
7,0.333732843399048,0.447138071060181,4,1.45435333251953E-05,5.41210174560547E-05,4,8,4,1
7,0.14536190032959,0.440317869186401,5,0.000298261642456,4.02927398681641E-05,5,6,10,1
7,2.18014407157898,0.960092782974243,6,1.33514404296875E-05,2.88486480712891E-05,5,6,0,2
7,0.159082889556885,0.462379455566406,7,3.0517578125E-05,5.07831573486328E-05,6,5,4,2
7,0.170747041702271,0.496687650680542,8,0.000379800796509,3.55243682861328E-05,7,7,11,2
7,0.136114597320557,0.621433973312378,9,0.000347375869751,4.76837158203125E-05,8,4,8,2
7,0.155052185058594,0.457271814346314,10,0.000326156616211,3.40938568115234E-05,8,3,0,2
7,0.211550235748291,0.489959478378296,11,0.000299453735352,3.88622283935547E-05,8,6,0,2
