extroversion,visual_time,visual_publish_time,visual_N,textual_time,textual_publish_time,textual_N,N_objects,N_words,N_deviations
10,0.25095534324645996,0.4238243103027344,103,0.00032806396484375,3.24249267578125e-05,103,4,8,2
10,0.16122961044311523,0.47338223457336426,104,0.000255584716796875,2.765655517578125e-05,104,4,8,2
10,0.13202977180480957,0.5708186626434326,105,0.00032019615173339844,3.0040740966796875e-05,105,2,6,2
10,0.1510016918182373,0.39670562744140625,106,0.00025177001953125,3.4809112548828125e-05,106,2,6,2
10,0.1273937225341797,0.40396785736083984,107,0.00020170211791992188,2.3126602172851562e-05,107,2,6,2
10,0.248260498046875,0.3888840675354004,108,0.0002410411834716797,3.3855438232421875e-05,108,2,6,2
10,0.14540767669677734,0.4040496349334717,109,0.0002589225769042969,3.600120544433594e-05,109,4,8,2
10,0.13617396354675293,0.9565575122833252,110,0.000244140625,3.170967102050781e-05,110,4,8,2
10,0.15427422523498535,0.42308640480041504,111,0.00024580955505371094,2.9087066650390625e-05,111,4,8,2
10,0.1467294692993164,0.4797172546386719,112,0.000530242919921875,7.510185241699219e-05,112,4,8,2
10,0.16083502769470215,0.45973920822143555,113,0.00031447410583496094,3.552436828613281e-05,113,4,8,2
10,0.14926743507385254,0.41930580139160156,114,0.00030231475830078125,3.528594970703125e-05,114,4,8,2
10,0.1718134880065918,0.5270421504974365,115,0.00022172927856445312,2.7894973754882812e-05,115,4,8,2
10,0.14980435371398926,0.44600629806518555,116,0.0002617835998535156,3.457069396972656e-05,116,4,8,2
10,0.1551837921142578,0.44649362564086914,117,0.0005140304565429688,7.748603820800781e-05,117,4,8,2
10,0.15278196334838867,0.8684360980987549,118,0.00024962425231933594,5.316734313964844e-05,118,4,8,2
10,0.1312859058380127,0.5887482166290283,119,0.00028896331787109375,5.221366882324219e-05,119,2,6,2
10,0.1575608253479004,0.4358401298522949,120,0.0003159046173095703,5.984306335449219e-05,120,2,6,2
10,0.13039541244506836,0.4536244869232178,121,0.0001506805419921875,2.1457672119140625e-05,121,2,6,2
10,0.17076921463012695,0.5562145709991455,122,0.00023174285888671875,3.457069396972656e-05,122,2,6,2
10,0.14743971824645996,0.46814632415771484,123,0.0002486705780029297,3.4809112548828125e-05,123,2,6,2
10,0.13654303550720215,0.5559465885162354,124,0.00027561187744140625,3.147125244140625e-05,124,2,6,2
10,0.14347434043884277,0.5053915977478027,125,0.00019502639770507812,2.7179718017578125e-05,125,2,6,2
10,0.12688994407653809,0.4620246887207031,126,0.000263214111328125,3.910064697265625e-05,126,2,6,2
10,0.2718319892883301,0.8349559307098389,127,0.000339508056640625,6.151199340820312e-05,127,2,6,2
10,0.17321252822875977,0.4810001850128174,128,0.0003170967102050781,4.410743713378906e-05,128,2,6,2
10,0.22204113006591797,0.48369884490966797,129,0.0002269744873046875,3.0040740966796875e-05,129,2,6,2
10,0.16289138793945312,0.5297579765319824,130,0.0012977123260498047,4.4345855712890625e-05,130,2,6,2
10,0.16306519508361816,0.5839002132415771,131,0.00022029876708984375,3.314018249511719e-05,131,2,6,2
10,0.1958470344543457,0.4406464099884033,132,0.00023889541625976562,2.9325485229492188e-05,132,2,6,2
10,0.18432378768920898,0.5243897438049316,133,0.0002837181091308594,4.076957702636719e-05,133,2,6,2
10,0.1627366542816162,0.4838404655456543,134,0.000316619873046875,4.506111145019531e-05,134,2,6,2
10,0.12579870223999023,0.5118942260742188,135,0.00024819374084472656,3.123283386230469e-05,135,2,6,2
10,0.16258525848388672,0.5792732238769531,136,0.00022482872009277344,3.3855438232421875e-05,136,2,6,2
10,0.615410566329956,0.5067400932312012,137,0.000316619873046875,4.267692565917969e-05,137,2,6,2
10,0.22766733169555664,0.538536787033081,138,0.0006504058837890625,5.14984130859375e-05,138,2,6,2
10,0.13951468467712402,0.46561694145202637,139,0.0002722740173339844,4.482269287109375e-05,139,2,6,2
10,0.14955687522888184,0.6646842956542969,140,0.0002586841583251953,4.172325134277344e-05,140,2,6,2
10,0.15175557136535645,0.5823924541473389,141,0.00027441978454589844,3.719329833984375e-05,141,2,6,2
10,0.13602185249328613,0.5133435726165771,142,0.00023627281188964844,3.2901763916015625e-05,142,2,6,2
10,0.1409897804260254,0.5677471160888672,143,0.00022792816162109375,4.1961669921875e-05,143,2,6,2
10,0.1713848114013672,0.5698156356811523,144,0.0002913475036621094,3.0994415283203125e-05,144,3,7,2
10,0.1728057861328125,0.5832695960998535,145,0.0002582073211669922,7.2479248046875e-05,145,3,7,2
10,0.1752781867980957,0.5311121940612793,146,0.00046443939208984375,6.890296936035156e-05,146,3,7,2
10,0.17601585388183594,0.5941512584686279,147,0.00029850006103515625,3.8623809814453125e-05,147,3,7,2
10,0.6065561771392822,0.5566568374633789,148,0.0002944469451904297,3.695487976074219e-05,148,3,7,2
10,0.1487271785736084,0.598412275314331,149,0.00029540061950683594,3.0994415283203125e-05,149,3,7,2
10,0.1897718906402588,0.5927572250366211,150,0.000286102294921875,4.863739013671875e-05,150,3,7,2
10,0.1597461700439453,0.5851478576660156,151,0.0002598762512207031,4.315376281738281e-05,151,3,7,2
10,0.17333221435546875,0.7154104709625244,152,0.0006601810455322266,4.744529724121094e-05,152,3,7,2
10,0.15876364707946777,0.5657026767730713,153,0.00026035308837890625,3.3855438232421875e-05,153,3,7,2
10,0.22034645080566406,0.6478817462921143,154,0.0004520416259765625,7.152557373046875e-05,154,3,7,2
10,0.14157772064208984,0.5893442630767822,155,0.0002999305725097656,4.6253204345703125e-05,155,2,6,2
10,0.2165217399597168,0.658287763595581,156,0.000316619873046875,4.220008850097656e-05,156,2,6,2
10,0.1791694164276123,0.6423130035400391,157,0.0005280971527099609,7.224082946777344e-05,157,3,7,2
10,0.20653486251831055,0.6049056053161621,158,0.0005252361297607422,5.8650970458984375e-05,158,3,7,2
10,0.2079911231994629,0.5958371162414551,159,0.0003390312194824219,4.00543212890625e-05,158,3,0,2
10,0.7051846981048584,0.6158173084259033,160,0.0003287792205810547,3.504753112792969e-05,158,3,0,2
10,0.18047595024108887,0.6768357753753662,161,0.00037384033203125,4.649162292480469e-05,158,3,0,2
10,0.18017196655273438,0.6812129020690918,162,0.0003502368927001953,4.482269287109375e-05,158,3,0,2
10,0.14607763290405273,0.5891492366790771,163,0.00028061866760253906,3.7670135498046875e-05,158,3,0,2
10,0.16739511489868164,0.7719204425811768,164,0.0003173351287841797,4.553794860839844e-05,158,3,0,2
10,0.14689397811889648,0.5801589488983154,165,0.00030493736267089844,3.886222839355469e-05,158,3,0,2
10,0.1578075885772705,0.697885274887085,166,0.00032806396484375,4.267692565917969e-05,158,3,0,2
10,0.14314723014831543,0.6071414947509766,167,0.0002803802490234375,3.361701965332031e-05,158,3,0,2
10,0.14003539085388184,0.6856040954589844,168,0.00038695335388183594,4.076957702636719e-05,158,3,0,2
10,0.21131587028503418,0.7578506469726562,169,0.000274658203125,3.075599670410156e-05,158,3,0,2
10,0.15457844734191895,0.5643143653869629,170,0.00036263465881347656,3.600120544433594e-05,158,3,0,2
10,0.17397356033325195,0.7963571548461914,171,0.00029921531677246094,4.6253204345703125e-05,158,2,0,2
10,0.23620843887329102,0.6090545654296875,172,0.00027179718017578125,3.743171691894531e-05,158,2,0,2
10,0.1497044563293457,0.6668441295623779,173,0.0005159378051757812,7.605552673339844e-05,158,2,0,2
10,0.17857789993286133,3.074110269546509,174,0.0076618194580078125,0.00020265579223632812,158,2,0,2
10,0.6645989418029785,3.2384166717529297,175,0.0017142295837402344,0.00016927719116210938,158,2,0,2
10,0.7830634117126465,3.246840238571167,176,0.001195669174194336,0.00015306472778320312,158,2,0,2
10,0.665473222732544,3.453028440475464,177,0.00328826904296875,0.0002148151397705078,158,2,0,2
10,0.8011486530303955,3.3626418113708496,178,0.0038840770721435547,0.001947641372680664,158,2,0,2
10,0.739253044128418,3.1348538398742676,179,0.0032906532287597656,0.0005741119384765625,158,2,0,2
10,0.7951860427856445,3.532729148864746,180,0.0015482902526855469,0.0001552104949951172,158,2,0,2
10,0.7716672420501709,3.4823694229125977,181,0.0011255741119384766,0.000156402587890625,158,2,0,2
10,0.7985353469848633,3.465786933898926,182,0.0012679100036621094,0.00014472007751464844,158,2,0,2
10,0.7568869590759277,3.2863476276397705,183,0.0011584758758544922,0.0001690387725830078,158,2,0,2
10,0.9373390674591064,3.6598761081695557,184,0.0015702247619628906,0.0001404285430908203,158,2,0,2
10,0.9897592067718506,3.4406991004943848,185,0.0019881725311279297,0.00020194053649902344,158,2,0,2
10,0.6970653533935547,3.5970330238342285,186,0.003552675247192383,0.0003445148468017578,158,2,0,2
10,0.8414726257324219,4.491859197616577,187,0.0011343955993652344,0.0001430511474609375,158,2,0,2
