extroversion,visual_time,visual_publish_time,visual_N,textual_time,textual_publish_time,textual_N,N_objects,N_words,N_deviations
8,0.310870885848999,0.48067235946655273,1,0.00035572052001953125,3.2901763916015625e-05,1,2,6,0
8,0.1773524284362793,0.5793983936309814,2,0.00033473968505859375,3.409385681152344e-05,2,2,6,0
8,0.1361076831817627,0.642310619354248,3,0.00023055076599121094,3.409385681152344e-05,3,2,6,0
8,0.42970705032348633,0.5064747333526611,4,0.0002536773681640625,6.29425048828125e-05,4,2,6,0
8,0.1833488941192627,0.6543927192687988,5,0.0013227462768554688,4.1961669921875e-05,5,2,6,0
8,0.16775250434875488,0.5138280391693115,6,0.0002071857452392578,3.910064697265625e-05,6,1,4,0
8,1.4362258911132812,0.5304694175720215,7,2.002716064453125e-05,5.364418029785156e-05,7,6,4,1
8,0.18041563034057617,0.49441075325012207,8,4.100799560546875e-05,4.00543212890625e-05,8,5,4,1
8,0.14583659172058105,0.6701769828796387,9,1.4781951904296875e-05,5.507469177246094e-05,9,7,4,1
8,0.1741485595703125,1.0989055633544922,10,0.0003540515899658203,5.817413330078125e-05,10,5,9,1
8,0.20900940895080566,0.4650423526763916,11,1.3828277587890625e-05,4.649162292480469e-05,11,5,4,2
8,0.18944048881530762,0.4611666202545166,12,1.5735626220703125e-05,4.9114227294921875e-05,12,5,4,2
8,0.5597565174102783,0.5842189788818359,13,1.4543533325195312e-05,2.6226043701171875e-05,13,6,4,2
8,0.15750908851623535,0.5365045070648193,14,0.0005371570587158203,5.14984130859375e-05,14,6,10,2
8,0.14531874656677246,0.5070230960845947,15,0.00047206878662109375,3.0040740966796875e-05,15,4,8,2
8,0.17698335647583008,0.475017786026001,16,0.0003476142883300781,3.314018249511719e-05,16,3,7,2
8,0.22084450721740723,0.5833308696746826,17,0.00028967857360839844,3.409385681152344e-05,17,3,7,2
8,0.12736940383911133,0.5268213748931885,18,0.0003123283386230469,3.7670135498046875e-05,17,6,0,2
8,0.15992188453674316,0.478482723236084,19,0.00028443336486816406,3.743171691894531e-05,17,5,0,2
