frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID
odom,1.129030,-0.606776,0.203706,0.979032,14
odom,1.128200,-0.607142,0.142788,0.989753,14
odom,1.127405,-0.607401,0.081763,0.996652,14
odom,1.126671,-0.607564,0.020818,0.999783,14
odom,1.126019,-0.607651,-0.039861,0.999205,14
odom,1.125463,-0.607683,-0.100087,0.994979,14
odom,1.125140,-0.607714,-0.166314,0.986073,14
odom,1.143558,-0.615779,-0.237025,0.971503,14
odom,1.174675,-0.635053,-0.306633,0.951828,14
odom,1.214782,-0.668649,-0.373776,0.927519,14
odom,1.259245,-0.718042,-0.437489,0.899224,14
odom,1.303249,-0.782915,-0.497172,0.867652,14
odom,1.342573,-0.861575,-0.552592,0.833452,14
odom,1.373993,-0.951586,-0.603807,0.797131,14
odom,1.395292,-1.050309,-0.651060,0.759027,14
odom,1.405086,-1.155755,-0.694905,0.719101,14
odom,1.402220,-1.267393,-0.736181,0.676785,14
odom,1.385759,-1.381306,-0.774711,0.632316,14
odom,1.356415,-1.491550,-0.809996,0.586435,14
odom,1.316882,-1.595760,-0.835366,0.549694,14
odom,1.270407,-1.695972,-0.849944,0.526872,14
odom,1.223086,-1.788890,-0.855204,0.518291,14
odom,1.178698,-1.875175,-0.852089,0.523397,14
odom,1.139702,-1.956079,-0.841428,0.540369,14
odom,1.107181,-2.033285,-0.824545,0.565796,14
odom,1.080994,-2.106348,-0.810676,0.585495,14
odom,1.060278,-2.173939,-0.797133,0.603804,14
odom,1.044980,-2.235228,-0.778572,0.627556,14
odom,1.036670,-2.281487,-0.754815,0.655937,14
odom,1.032564,-2.315605,-0.740624,0.671920,14

odom,1.132546,-0.603697,0.479682,0.877442,15
odom,1.131893,-0.604563,0.426874,0.904311,15
odom,1.131154,-0.605357,0.372437,0.928058,15
odom,1.130348,-0.606060,0.316572,0.948569,15
odom,1.129497,-0.606660,0.259493,0.965745,15
odom,1.128628,-0.607148,0.201421,0.979505,15
odom,1.127767,-0.607524,0.142587,0.989782,15
odom,1.126940,-0.607791,0.083229,0.996530,15
odom,1.126173,-0.607962,0.023588,0.999722,15
odom,1.125485,-0.608054,-0.036093,0.999348,15
odom,1.124895,-0.608087,-0.095574,0.995422,15
odom,1.124545,-0.608116,-0.160674,0.987007,15
odom,1.142099,-0.615540,-0.229831,0.973231,15
odom,1.171888,-0.633341,-0.298223,0.954496,15
odom,1.210723,-0.664664,-0.364563,0.931179,15
odom,1.254417,-0.711252,-0.427873,0.903839,15
