cmd_vel_lin_x,cmd_vel_ang_z
0.000000,0.000000
-0.001044,-0.394508
-0.003025,-0.336609
-0.002546,-0.525883
-0.003057,-0.518536
-0.003539,-0.514811
-0.004027,-0.512686
-0.003666,-0.514501
-0.004351,-0.511755
-0.003793,-0.515060
-0.004542,-0.511223
-0.003800,-0.514580
-0.004512,-0.510965
-0.004004,-0.513076
-0.004670,-0.510574
-0.004231,-0.512574
-0.003427,-0.517837
-0.004306,-0.512229
-0.004663,-0.510099
-0.004585,-0.509440
-0.004213,-0.511801
-0.003947,-0.513182
-0.003827,-0.514387
-0.004185,-0.511633
-0.004182,-0.510470
-0.003634,-0.512622
-0.003583,-0.514014
-0.003738,-0.512082
-0.004024,-0.510371
-0.003453,-0.513035
-0.003634,-0.510722
-0.003203,-0.513707
-0.003399,-0.510520
-0.002659,-0.513590
-0.003125,-0.511631
-0.002264,-0.513888
0.028943,-0.516773
0.059351,-0.513493
0.077753,-0.510115
0.109571,-0.514825
0.124733,-0.512955
0.158617,-0.511390
0.179865,-0.516909
0.211542,-0.513102
0.232306,-0.518739
0.248491,-0.514113
0.294026,-0.516331
0.312870,-0.512848
0.341310,-0.514043
0.360739,-0.511286
0.382243,-0.519791
0.443057,-0.508755
0.461663,-0.505914
0.475926,-0.505820
0.492030,-0.504949
0.489097,-0.508891
0.498734,-0.503676
0.500000,-0.502804
0.500000,-0.502075
0.500000,-0.500967
0.500000,-0.501431
0.500000,-0.500344
0.500000,-0.500340
0.500000,-0.474838
0.500000,-0.398103
0.500000,-0.320464
0.500000,-0.154004
0.500000,-0.025014
0.500000,0.117646
0.500000,0.132788
0.500000,0.068649
0.500000,-0.093207
0.500000,-0.110482
0.500000,-0.069579
0.500000,-0.008616
0.500000,-0.015693
0.500000,0.152865
0.500000,0.144553
0.500000,0.006288
0.500000,-0.052116
0.500000,-0.063660
0.500000,-0.112168
0.500000,-0.078375
0.500000,-0.033152
0.500000,-0.010776
0.500000,0.010825
0.500000,0.129825
0.500000,0.112497
0.500000,-0.003073
0.500000,-0.043293
0.500000,-0.052450
0.500000,-0.088654
0.500000,-0.020446
0.500000,0.003144
0.500000,-0.009918
0.500000,-0.015577
0.500000,0.138353
