frame,local_costmap_resolution,local_costmap_width,local_costmap_height,local_costmap_origin_pos_x,local_costmap_origin_pos_y,local_costmap_origin_orientation_z,local_costmap_origin_orientation_w
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
None,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-5.975000,-6.825000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.075000,-6.675000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-6.125000,-6.225000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.875000,-5.875000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-5.500000,-5.650000,0.000000,1.000000
odom,0.025000,160,160,-4.925000,-5.625000,0.000000,1.000000
odom,0.025000,160,160,-4.925000,-5.625000,0.000000,1.000000
