frame,child_frame,odom_position_x,odom_position_y,odom_orientation_z,odom_orientation_w,odom_linear_x,odom_angular_z
/odom,/base_footprint,-3.977159,-4.827859,-0.998141,0.060941,0.000099,0.000177
/odom,/base_footprint,-3.977160,-4.827859,-0.998142,0.060926,-0.000023,-0.000773
/odom,/base_footprint,-3.978376,-4.828007,-0.998218,0.059681,0.036338,-0.088364
/odom,/base_footprint,-3.981006,-4.828306,-0.998924,0.046381,0.005615,-0.330660
/odom,/base_footprint,-3.981062,-4.828315,-0.999644,0.026682,-0.006001,-0.476996
/odom,/base_footprint,-3.980633,-4.828299,-0.999979,0.006437,-0.002086,-0.508833
/odom,/base_footprint,-3.980675,-4.828298,-0.999904,-0.013886,0.000183,-0.507710
/odom,/base_footprint,-3.980396,-4.828315,-0.998764,-0.049694,-0.000449,-0.513978
/odom,/base_footprint,-3.979710,-4.828403,-0.997533,-0.070199,-0.014533,-0.513680
/odom,/base_footprint,-3.978643,-4.828578,-0.994895,-0.100920,-0.004127,-0.514905
/odom,/base_footprint,-3.978556,-4.828596,-0.992619,-0.121273,0.001341,-0.510839
/odom,/base_footprint,-3.978472,-4.828624,-0.988391,-0.151933,-0.003214,-0.521501
/odom,/base_footprint,-3.978299,-4.828681,-0.984124,-0.177482,-0.000487,-0.516020
/odom,/base_footprint,-3.978171,-4.828733,-0.980252,-0.197753,-0.002762,-0.515436
/odom,/base_footprint,-3.977825,-4.828892,-0.973682,-0.227912,-0.002910,-0.513061
/odom,/base_footprint,-3.978877,-4.828327,-0.968786,-0.247898,0.036172,-0.515927
/odom,/base_footprint,-3.983565,-4.825551,-0.960671,-0.277689,0.054355,-0.512216
/odom,/base_footprint,-3.990103,-4.821156,-0.953246,-0.302194,0.103266,-0.514989
/odom,/base_footprint,-3.996134,-4.816723,-0.946772,-0.321906,0.088078,-0.519201
/odom,/base_footprint,-4.003960,-4.810327,-0.936355,-0.351055,0.074974,-0.516734
/odom,/base_footprint,-4.009297,-4.805421,-0.927008,-0.375043,0.074909,-0.512254
/odom,/base_footprint,-4.014200,-4.800467,-0.919090,-0.394049,0.094536,-0.518189
/odom,/base_footprint,-4.019581,-4.794565,-0.910751,-0.412957,0.111504,-0.516152
/odom,/base_footprint,-4.030310,-4.781361,-0.895342,-0.445379,0.128294,-0.512036
/odom,/base_footprint,-4.036680,-4.772561,-0.885962,-0.463758,0.140759,-0.517910
/odom,/base_footprint,-4.043340,-4.762501,-0.876207,-0.481935,0.173552,-0.512901
/odom,/base_footprint,-4.057812,-4.737656,-0.858191,-0.513330,0.226254,-0.519391
/odom,/base_footprint,-4.066738,-4.720143,-0.847461,-0.530857,0.265040,-0.512267
/odom,/base_footprint,-4.075887,-4.700224,-0.836415,-0.548096,0.298331,-0.511143
/odom,/base_footprint,-4.093084,-4.656307,-0.816015,-0.578031,0.374080,-0.525157
/odom,/base_footprint,-4.102333,-4.628145,-0.803766,-0.594946,0.370209,-0.519653
/odom,/base_footprint,-4.113952,-4.585393,-0.784868,-0.619663,0.365709,-0.518775
/odom,/base_footprint,-4.121798,-4.548225,-0.768707,-0.639601,0.389866,-0.510079
/odom,/base_footprint,-4.126998,-4.516461,-0.755563,-0.655076,0.410161,-0.506614
/odom,/base_footprint,-4.132395,-4.468410,-0.735050,-0.678013,0.398300,-0.518325
/odom,/base_footprint,-4.134656,-4.427026,-0.717447,-0.696613,0.425774,-0.510383
/odom,/base_footprint,-4.134960,-4.394148,-0.702891,-0.711297,0.392849,-0.519724
/odom,/base_footprint,-4.132987,-4.347929,-0.680426,-0.732817,0.375761,-0.520155
/odom,/base_footprint,-4.130176,-4.318388,-0.665048,-0.746801,0.371388,-0.518368
/odom,/base_footprint,-4.123849,-4.275500,-0.641283,-0.767305,0.349665,-0.528108
/odom,/base_footprint,-4.117196,-4.243371,-0.620930,-0.783866,0.317159,-0.522440
/odom,/base_footprint,-4.111127,-4.219751,-0.604415,-0.796670,0.295688,-0.522362
/odom,/base_footprint,-4.104131,-4.196630,-0.588095,-0.808792,0.322483,-0.467642
/odom,/base_footprint,-4.085906,-4.145779,-0.563238,-0.826295,0.421913,-0.499006
/odom,/base_footprint,-4.073154,-4.115148,-0.546065,-0.837743,0.408376,-0.523780
/odom,/base_footprint,-4.053325,-4.073689,-0.519368,-0.854551,0.360796,-0.526449
/odom,/base_footprint,-4.040102,-4.049436,-0.501297,-0.865275,0.329071,-0.524187
/odom,/base_footprint,-4.023729,-4.022507,-0.478467,-0.878105,0.301199,-0.522373
/odom,/base_footprint,-4.001582,-3.990491,-0.451209,-0.892418,0.362889,-0.508206
/odom,/base_footprint,-3.984626,-3.968411,-0.432274,-0.901742,0.324828,-0.541582
/odom,/base_footprint,-3.964606,-3.944801,-0.409244,-0.912425,0.327197,-0.444272
/odom,/base_footprint,-3.934515,-3.912836,-0.384194,-0.923252,0.408716,-0.496542
/odom,/base_footprint,-3.910835,-3.889940,-0.365474,-0.930822,0.410061,-0.507131
/odom,/base_footprint,-3.879946,-3.862715,-0.341246,-0.939974,0.418650,-0.528204
/odom,/base_footprint,-3.838796,-3.830510,-0.310843,-0.950461,0.446264,-0.540986
/odom,/base_footprint,-3.808385,-3.809216,-0.291651,-0.956525,0.489705,-0.443667
/odom,/base_footprint,-3.775247,-3.787658,-0.278279,-0.960500,0.498777,-0.273810
/odom,/base_footprint,-3.715356,-3.750895,-0.265185,-0.964198,0.498028,-0.258261
/odom,/base_footprint,-3.681722,-3.731431,-0.252417,-0.967619,0.480058,-0.394931
/odom,/base_footprint,-3.648088,-3.713400,-0.233793,-0.972287,0.470769,-0.526197
/odom,/base_footprint,-3.591175,-3.686929,-0.196518,-0.980500,0.404118,-0.560184
/odom,/base_footprint,-3.562439,-3.675664,-0.174917,-0.984583,0.379977,-0.544193
/odom,/base_footprint,-3.534576,-3.666119,-0.153407,-0.988163,0.359745,-0.544120
/odom,/base_footprint,-3.484385,-3.652218,-0.116584,-0.993181,0.376782,-0.522650
/odom,/base_footprint,-3.453446,-3.645547,-0.095894,-0.995392,0.422233,-0.521023
/odom,/base_footprint,-3.419173,-3.639621,-0.075811,-0.997122,0.459456,-0.461684
/odom,/base_footprint,-3.350739,-3.630934,-0.053661,-0.998559,0.500997,-0.194245
/odom,/base_footprint,-3.310748,-3.626951,-0.044921,-0.998991,0.501416,-0.262362
/odom,/base_footprint,-3.251040,-3.622476,-0.031387,-0.999507,0.499381,-0.134691
/odom,/base_footprint,-3.201047,-3.619682,-0.023179,-0.999731,0.500738,-0.242409
/odom,/base_footprint,-3.161081,-3.618268,-0.011320,-0.999936,0.499524,-0.358858
/odom,/base_footprint,-3.101081,-3.618341,0.011361,-0.999935,0.500080,-0.293830
