frame,amcl_position_x,amcl_position_y,amcl_orientation_z,amcl_orientation_w
map,0.001260,-0.006182,-0.004478,0.999990
map,0.001260,-0.006182,-0.004478,0.999990
map,0.001260,-0.006182,-0.004478,0.999990
map,0.001260,-0.006182,-0.004478,0.999990
map,0.001260,-0.006182,-0.004478,0.999990
map,0.001260,-0.006182,-0.004478,0.999990
map,0.001260,-0.006182,-0.004478,0.999990
map,0.001407,-0.012796,-0.110610,0.993864
map,0.001407,-0.012796,-0.110610,0.993864
map,0.001407,-0.012796,-0.110610,0.993864
map,0.001407,-0.012796,-0.110610,0.993864
map,0.058867,-0.032269,-0.215249,0.976559
map,0.058867,-0.032269,-0.215249,0.976559
map,0.058867,-0.032269,-0.215249,0.976559
map,0.058867,-0.032269,-0.215249,0.976559
map,0.135310,-0.079437,-0.313292,0.949657
map,0.135310,-0.079437,-0.313292,0.949657
map,0.135310,-0.079437,-0.313292,0.949657
map,0.135310,-0.079437,-0.313292,0.949657
map,0.251551,-0.178861,-0.408916,0.912572
map,0.251551,-0.178861,-0.408916,0.912572
map,0.251551,-0.178861,-0.408916,0.912572
map,0.251551,-0.178861,-0.408916,0.912572
map,0.370890,-0.337815,-0.499440,0.866348
map,0.370890,-0.337815,-0.499440,0.866348
map,0.370890,-0.337815,-0.499440,0.866348
map,0.370890,-0.337815,-0.499440,0.866348
map,0.450113,-0.519703,-0.584705,0.811246
map,0.450113,-0.519703,-0.584705,0.811246
map,0.450113,-0.519703,-0.584705,0.811246
map,0.450113,-0.519703,-0.584705,0.811246
map,0.498476,-0.712155,-0.659813,0.751430
map,0.498476,-0.712155,-0.659813,0.751430
map,0.498476,-0.712155,-0.659813,0.751430
map,0.498476,-0.712155,-0.659813,0.751430
map,0.498476,-0.712155,-0.659813,0.751430
map,0.507589,-0.962238,-0.715166,0.698954
map,0.507589,-0.962238,-0.715166,0.698954
map,0.507589,-0.962238,-0.715166,0.698954
map,0.507589,-0.962238,-0.715166,0.698954
map,0.507589,-0.962238,-0.715166,0.698954
map,0.495489,-1.216197,-0.721341,0.692580
map,0.495489,-1.216197,-0.721341,0.692580
map,0.495489,-1.216197,-0.721341,0.692580
map,0.495489,-1.216197,-0.721341,0.692580
map,0.503358,-1.410811,-0.665432,0.746458
map,0.503358,-1.410811,-0.665432,0.746458
map,0.503358,-1.410811,-0.665432,0.746458
map,0.503358,-1.410811,-0.665432,0.746458
map,0.538342,-1.604535,-0.588969,0.808156
map,0.538342,-1.604535,-0.588969,0.808156
map,0.538342,-1.604535,-0.588969,0.808156
map,0.538342,-1.604535,-0.588969,0.808156
map,0.538342,-1.604535,-0.588969,0.808156
map,0.645337,-1.834012,-0.496152,0.868236
map,0.645337,-1.834012,-0.496152,0.868236
map,0.645337,-1.834012,-0.496152,0.868236
map,0.645337,-1.834012,-0.496152,0.868236
map,0.645337,-1.834012,-0.496152,0.868236
map,0.790829,-2.033799,-0.439439,0.898273
map,0.790829,-2.033799,-0.439439,0.898273
map,0.790829,-2.033799,-0.439439,0.898273
map,0.790829,-2.033799,-0.439439,0.898273
map,0.790829,-2.033799,-0.439439,0.898273
map,0.934920,-2.246099,-0.501695,0.865045
map,0.934920,-2.246099,-0.501695,0.865045
map,0.934920,-2.246099,-0.501695,0.865045
map,0.934920,-2.246099,-0.501695,0.865045
map,1.019233,-2.413337,-0.581180,0.813775
map,1.019233,-2.413337,-0.581180,0.813775
map,1.019233,-2.413337,-0.581180,0.813775
map,1.019233,-2.413337,-0.581180,0.813775
map,1.019233,-2.413337,-0.581180,0.813775
map,1.072731,-2.652426,-0.666952,0.745100
map,1.072731,-2.652426,-0.666952,0.745100
map,1.072731,-2.652426,-0.666952,0.745100
map,1.072731,-2.652426,-0.666952,0.745100
map,1.072731,-2.652426,-0.666952,0.745100
map,1.081793,-2.895925,-0.709824,0.704379
map,1.081793,-2.895925,-0.709824,0.704379
map,1.081793,-2.895925,-0.709824,0.704379
map,1.081793,-2.895925,-0.709824,0.704379
map,1.081793,-2.895925,-0.709824,0.704379
map,1.077513,-3.128161,-0.713382,0.700776
map,1.077513,-3.128161,-0.713382,0.700776
map,1.077513,-3.128161,-0.713382,0.700776
map,1.077513,-3.128161,-0.713382,0.700776
map,1.077513,-3.128161,-0.713382,0.700776
map,1.071593,-3.354262,-0.709958,0.704244
map,1.071593,-3.354262,-0.709958,0.704244
map,1.071593,-3.354262,-0.709958,0.704244
map,1.071593,-3.354262,-0.709958,0.704244
map,1.071593,-3.354262,-0.709958,0.704244
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079038,-3.565700,-0.700050,0.714094
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.079334,-3.580228,-0.626875,0.779119
map,1.072454,-3.550171,-0.552218,0.833700
map,1.072454,-3.550171,-0.552218,0.833700
map,1.072454,-3.550171,-0.552218,0.833700
map,1.072454,-3.550171,-0.552218,0.833700
map,1.078150,-3.544883,-0.463449,0.886124
map,1.078150,-3.544883,-0.463449,0.886124
map,1.078150,-3.544883,-0.463449,0.886124
map,1.078150,-3.544883,-0.463449,0.886124
map,1.083044,-3.538530,-0.372146,0.928174
map,1.083044,-3.538530,-0.372146,0.928174
map,1.083044,-3.538530,-0.372146,0.928174
map,1.083044,-3.538530,-0.372146,0.928174
map,1.149646,-3.589186,-0.280415,0.959879
map,1.149646,-3.589186,-0.280415,0.959879
