frame,global_plan_position_x,global_plan_position_y,global_plan_orientation_z,global_plan_orientation_w,ID

map,4.202156,-4.384386,0.999228,0.039293,1
map,4.160962,-4.381141,0.992212,0.124561,1
map,4.139458,-4.368392,0.968771,0.247957,1
map,4.117136,-4.357133,0.963958,0.266055,1
map,4.096645,-4.342810,0.955652,0.294500,1
map,4.075812,-4.328991,0.957499,0.288437,1
map,4.054965,-4.315192,0.957757,0.287578,1
map,4.034082,-4.301449,0.956269,0.292489,1
map,4.013523,-4.287224,0.954781,0.297311,1
map,3.992922,-4.273062,0.955280,0.295702,1
map,3.972267,-4.258976,0.954510,0.298178,1
map,3.951814,-4.244601,0.953725,0.300680,1
map,3.931308,-4.230300,0.954069,0.299588,1
map,3.910789,-4.216019,0.954177,0.299242,1
map,3.890263,-4.201747,0.953806,0.300424,1
map,3.869814,-4.187364,0.953428,0.301620,1
map,3.849360,-4.172989,0.953557,0.301213,1
map,3.828887,-4.158642,0.953319,0.301964,1
map,3.808479,-4.144203,0.953086,0.302700,1
map,3.788050,-4.129792,0.953324,0.301949,1
map,3.767596,-4.115417,0.953574,0.301160,1
map,3.747120,-4.101074,0.953514,0.301348,1
map,3.726677,-4.086684,0.953448,0.301558,1
map,3.706213,-4.072322,0.953672,0.300847,1
map,3.685728,-4.057992,0.953595,0.301092,1
map,3.665280,-4.043610,0.953501,0.301390,1
map,3.644811,-4.029255,0.953720,0.300696,1
map,3.624321,-4.014932,0.953882,0.300183,1
map,3.603822,-4.000621,0.953781,0.300502,1
map,3.583351,-3.986271,0.953714,0.300716,1
map,3.562865,-3.971941,0.953845,0.300298,1
map,3.542369,-3.957627,0.953781,0.300502,1
map,3.521896,-3.943280,0.953710,0.300726,1
map,3.501413,-3.928946,0.953829,0.300351,1
map,3.480917,-3.914632,0.953932,0.300022,1
map,3.460414,-3.900326,0.953870,0.300220,1
map,3.439930,-3.885995,0.953837,0.300325,1
map,3.419434,-3.871680,0.953937,0.300006,1
map,3.398931,-3.857376,0.953888,0.300163,1
map,3.378443,-3.843048,0.953850,0.300282,1
map,3.357948,-3.828734,0.953946,0.299979,1
map,3.337442,-3.814432,0.954039,0.299682,1
map,3.316928,-3.800143,0.954013,0.299765,1
map,3.296428,-3.785834,0.953998,0.299812,1
map,3.275917,-3.771541,0.954094,0.299509,1
map,3.255399,-3.757258,0.954066,0.299598,1
map,3.234893,-3.742957,0.954052,0.299640,1
map,3.214377,-3.728670,0.954147,0.299337,1
map,3.193853,-3.714396,0.954236,0.299055,1
map,3.173320,-3.700133,0.954225,0.299091,1
map,3.152799,-3.685856,0.954218,0.299111,1
map,3.132267,-3.671592,0.954321,0.298782,1
map,3.111726,-3.657342,0.954321,0.298782,1
map,3.091194,-3.643079,0.954331,0.298752,1
map,3.070651,-3.628831,0.954452,0.298364,1
map,3.050096,-3.614601,0.954562,0.298012,1
map,3.029532,-3.600384,0.954570,0.297986,1
map,3.008976,-3.586156,0.954592,0.297917,1
map,2.988408,-3.571946,0.954717,0.297515,1
map,2.967828,-3.557752,0.954730,0.297475,1
map,2.947257,-3.543545,0.954749,0.297412,1
map,2.926672,-3.529356,0.954899,0.296929,1
map,2.906073,-3.515191,0.955051,0.296440,1
map,2.885461,-3.501045,0.955087,0.296325,1
map,2.864855,-3.486890,0.955152,0.296117,1
map,2.844229,-3.472761,0.955335,0.295525,1
map,2.823588,-3.458657,0.955373,0.295403,1
map,2.802956,-3.444540,0.955423,0.295242,1
map,2.782305,-3.430449,0.955614,0.294623,1
map,2.761636,-3.416385,0.955792,0.294044,1
map,2.740951,-3.402344,0.955816,0.293966,1
map,2.720278,-3.388287,0.955846,0.293866,1
map,2.699587,-3.374255,0.956012,0.293326,1
map,2.678881,-3.360245,0.956017,0.293310,1
map,2.658190,-3.346214,0.956029,0.293272,1
map,2.637483,-3.332207,0.956183,0.292768,1
map,2.616761,-3.318220,0.956317,0.292333,1
map,2.596028,-3.304251,0.956315,0.292339,1
map,2.575307,-3.290263,0.956320,0.292323,1
map,2.554573,-3.276295,0.956445,0.291912,1
map,2.533828,-3.262343,0.956437,0.291938,1
map,2.513096,-3.248373,0.956431,0.291959,1
map,2.492352,-3.234420,0.956546,0.291580,1
map,2.471598,-3.220483,0.956649,0.291244,1
map,2.450835,-3.206558,0.956641,0.291270,1
map,2.430082,-3.192618,0.956639,0.291276,1
map,2.409319,-3.178693,0.956735,0.290961,1
map,2.388548,-3.164781,0.956817,0.290691,1
map,2.367769,-3.150880,0.957629,0.288003,1
map,2.346843,-3.137202,0.958029,0.286670,1
map,2.325987,-3.123416,0.957441,0.288628,1
map,2.305174,-3.109567,0.958206,0.286078,1
map,2.284172,-3.096004,0.958637,0.284632,1
map,2.263275,-3.082281,0.957705,0.287752,1
map,2.242452,-3.068446,0.957052,0.289918,1
map,2.221681,-3.054535,0.957087,0.289802,1
map,2.200851,-3.040709,0.957085,0.289806,1
map,2.180080,-3.026798,0.956546,0.291580,1
map,2.159353,-3.012819,0.956492,0.291760,1
map,2.138592,-2.998891,0.956448,0.291902,1
map,2.117873,-2.984900,0.956035,0.293251,1
map,2.097192,-2.970855,0.955726,0.294259,1
map,2.076533,-2.956777,0.955670,0.294439,1
map,2.055861,-2.942717,0.955602,0.294659,1
map,2.035215,-2.928619,0.955363,0.295436,1
map,2.014589,-2.914492,0.955173,0.296048,1
map,1.993980,-2.900342,0.955129,0.296190,1
map,1.973362,-2.886202,0.955078,0.296353,1
map,1.952762,-2.872037,0.954929,0.296834,1
map,1.932173,-2.857857,0.954893,0.296950,1
map,1.911580,-2.843682,0.954855,0.297071,1
map,1.890998,-2.829490,0.954756,0.297390,1
map,1.870424,-2.815288,0.954678,0.297641,1
map,1.849857,-2.801076,0.954650,0.297730,1
map,1.829289,-2.786866,0.954627,0.297804,1
map,1.808726,-2.772646,0.954571,0.297982,1
map,1.788168,-2.758421,0.954554,0.298039,1
map,1.767609,-2.744197,0.954536,0.298097,1
map,1.747054,-2.729967,0.954508,0.298186,1
map,1.726500,-2.715735,0.954493,0.298233,1
map,1.705948,-2.701501,0.954482,0.298269,1
map,1.685397,-2.687266,0.954480,0.298275,1
map,1.664845,-2.673031,0.954486,0.298255,1
map,1.644292,-2.658797,0.954485,0.298259,1
map,1.623740,-2.644562,0.954482,0.298269,1
map,1.603188,-2.630328,0.954500,0.298212,1
map,1.582633,-2.616098,0.954529,0.298117,1
map,1.562076,-2.601872,0.954529,0.298117,1
map,1.541521,-2.587642,0.954536,0.298097,1
map,1.520962,-2.573417,0.954582,0.297950,1
map,1.500398,-2.559200,0.954590,0.297923,1
map,1.479838,-2.544978,0.954601,0.297887,1
map,1.459272,-2.530764,0.954662,0.297693,1
map,1.438700,-2.516559,0.954723,0.297495,1
map,1.418122,-2.502361,0.954737,0.297453,1
map,1.397548,-2.488160,0.954755,0.297394,1
map,1.376967,-2.473968,0.954833,0.297144,1
map,1.356377,-2.459788,0.954849,0.297091,1
map,1.335793,-2.445600,0.954866,0.297036,1
