frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID


odom,4.224213,-4.423042,0.538382,0.842701,2
odom,4.223611,-4.424254,0.576137,0.817353,2
odom,4.223154,-4.425424,0.625234,0.780437,2
odom,4.222846,-4.426504,0.672028,0.740526,2
odom,4.222661,-4.427461,0.716370,0.697721,2
odom,4.222548,-4.428033,0.757395,0.652957,2
odom,4.218242,-4.409658,0.802785,0.596268,2
odom,4.202418,-4.370124,0.849508,0.527575,2
odom,4.169392,-4.315196,0.888482,0.458912,2
odom,4.118660,-4.254031,0.919491,0.393112,2
odom,4.052834,-4.194011,0.943643,0.330966,2
odom,3.974103,-4.138932,0.962460,0.271425,2
odom,3.875985,-4.086602,0.976668,0.214753,2
odom,3.764218,-4.039801,0.983629,0.180208,2
odom,3.639635,-3.994313,0.985623,0.168961,2
odom,3.530578,-3.954652,0.983844,0.179026,2
odom,3.426901,-3.915351,0.983238,0.182329,2
odom,3.327581,-3.875289,0.979848,0.199742,2
odom,3.176179,-3.799777,0.965795,0.259308,2
odom,3.076685,-3.734806,0.950061,0.312063,2
odom,3.001998,-3.677040,0.941928,0.335815,2
odom,2.905021,-3.596475,0.939180,0.343424,2
odom,2.781148,-3.504549,0.959366,0.282165,2

odom,4.224213,-4.423042,0.538382,0.842701,3
odom,4.223611,-4.424254,0.576137,0.817353,3
odom,4.223154,-4.425424,0.625234,0.780437,3
odom,4.222846,-4.426504,0.672028,0.740526,3
odom,4.222661,-4.427461,0.716370,0.697721,3
odom,4.222548,-4.428033,0.757395,0.652957,3
odom,4.218242,-4.409658,0.802785,0.596268,3
odom,4.202418,-4.370124,0.849508,0.527575,3
odom,4.169392,-4.315196,0.888482,0.458912,3
odom,4.118660,-4.254031,0.919491,0.393112,3
odom,4.052834,-4.194011,0.943643,0.330966,3
odom,3.974103,-4.138932,0.962460,0.271425,3
odom,3.875985,-4.086602,0.976668,0.214753,3
odom,3.764218,-4.039801,0.983629,0.180208,3
odom,3.639635,-3.994313,0.985623,0.168961,3
odom,3.530578,-3.954652,0.983844,0.179026,3
odom,3.426901,-3.915351,0.983238,0.182329,3
odom,3.327581,-3.875289,0.979848,0.199742,3
odom,3.176179,-3.799777,0.965795,0.259308,3
odom,3.076685,-3.734806,0.950061,0.312063,3
odom,3.001998,-3.677040,0.941928,0.335815,3
odom,2.905021,-3.596475,0.939180,0.343424,3
odom,2.781148,-3.504549,0.959366,0.282165,3

odom,4.224032,-4.423446,0.548327,0.836264,4
odom,4.223713,-4.423995,0.600434,0.799674,4
odom,4.223506,-4.424423,0.676359,0.736572,4
odom,4.223361,-4.424716,0.714005,0.700141,4
odom,4.223234,-4.424813,0.756346,0.654172,4
odom,4.217585,-4.400149,0.803167,0.595754,4
odom,4.199791,-4.354812,0.846462,0.532449,4
odom,4.165607,-4.295647,0.883567,0.468305,4
odom,4.114540,-4.230871,0.914158,0.405359,4
odom,4.048407,-4.167042,0.938828,0.344388,4
odom,3.969442,-4.108279,0.958460,0.285227,4
odom,3.878353,-4.056497,0.973994,0.226572,4
odom,3.777823,-4.013062,0.983846,0.179018,4
odom,3.666866,-3.975087,0.988720,0.149777,4
