frame,amcl_position_x,amcl_position_y,amcl_orientation_z,amcl_orientation_w
map,1.019900,0.636876,0.725866,0.687836
map,1.019900,0.636876,0.725866,0.687836
map,1.019900,0.636876,0.725866,0.687836
map,1.019900,0.636876,0.725866,0.687836
map,1.019900,0.636876,0.725866,0.687836
map,1.019900,0.636876,0.725866,0.687836
map,1.019900,0.636876,0.725866,0.687836
map,1.012969,0.687321,0.795919,0.605403
map,1.012969,0.687321,0.795919,0.605403
map,1.012969,0.687321,0.795919,0.605403
map,1.012969,0.687321,0.795919,0.605403
map,1.012486,0.692001,0.854285,0.519805
map,1.012486,0.692001,0.854285,0.519805
map,1.012486,0.692001,0.854285,0.519805
map,1.012486,0.692001,0.854285,0.519805
map,1.012791,0.687081,0.903538,0.428507
map,1.012791,0.687081,0.903538,0.428507
map,1.012791,0.687081,0.903538,0.428507
map,1.012791,0.687081,0.903538,0.428507
map,1.013277,0.687693,0.942634,0.333827
map,1.013277,0.687693,0.942634,0.333827
map,1.013277,0.687693,0.942634,0.333827
map,1.013277,0.687693,0.942634,0.333827
map,1.011168,0.690321,0.972150,0.234361
map,1.011168,0.690321,0.972150,0.234361
map,1.011168,0.690321,0.972150,0.234361
map,1.011168,0.690321,0.972150,0.234361
map,1.010068,0.689703,0.990977,0.134035
map,1.010068,0.689703,0.990977,0.134035
map,1.010068,0.689703,0.990977,0.134035
map,1.010068,0.689703,0.990977,0.134035
map,1.015234,0.686875,0.999418,0.034123
map,1.015234,0.686875,0.999418,0.034123
map,1.015234,0.686875,0.999418,0.034123
map,1.015234,0.686875,0.999418,0.034123
map,1.018162,0.686217,-0.997652,0.068480
map,1.018162,0.686217,-0.997652,0.068480
map,1.018162,0.686217,-0.997652,0.068480
map,1.018162,0.686217,-0.997652,0.068480
map,0.986667,0.682201,-0.985363,0.170467
map,0.986667,0.682201,-0.985363,0.170467
map,0.986667,0.682201,-0.985363,0.170467
map,0.986667,0.682201,-0.985363,0.170467
map,0.919463,0.650408,-0.962611,0.270888
map,0.919463,0.650408,-0.962611,0.270888
