tf_odom_map_tran_x,tf_odom_map_tran_y,tf_odom_map_tran_z,tf_odom_map_rot_x,tf_odom_map_rot_y,tf_odom_map_rot_z,tf_odom_map_rot_w
0.027736,-0.016048,0.000000,0.000000,0.000000,-0.005434,0.999985
0.027736,-0.016048,0.000000,0.000000,0.000000,-0.005434,0.999985
0.027736,-0.016048,0.000000,0.000000,0.000000,-0.005434,0.999985
0.027736,-0.016048,0.000000,0.000000,0.000000,-0.005434,0.999985
0.027736,-0.016048,0.000000,0.000000,0.000000,-0.005434,0.999985
0.027736,-0.016048,0.000000,0.000000,0.000000,-0.005434,0.999985
0.027736,-0.016048,0.000000,0.000000,0.000000,-0.005434,0.999985
0.020698,-0.009850,0.000000,0.000000,0.000000,-0.007234,0.999974
0.020698,-0.009850,0.000000,0.000000,0.000000,-0.007234,0.999974
0.020698,-0.009850,0.000000,0.000000,0.000000,-0.007234,0.999974
0.020698,-0.009850,0.000000,0.000000,0.000000,-0.007234,0.999974
0.021105,-0.005785,0.000000,0.000000,0.000000,-0.006170,0.999981
0.021105,-0.005785,0.000000,0.000000,0.000000,-0.006170,0.999981
0.021105,-0.005785,0.000000,0.000000,0.000000,-0.006170,0.999981
0.021105,-0.005785,0.000000,0.000000,0.000000,-0.006170,0.999981
0.021526,-0.010778,0.000000,0.000000,0.000000,-0.005464,0.999985
0.021526,-0.010778,0.000000,0.000000,0.000000,-0.005464,0.999985
0.021526,-0.010778,0.000000,0.000000,0.000000,-0.005464,0.999985
0.021526,-0.010778,0.000000,0.000000,0.000000,-0.005464,0.999985
0.021526,-0.010778,0.000000,0.000000,0.000000,-0.005464,0.999985
0.021120,-0.009404,0.000000,0.000000,0.000000,-0.005266,0.999986
0.021120,-0.009404,0.000000,0.000000,0.000000,-0.005266,0.999986
0.021120,-0.009404,0.000000,0.000000,0.000000,-0.005266,0.999986
0.021120,-0.009404,0.000000,0.000000,0.000000,-0.005266,0.999986
0.019402,-0.008330,0.000000,0.000000,0.000000,-0.004053,0.999992
0.019402,-0.008330,0.000000,0.000000,0.000000,-0.004053,0.999992
0.019402,-0.008330,0.000000,0.000000,0.000000,-0.004053,0.999992
0.019402,-0.008330,0.000000,0.000000,0.000000,-0.004053,0.999992
0.016388,-0.007645,0.000000,0.000000,0.000000,-0.004437,0.999990
0.016388,-0.007645,0.000000,0.000000,0.000000,-0.004437,0.999990
0.016388,-0.007645,0.000000,0.000000,0.000000,-0.004437,0.999990
0.017496,-0.006306,0.000000,0.000000,0.000000,-0.006417,0.999979
0.017496,-0.006306,0.000000,0.000000,0.000000,-0.006417,0.999979
0.017496,-0.006306,0.000000,0.000000,0.000000,-0.006417,0.999979
0.017496,-0.006306,0.000000,0.000000,0.000000,-0.006417,0.999979
0.017496,-0.006306,0.000000,0.000000,0.000000,-0.006417,0.999979
0.021527,-0.007234,0.000000,0.000000,0.000000,-0.006183,0.999981
0.021527,-0.007234,0.000000,0.000000,0.000000,-0.006183,0.999981
0.021527,-0.007234,0.000000,0.000000,0.000000,-0.006183,0.999981
0.021527,-0.007234,0.000000,0.000000,0.000000,-0.006183,0.999981
0.022279,-0.002381,0.000000,0.000000,0.000000,-0.006299,0.999980
0.022279,-0.002381,0.000000,0.000000,0.000000,-0.006299,0.999980
0.022279,-0.002381,0.000000,0.000000,0.000000,-0.006299,0.999980
0.022279,-0.002381,0.000000,0.000000,0.000000,-0.006299,0.999980
0.020769,-0.001783,0.000000,0.000000,0.000000,-0.006337,0.999980
0.020769,-0.001783,0.000000,0.000000,0.000000,-0.006337,0.999980
0.020769,-0.001783,0.000000,0.000000,0.000000,-0.006337,0.999980
0.027113,-0.002341,0.000000,0.000000,0.000000,-0.005362,0.999986
0.027113,-0.002341,0.000000,0.000000,0.000000,-0.005362,0.999986
0.027113,-0.002341,0.000000,0.000000,0.000000,-0.005362,0.999986
0.027113,-0.002341,0.000000,0.000000,0.000000,-0.005362,0.999986
0.023011,0.000314,0.000000,0.000000,0.000000,-0.007114,0.999975
0.023011,0.000314,0.000000,0.000000,0.000000,-0.007114,0.999975
0.023011,0.000314,0.000000,0.000000,0.000000,-0.007114,0.999975
0.023011,0.000314,0.000000,0.000000,0.000000,-0.007114,0.999975
0.023011,0.000314,0.000000,0.000000,0.000000,-0.007114,0.999975
0.029031,0.001581,0.000000,0.000000,0.000000,-0.006459,0.999979
0.029031,0.001581,0.000000,0.000000,0.000000,-0.006459,0.999979
0.029031,0.001581,0.000000,0.000000,0.000000,-0.006459,0.999979
0.026645,-0.001840,0.000000,0.000000,0.000000,-0.006098,0.999981
0.026645,-0.001840,0.000000,0.000000,0.000000,-0.006098,0.999981
0.026645,-0.001840,0.000000,0.000000,0.000000,-0.006098,0.999981
0.026645,-0.001840,0.000000,0.000000,0.000000,-0.006098,0.999981
0.034220,-0.010653,0.000000,0.000000,0.000000,-0.004559,0.999990
0.034220,-0.010653,0.000000,0.000000,0.000000,-0.004559,0.999990
0.034220,-0.010653,0.000000,0.000000,0.000000,-0.004559,0.999990
0.034220,-0.010653,0.000000,0.000000,0.000000,-0.004559,0.999990
0.034220,-0.010653,0.000000,0.000000,0.000000,-0.004559,0.999990
0.034220,-0.010653,0.000000,0.000000,0.000000,-0.004559,0.999990
0.032120,-0.007037,0.000000,0.000000,0.000000,-0.003337,0.999994
0.032120,-0.007037,0.000000,0.000000,0.000000,-0.003337,0.999994
0.032120,-0.007037,0.000000,0.000000,0.000000,-0.003337,0.999994
0.032120,-0.007037,0.000000,0.000000,0.000000,-0.003337,0.999994
0.034833,-0.002084,0.000000,0.000000,0.000000,-0.004621,0.999989
0.034833,-0.002084,0.000000,0.000000,0.000000,-0.004621,0.999989
0.034833,-0.002084,0.000000,0.000000,0.000000,-0.004621,0.999989
0.034833,-0.002084,0.000000,0.000000,0.000000,-0.004621,0.999989
0.034833,-0.002084,0.000000,0.000000,0.000000,-0.004621,0.999989
0.034833,-0.002084,0.000000,0.000000,0.000000,-0.004621,0.999989
0.033098,-0.014795,0.000000,0.000000,0.000000,-0.005561,0.999985
0.033098,-0.014795,0.000000,0.000000,0.000000,-0.005561,0.999985
0.033098,-0.014795,0.000000,0.000000,0.000000,-0.005561,0.999985
0.033098,-0.014795,0.000000,0.000000,0.000000,-0.005561,0.999985
0.033098,-0.014795,0.000000,0.000000,0.000000,-0.005561,0.999985
0.040064,-0.012326,0.000000,0.000000,0.000000,-0.006615,0.999978
0.040064,-0.012326,0.000000,0.000000,0.000000,-0.006615,0.999978
