frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID


odom,0.981818,0.713064,0.729613,0.683860,2
odom,0.982074,0.712439,0.794568,0.607175,2
odom,0.982489,0.711686,0.841800,0.539790,2
odom,0.983092,0.710865,0.886644,0.462452,2
odom,0.983901,0.710045,0.924092,0.382171,2
odom,0.984903,0.709299,0.954895,0.296945,2
odom,0.986057,0.708690,0.977344,0.211656,2
odom,0.987294,0.708244,0.990405,0.138196,2
odom,0.988559,0.707964,0.997903,0.064725,2
odom,0.989794,0.707872,-0.999654,0.026307,2
odom,0.990922,0.707952,-0.993976,0.109594,2
odom,0.991888,0.708149,-0.981532,0.191296,2
odom,0.992645,0.708398,-0.961413,0.275111,2
odom,0.993181,0.708623,-0.935683,0.352843,2
odom,0.993454,0.708693,-0.903800,0.427955,2
odom,0.976444,0.683779,-0.865716,0.500535,2
odom,0.952822,0.633095,-0.821038,0.570874,2
odom,0.931433,0.556315,-0.771552,0.636166,2
odom,0.921553,0.478914,-0.730107,0.683333,2
odom,0.919668,0.405708,-0.703323,0.710870,2
odom,0.922531,0.327565,-0.685859,0.727735,2
odom,0.928515,0.244180,-0.677807,0.735240,2
odom,0.935605,0.156345,-0.679236,0.733920,2
odom,0.943042,0.063314,-0.678270,0.734813,2
odom,0.950990,-0.036765,-0.679543,0.733636,2
odom,0.958595,-0.137599,-0.681142,0.732151,2
odom,0.965851,-0.239181,-0.682434,0.730947,2
odom,0.972797,-0.341469,-0.683669,0.729792,2
odom,0.979541,-0.446689,-0.685135,0.728416,2
odom,0.985511,-0.545601,-0.686403,0.727222,2
odom,0.990889,-0.639877,-0.687543,0.726143,2
odom,0.995698,-0.729009,-0.688658,0.725086,2
odom,0.999963,-0.813202,-0.689947,0.723860,2
odom,1.003426,-0.889671,-0.692581,0.721341,2
odom,1.005642,-0.950376,-0.696431,0.717624,2
odom,1.006774,-1.005480,-0.704076,0.710124,2

odom,0.981824,0.712964,0.731434,0.681912,3
odom,0.982037,0.712071,0.763211,0.646150,3
odom,0.982364,0.711115,0.806476,0.591267,3
odom,0.982849,0.710124,0.850198,0.526463,3
odom,0.983505,0.709148,0.890746,0.454502,3
odom,0.984325,0.708246,0.925595,0.378515,3
odom,0.985275,0.707466,0.954337,0.298732,3
odom,0.986307,0.706847,0.975985,0.217837,3
odom,0.987362,0.706400,0.990059,0.140655,3
odom,0.988387,0.706116,0.997998,0.063238,3
odom,0.989327,0.705983,-0.999795,0.020228,3
odom,0.990137,0.705968,-0.994967,0.100199,3
odom,0.990788,0.706020,-0.984064,0.177813,3
odom,0.991271,0.706086,-0.967375,0.253349,3
odom,0.991595,0.706117,-0.946453,0.322843,3
odom,0.991728,0.706024,-0.917432,0.397892,3
odom,0.967678,0.675078,-0.879107,0.476624,3
odom,0.935216,0.614455,-0.836420,0.548089,3
odom,0.906257,0.530447,-0.791766,0.610825,3
odom,0.888856,0.440116,-0.750522,0.660845,3
odom,0.882552,0.347873,-0.711368,0.702819,3
odom,0.887816,0.223379,-0.672730,0.739888,3
odom,0.904289,0.088108,-0.653599,0.756841,3
odom,0.920594,-0.022231,-0.653649,0.756798,3
