frame,plan_position_x,plan_position_y,plan_orientation_z,plan_orientation_w,ID
map,3.983115,-11.986349,0.955338,0.295514,0
map,3.945755,-11.960791,0.965650,0.259847,0
map,3.922642,-11.951262,0.969375,0.245585,0
map,3.902030,-11.937116,0.956941,0.290282,0
map,3.881072,-11.923487,0.959194,0.282748,0
map,3.860024,-11.909995,0.957028,0.289995,0
map,3.839488,-11.895739,0.955171,0.296055,0
map,3.818790,-11.881717,0.956150,0.292876,0
map,3.798066,-11.867735,0.956571,0.291500,0
map,3.777287,-11.853833,0.955790,0.294049,0
map,3.756713,-11.839630,0.954917,0.296873,0
map,3.736101,-11.825484,0.955365,0.295430,0
map,3.715441,-11.811406,0.955057,0.296423,0
map,3.694888,-11.797174,0.954846,0.297100,0
map,3.674268,-11.783038,0.955689,0.294378,0
map,3.653554,-11.769041,0.956640,0.291273,0
map,3.632752,-11.755174,0.956608,0.291377,0
map,3.612044,-11.741168,0.956422,0.291988,0
map,3.591278,-11.727247,0.957042,0.289950,0
map,3.570451,-11.713419,0.957012,0.290049,0
map,3.549691,-11.699490,0.957011,0.290050,0
map,3.528864,-11.685660,0.957935,0.286986,0
map,3.507928,-11.671998,0.959032,0.283299,0
map,3.486891,-11.658492,0.959138,0.282937,0
map,3.465933,-11.644861,0.959081,0.283132,0
map,3.444907,-11.631337,0.959762,0.280814,0
map,3.423819,-11.617909,0.960274,0.279059,0
map,3.402694,-11.604540,0.960099,0.279660,0
map,3.381640,-11.591060,0.959929,0.280244,0
map,3.360548,-11.577639,0.960283,0.279028,0
map,3.339426,-11.564265,0.960560,0.278071,0
map,3.318280,-11.550928,0.960389,0.278664,0
map,3.297191,-11.537502,0.960240,0.279175,0
map,3.276074,-11.524120,0.960460,0.278419,0
map,3.254943,-11.510761,0.960287,0.279013,0
map,3.233859,-11.497327,0.960142,0.279511,0
map,3.212756,-11.483924,0.960324,0.278887,0
map,3.191637,-11.470545,0.960469,0.278387,0
map,3.170506,-11.457186,0.960334,0.278853,0
map,3.149413,-11.443766,0.960215,0.279262,0
map,3.128304,-11.430371,0.960348,0.278804,0
map,3.107186,-11.416991,0.960442,0.278481,0
map,3.086060,-11.403625,0.960346,0.278811,0
map,3.064960,-11.390216,0.960268,0.279078,0
map,3.043848,-11.376825,0.960392,0.278654,0
map,3.022724,-11.363454,0.960505,0.278262,0
map,3.001591,-11.350098,0.960450,0.278453,0
map,2.980478,-11.336710,0.960437,0.278499,0
map,2.959347,-11.323350,0.960617,0.277876,0
map,2.938200,-11.310017,0.960586,0.277984,0
map,2.917075,-11.296647,0.960567,0.278047,0
map,2.895931,-11.283308,0.960756,0.277396,0
map,2.874770,-11.269997,0.960942,0.276750,0
map,2.853590,-11.256715,0.960924,0.276812,0
map,2.832432,-11.243397,0.960930,0.276791,0
map,2.811251,-11.230117,0.961171,0.275952,0
map,2.790047,-11.216873,0.961394,0.275176,0
map,2.768823,-11.203662,0.961391,0.275187,0
map,2.747620,-11.190417,0.961393,0.275178,0
map,2.726396,-11.177206,0.961608,0.274425,0
map,2.705151,-11.164028,0.961799,0.273758,0
map,2.683890,-11.150876,0.961790,0.273789,0
map,2.662647,-11.137695,0.961817,0.273692,0
map,2.641380,-11.124552,0.962069,0.272806,0
map,2.620089,-11.111449,0.962120,0.272626,0
map,2.598813,-11.098322,0.962195,0.272361,0
map,2.577507,-11.085243,0.962532,0.271169,0
map,2.556166,-11.072221,0.962862,0.269993,0
map,2.534797,-11.059247,0.962878,0.269938,0
map,2.513453,-11.046229,0.962919,0.269791,0
map,2.492075,-11.033268,0.963267,0.268547,0
map,2.470665,-11.020361,0.963670,0.267098,0
map,2.449210,-11.007528,0.963731,0.266875,0
map,2.427787,-10.994641,0.963849,0.266450,0
map,2.406310,-10.981847,0.964382,0.264515,0
map,2.384784,-10.969132,0.965013,0.262202,0
map,2.363184,-10.956544,0.965270,0.261255,0
map,2.341609,-10.943914,0.965473,0.260502,0
map,2.319971,-10.931394,0.966135,0.258036,0
map,2.298267,-10.918984,0.966725,0.255818,0
map,2.276515,-10.906663,0.966694,0.255936,0
map,2.254818,-10.894243,0.966648,0.256109,0
map,2.233074,-10.881907,0.967093,0.254423,0
map,2.211292,-10.869638,0.967463,0.253013,0
map,2.189476,-10.857429,0.967357,0.253418,0
map,2.167713,-10.845124,0.967254,0.253811,0
map,2.145918,-10.832878,0.967566,0.252620,0
map,2.124095,-10.820682,0.967818,0.251653,0
map,2.102251,-10.808522,0.967697,0.252117,0
map,2.080451,-10.796284,0.967588,0.252532,0
map,2.058628,-10.784088,0.967815,0.251663,0
map,2.036785,-10.771928,0.968002,0.250942,0
map,2.014925,-10.759797,0.967892,0.251367,0
map,1.993104,-10.747599,0.967803,0.251708,0
map,1.971261,-10.735436,0.968014,0.250898,0
map,1.949399,-10.723311,0.968203,0.250166,0
map,1.927519,-10.711215,0.968121,0.250483,0
map,1.905673,-10.699061,0.968055,0.250739,0
map,1.883807,-10.686942,0.968250,0.249984,0
map,1.861922,-10.674856,0.968422,0.249317,0
map,1.840022,-10.662798,0.968562,0.248772,0
map,1.818111,-10.650762,0.968490,0.249051,0
map,1.796225,-10.638678,0.968431,0.249281,0
map,1.774325,-10.626620,0.968572,0.248732,0
