frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID


odom,4.104259,-12.140748,-0.694654,0.719344,2
odom,4.104271,-12.139674,-0.722518,0.691352,2
odom,4.104384,-12.138603,-0.765466,0.643476,2
odom,4.104623,-12.137568,-0.811123,0.584876,2
odom,4.104970,-12.136605,-0.846998,0.531596,2
odom,4.105394,-12.135729,-0.878287,0.478133,2
odom,4.105871,-12.134953,-0.905315,0.424740,2
odom,4.106370,-12.134289,-0.928757,0.370690,2
odom,4.106861,-12.133740,-0.948823,0.315808,2
odom,4.107312,-12.133304,-0.965591,0.260067,2
odom,4.107688,-12.132977,-0.980629,0.195875,2
odom,4.107822,-12.132792,-0.990830,0.135117,2
odom,4.086436,-12.137031,-0.997781,0.066576,2
odom,4.041324,-12.139437,0.999948,0.010154,2
odom,3.975856,-12.133060,0.996408,0.084684,2
odom,3.894865,-12.112925,0.987655,0.156643,2
odom,3.815140,-12.081289,0.976109,0.217283,2
odom,3.740883,-12.041391,0.963044,0.269343,2
odom,3.667050,-11.991875,0.950176,0.311713,2
odom,3.594553,-11.935186,0.940818,0.338912,2
odom,3.516740,-11.868668,0.935592,0.353084,2
odom,3.418215,-11.782443,0.936748,0.350004,2
odom,3.332267,-11.710309,0.942717,0.333593,2
odom,3.246478,-11.642109,0.945718,0.324989,2
odom,3.165850,-11.579871,0.947373,0.320131,2
odom,3.086291,-11.519438,0.948215,0.317630,2
odom,3.009220,-11.461627,0.949298,0.314376,2
odom,2.929674,-11.402797,0.950343,0.311205,2
odom,2.850578,-11.345098,0.951345,0.308129,2
odom,2.786477,-11.298813,0.951906,0.306390,2
odom,2.722972,-11.253635,0.953517,0.301339,2
odom,2.682660,-11.226175,0.958148,0.286273,2
odom,2.657979,-11.210464,0.962797,0.270227,2

odom,4.104252,-12.140537,-0.696453,0.717603,3
odom,4.104276,-12.139297,-0.727898,0.685686,3
odom,4.104418,-12.138071,-0.769315,0.638869,3
odom,4.104685,-12.136894,-0.806976,0.590584,3
odom,4.105058,-12.135796,-0.840946,0.541119,3
odom,4.105515,-12.134793,-0.871433,0.490515,3
odom,4.106031,-12.133904,-0.898407,0.439164,3
odom,4.106577,-12.133135,-0.921934,0.387347,3
odom,4.107125,-12.132487,-0.942088,0.335366,3
odom,4.107651,-12.131955,-0.958965,0.283526,3
odom,4.107908,-12.131660,-0.973075,0.230489,3
odom,4.093688,-12.137538,-0.985879,0.167461,3
odom,4.060818,-12.146164,-0.995675,0.092900,3
odom,4.008292,-12.151850,-0.999839,0.017926,3
odom,3.939964,-12.149261,0.998566,0.053534,3
odom,3.861473,-12.135309,0.992731,0.120357,3
odom,3.779189,-12.109423,0.983363,0.181654,3
odom,3.696990,-12.072273,0.971224,0.238167,3
odom,3.616615,-12.024405,0.956651,0.291236,3
odom,3.539084,-11.966605,0.941368,0.337381,3
odom,3.460904,-11.897647,0.929447,0.368955,3
odom,3.378715,-11.817270,0.922723,0.385463,3
odom,3.298983,-11.736567,0.922916,0.385001,3
odom,3.219256,-11.658800,0.929693,0.368335,3
odom,3.144038,-11.591130,0.937705,0.347432,3
odom,3.072636,-11.530684,0.940387,0.340106,3
