frame,child_frame,odom_position_x,odom_position_y,odom_orientation_z,odom_orientation_w,odom_linear_x,odom_angular_z
/odom,/base_footprint,4.104259,-12.140741,-0.694657,0.719341,0.000031,-0.000288
/odom,/base_footprint,4.104259,-12.140748,-0.694655,0.719343,0.000033,-0.000022
/odom,/base_footprint,4.104252,-12.140537,-0.696453,0.717603,-0.002779,-0.131195
/odom,/base_footprint,4.104245,-12.140154,-0.705163,0.709046,-0.004343,-0.321248
/odom,/base_footprint,4.104248,-12.139796,-0.715356,0.698761,-0.004448,-0.421573
/odom,/base_footprint,4.104271,-12.139323,-0.732319,0.680962,-0.005284,-0.509035
/odom,/base_footprint,4.104327,-12.138770,-0.752835,0.658209,-0.004052,-0.511977
/odom,/base_footprint,4.104399,-12.138313,-0.766112,0.642707,-0.006684,-0.508829
/odom,/base_footprint,4.104494,-12.137831,-0.779075,0.626931,-0.005396,-0.513487
/odom,/base_footprint,4.104661,-12.137172,-0.801143,0.598473,-0.003867,-0.514956
/odom,/base_footprint,4.104814,-12.136698,-0.813253,0.581910,-0.007692,-0.511499
/odom,/base_footprint,4.105065,-12.136022,-0.830844,0.556506,-0.004925,-0.517648
/odom,/base_footprint,4.105234,-12.135638,-0.844863,0.534983,-0.003877,-0.511569
/odom,/base_footprint,4.105378,-12.135350,-0.855611,0.517619,-0.004194,-0.509884
/odom,/base_footprint,4.105597,-12.134960,-0.871130,0.491052,-0.003253,-0.514922
/odom,/base_footprint,4.105895,-12.134499,-0.883422,0.468577,-0.006427,-0.510776
/odom,/base_footprint,4.106246,-12.134004,-0.892792,0.450469,-0.008053,-0.508927
/odom,/base_footprint,4.106718,-12.133399,-0.906278,0.422681,-0.005279,-0.519800
/odom,/base_footprint,4.106923,-12.133163,-0.914773,0.403969,-0.003275,-0.509976
/odom,/base_footprint,4.107287,-12.132791,-0.926737,0.375711,-0.004944,-0.512753
/odom,/base_footprint,4.107599,-12.132502,-0.936051,0.351865,-0.004103,-0.511877
/odom,/base_footprint,4.107939,-12.132217,-0.943079,0.332570,-0.005946,-0.514288
/odom,/base_footprint,4.108327,-12.131921,-0.952846,0.303454,-0.002999,-0.509841
/odom,/base_footprint,4.108667,-12.131693,-0.960307,0.278946,-0.004063,-0.513446
/odom,/base_footprint,4.108978,-12.131505,-0.965815,0.259233,-0.005118,-0.509261
/odom,/base_footprint,4.109386,-12.131283,-0.973359,0.229287,-0.002673,-0.517414
/odom,/base_footprint,4.109674,-12.131148,-0.978947,0.204117,-0.003528,-0.514749
/odom,/base_footprint,4.109093,-12.131380,-0.982929,0.183988,0.016253,-0.511733
/odom,/base_footprint,4.108094,-12.131745,-0.988124,0.153659,0.003393,-0.512129
/odom,/base_footprint,4.105567,-12.132450,-0.991735,0.128303,0.058818,-0.514333
/odom,/base_footprint,4.099224,-12.133964,-0.994174,0.107790,0.104914,-0.516788
/odom,/base_footprint,4.087984,-12.136121,-0.996627,0.082061,0.117926,-0.519563
/odom,/base_footprint,4.074744,-12.137900,-0.998694,0.051089,0.109839,-0.514111
/odom,/base_footprint,4.064932,-12.138695,-0.999533,0.030554,0.133471,-0.513756
/odom,/base_footprint,4.051042,-12.139177,-0.999989,0.004669,0.146406,-0.521153
/odom,/base_footprint,4.031601,-12.138728,-0.999652,-0.026376,0.175459,-0.516557
/odom,/base_footprint,4.016338,-12.137594,-0.998897,-0.046965,0.206412,-0.514498
/odom,/base_footprint,3.999141,-12.135606,-0.997713,-0.067588,0.238506,-0.521405
/odom,/base_footprint,3.962492,-12.129218,-0.994592,-0.103857,0.278877,-0.515347
/odom,/base_footprint,3.939419,-12.123837,-0.992252,-0.124243,0.309245,-0.513317
/odom,/base_footprint,3.915564,-12.117240,-0.989459,-0.144816,0.312621,-0.526764
/odom,/base_footprint,3.873240,-12.102856,-0.983487,-0.180976,0.321070,-0.520831
/odom,/base_footprint,3.848039,-12.092636,-0.979542,-0.201240,0.368099,-0.514453
/odom,/base_footprint,3.820429,-12.080106,-0.975213,-0.221268,0.392904,-0.509616
/odom,/base_footprint,3.771842,-12.054697,-0.966620,-0.256214,0.386725,-0.521079
/odom,/base_footprint,3.744856,-12.038555,-0.961120,-0.276129,0.396787,-0.514351
/odom,/base_footprint,3.717859,-12.020858,-0.955254,-0.295788,0.413578,-0.512174
/odom,/base_footprint,3.670000,-11.985462,-0.944084,-0.329704,0.438612,-0.509531
/odom,/base_footprint,3.642663,-11.962806,-0.937394,-0.348270,0.447387,-0.480456
/odom,/base_footprint,3.601899,-11.925622,-0.927800,-0.373077,0.468913,-0.393141
/odom,/base_footprint,3.567628,-11.891502,-0.921175,-0.389147,0.491863,-0.303873
/odom,/base_footprint,3.540213,-11.862646,-0.916760,-0.399438,0.499466,-0.261039
/odom,/base_footprint,3.500069,-11.818144,-0.910812,-0.412820,0.500451,-0.231497
/odom,/base_footprint,3.467489,-11.780174,-0.906669,-0.421842,0.499730,-0.174735
/odom,/base_footprint,3.441940,-11.749439,-0.904266,-0.426970,0.499752,-0.097585
/odom,/base_footprint,3.404015,-11.702933,-0.902990,-0.429661,0.499855,0.022024
/odom,/base_footprint,3.378743,-11.671952,-0.903957,-0.427622,0.499780,0.089676
/odom,/base_footprint,3.340373,-11.625826,-0.907428,-0.420209,0.499977,0.202132
/odom,/base_footprint,3.307596,-11.588092,-0.912861,-0.408271,0.499876,0.345366
/odom,/base_footprint,3.280488,-11.558693,-0.919297,-0.393565,0.499979,0.464027
/odom,/base_footprint,3.237813,-11.516534,-0.930629,-0.365963,0.500062,0.500938
/odom,/base_footprint,3.200362,-11.483398,-0.939483,-0.342597,0.500086,0.499938
/odom,/base_footprint,3.169248,-11.458262,-0.946070,-0.323961,0.500062,0.490968
/odom,/base_footprint,3.129018,-11.428571,-0.953363,-0.301826,0.500137,0.426785
/odom,/base_footprint,3.079112,-11.395250,-0.960227,-0.279221,0.500077,0.358788
/odom,/base_footprint,3.045054,-11.374263,-0.963798,-0.266632,0.500139,0.287322
/odom,/base_footprint,3.010510,-11.354083,-0.966587,-0.256340,0.500084,0.228271
/odom,/base_footprint,2.949226,-11.320240,-0.969621,-0.244614,0.500213,0.075244
