0,1,2,3,4
1.6803123409706482,0.6176966848515721,0.16306699635103344,0.986614998214122,5
1.7992591504538586,0.6572060327883251,0.1562602139838993,0.9877159234950634,5
1.9115299502524905,0.6937610539893757,0.1572147602445342,0.9875644379792408,5
2.0233347029818285,0.7302418780950711,0.1568802603404632,0.9876176304195406,5
2.1349401684231113,0.7666590614963757,0.1572258874870335,0.9875626665199099,5
2.246443804190832,0.8029742129980968,0.15632897976162605,0.9877050420478216,5
2.357843810164419,0.8392257526150386,0.15698628585993726,0.9876007827315155,5
2.4692543702722936,0.8750721983295241,0.15304659602555537,0.9882189734289615,5
2.58012757040916,0.9120746166886154,0.16767583141378856,0.9858421859302303,5
2.683170496630983,0.9498342647752458,0.18176214936807297,0.9833425247883355,5
2.783223939427714,0.9878582844923303,0.1794386687477871,0.9837691620283805,5
2.875785086436723,1.0227297985719837,0.17892348922928505,0.9838629909708048,5
2.963260367429503,1.0548210803912366,0.1708847513199852,0.9852910238941116,5
3.046860102457673,1.0842934651949756,0.16641866829925564,0.9860551844808192,5
3.1269153581071754,1.1109743376795576,0.15385590225156245,0.9880932958695539,5
3.2050991939511215,1.135582326637016,0.14983071551536276,0.9887116650915748,5
3.306819059200463,1.1599856798761847,0.08483594889010657,0.9963949326325958,5
