cmd_vel_lin_x,cmd_vel_ang_z
0.000000,0.000000
-0.001678,-0.344806
-0.003085,-0.341090
-0.003627,-0.514963
-0.003726,-0.515107
-0.004050,-0.513788
-0.004433,-0.511765
-0.003886,-0.515903
-0.004356,-0.512639
-0.004012,-0.515137
-0.004364,-0.512138
-0.004088,-0.513945
-0.004230,-0.513814
-0.004252,-0.511833
-0.004729,-0.510442
-0.003705,-0.515698
-0.004348,-0.512015
-0.003598,-0.516002
-0.004142,-0.512000
-0.004613,-0.510140
-0.003778,-0.513263
-0.004008,-0.510905
-0.004955,-0.510193
-0.004465,-0.509339
-0.002903,-0.517741
-0.004141,-0.510874
-0.005802,-0.508672
-0.003763,-0.512362
-0.003248,-0.512869
-0.004471,-0.512312
-0.004125,-0.509908
-0.002962,-0.515656
-0.003780,-0.510288
-0.003177,-0.515028
-0.004052,-0.511789
-0.002382,-0.506772
-0.003700,-0.512421
-0.001808,-0.508687
0.050008,-0.517757
0.104104,-0.513480
0.083155,-0.516069
0.130068,-0.512115
0.136666,-0.510117
0.155811,-0.515877
0.136064,-0.518302
0.158765,-0.513602
0.177625,-0.522239
0.205070,-0.515355
0.231247,-0.513111
0.244776,-0.518568
0.238052,-0.519868
0.247890,-0.516074
0.322458,-0.512296
0.305840,-0.522139
0.289705,-0.521765
0.364298,-0.504358
0.421630,-0.513597
0.420053,-0.518122
0.424760,-0.518352
0.420734,-0.522075
0.418352,-0.523585
0.428790,-0.516283
0.438021,-0.516732
0.444686,-0.505586
0.453817,-0.466337
0.463093,-0.393735
0.476492,-0.262792
0.486925,-0.158524
0.500000,-0.026693
0.500000,0.142419
0.500000,0.167077
0.500000,0.252267
0.500000,0.285010
0.500000,0.492841
0.460460,0.527051
0.500000,0.253005
0.500000,0.379888
0.500000,0.269924
0.449066,0.532923
0.498920,0.508346
0.465912,0.524286
0.450829,0.526053
0.444196,0.518154
0.459909,0.476012
0.470134,0.422580
0.482889,0.345723
0.492776,0.251102
0.500000,0.051351
0.500000,0.136348
0.492235,-0.000494
0.499056,0.027004
0.500000,-0.010945
0.500000,-0.180711
0.495830,-0.265758
0.500000,-0.346342
0.497167,-0.213499
0.450260,-0.387121
0.375746,-0.521636
0.403501,-0.521012
0.266943,-0.409908
0.309871,-0.535914
0.284066,-0.528053
0.295387,-0.520525
0.307104,-0.517717
0.324014,-0.515290
0.351959,-0.522925
0.389722,-0.517664
0.408108,-0.515533
0.426701,-0.514833
0.431218,-0.517748
0.448620,-0.511903
0.442774,-0.518043
0.436669,-0.522126
0.435984,-0.521752
0.456831,-0.508882
0.498717,-0.414186
0.500000,-0.220290
0.500000,-0.111897
0.500000,-0.130131
0.500000,-0.025487
0.500000,-0.088248
0.500000,-0.134403
0.500000,-0.174368
0.500000,-0.290841
0.500000,-0.226279
0.500000,-0.206922
0.500000,-0.330301
0.500000,-0.345552
0.500000,-0.340730
0.500000,-0.168335
0.500000,-0.063305
0.500000,-0.157229
0.500000,0.049524
