frame,plan_position_x,plan_position_y,plan_orientation_z,plan_orientation_w,ID

map,-3.685335,-11.916103,0.427027,0.904239,1
map,-3.658717,-11.883746,0.410555,0.911836,1
map,-3.641037,-11.866070,0.382642,0.923897,1
map,-3.623358,-11.848394,0.382645,0.923895,1
map,-3.605679,-11.830718,0.382641,0.923897,1
map,-3.588000,-11.813042,0.382642,0.923897,1
map,-3.570321,-11.795365,0.382645,0.923896,1
map,-3.552642,-11.777690,0.382642,0.923897,1
map,-3.534962,-11.760014,0.382642,0.923897,1
map,-3.517283,-11.742337,0.382644,0.923896,1
map,-3.499604,-11.724661,0.382643,0.923896,1
map,-3.481925,-11.706985,0.382987,0.923754,1
map,-3.464272,-11.689282,0.383172,0.923677,1
map,-3.446607,-11.671593,0.382878,0.923799,1
map,-3.428931,-11.653913,0.383119,0.923699,1
map,-3.411285,-11.636204,0.383197,0.923666,1
map,-3.393615,-11.618518,0.382663,0.923888,1
map,-3.375928,-11.600850,0.382467,0.923969,1
map,-3.358243,-11.583179,0.382297,0.924039,1
map,-3.340543,-11.565524,0.382080,0.924129,1
map,-3.322842,-11.547870,0.381912,0.924199,1
map,-3.305129,-11.530228,0.381610,0.924324,1
map,-3.287405,-11.512597,0.381442,0.924393,1
map,-3.269678,-11.494967,0.381310,0.924447,1
map,-3.251944,-11.477346,0.381114,0.924528,1
map,-3.234203,-11.459733,0.380984,0.924582,1
map,-3.216459,-11.442122,0.380878,0.924625,1
map,-3.198710,-11.424516,0.380750,0.924678,1
map,-3.180956,-11.406915,0.380645,0.924721,1
map,-3.163199,-11.389317,0.380559,0.924757,1
map,-3.145439,-11.371722,0.380474,0.924791,1
map,-3.127675,-11.354131,0.380385,0.924828,1
map,-3.109908,-11.336543,0.380310,0.924859,1
map,-3.092139,-11.318957,0.379071,0.925367,1
map,-3.074278,-11.301465,0.378965,0.925411,1
map,-3.056500,-11.283888,0.380054,0.924964,1
map,-3.038722,-11.266312,0.379973,0.924998,1
map,-3.020938,-11.248740,0.379905,0.925026,1
map,-3.003155,-11.231170,0.379889,0.925032,1
map,-2.985370,-11.213599,0.379813,0.925063,1
map,-2.967580,-11.196034,0.379750,0.925089,1
map,-2.949791,-11.178469,0.379740,0.925093,1
map,-2.932000,-11.160905,0.379668,0.925123,1
map,-2.914206,-11.143345,0.379610,0.925147,1
map,-2.896411,-11.125785,0.379600,0.925151,1
map,-2.878615,-11.108227,0.379532,0.925178,1
map,-2.860815,-11.090672,0.379476,0.925201,1
map,-2.843015,-11.073117,0.379466,0.925206,1
map,-2.825215,-11.055563,0.379403,0.925232,1
map,-2.807410,-11.038013,0.379348,0.925254,1
map,-2.789605,-11.020464,0.378581,0.925568,1
map,-2.771743,-11.002974,0.378505,0.925599,1
map,-2.753932,-10.985430,0.379193,0.925318,1
map,-2.736121,-10.967886,0.378538,0.925586,1
map,-2.718261,-10.950393,0.378465,0.925615,1
map,-2.700445,-10.932855,0.379042,0.925379,1
map,-2.682628,-10.915317,0.378971,0.925409,1
map,-2.664807,-10.897784,0.378911,0.925433,1
map,-2.646986,-10.880251,0.378915,0.925432,1
map,-2.629164,-10.862719,0.378844,0.925461,1
map,-2.611338,-10.845191,0.378785,0.925485,1
map,-2.593512,-10.827662,0.378786,0.925484,1
map,-2.575686,-10.810135,0.378715,0.925513,1
map,-2.557855,-10.792612,0.378659,0.925536,1
map,-2.540024,-10.775088,0.378016,0.925799,1
map,-2.522145,-10.757615,0.377936,0.925832,1
