frame,footprint_x,footprint_y,footprint_z,ID
odom,-3.780237,-12.312736,0.000000,0
odom,-3.692409,-12.390222,0.000000,0
odom,-3.590341,-12.423318,0.000000,0
odom,-3.483377,-12.414835,0.000000,0
odom,-3.387801,-12.366065,0.000000,0
odom,-3.302465,-12.272040,0.000000,0
odom,-3.269369,-12.169973,0.000000,0
odom,-3.277852,-12.063009,0.000000,0
odom,-3.326622,-11.967434,0.000000,0
odom,-3.420646,-11.882098,0.000000,0
odom,-3.522714,-11.849002,0.000000,0
odom,-3.629678,-11.857484,0.000000,0
odom,-3.725254,-11.906255,0.000000,0
odom,-3.810589,-12.000278,0.000000,0
odom,-3.843686,-12.102346,0.000000,0
odom,-3.835203,-12.209311,0.000000,0

odom,-3.780237,-12.312734,0.000000,1
odom,-3.692409,-12.390221,0.000000,1
odom,-3.590341,-12.423317,0.000000,1
odom,-3.483377,-12.414835,0.000000,1
odom,-3.387801,-12.366065,0.000000,1
odom,-3.302465,-12.272041,0.000000,1
odom,-3.269369,-12.169973,0.000000,1
odom,-3.277851,-12.063009,0.000000,1
odom,-3.326621,-11.967434,0.000000,1
odom,-3.420645,-11.882098,0.000000,1
odom,-3.522712,-11.849001,0.000000,1
odom,-3.629676,-11.857483,0.000000,1
odom,-3.725252,-11.906253,0.000000,1
odom,-3.810588,-12.000278,0.000000,1
odom,-3.843685,-12.102345,0.000000,1
odom,-3.835203,-12.209309,0.000000,1

odom,-3.780720,-12.311984,0.000000,2
odom,-3.693134,-12.389744,0.000000,2
odom,-3.591169,-12.423159,0.000000,2
odom,-3.484179,-12.415009,0.000000,2
odom,-3.388453,-12.366538,0.000000,2
odom,-3.302824,-12.272780,0.000000,2
odom,-3.269409,-12.170815,0.000000,2
odom,-3.277559,-12.063826,0.000000,2
odom,-3.326030,-11.968099,0.000000,2
odom,-3.419788,-11.882470,0.000000,2
odom,-3.521752,-11.849056,0.000000,2
odom,-3.628742,-11.857205,0.000000,2
odom,-3.724469,-11.905677,0.000000,2
odom,-3.810098,-11.999434,0.000000,2
odom,-3.843512,-12.101398,0.000000,2
odom,-3.835363,-12.208388,0.000000,2

odom,-3.784267,-12.307022,0.000000,3
odom,-3.698363,-12.386637,0.000000,3
odom,-3.597137,-12.422225,0.000000,3
odom,-3.489998,-12.416366,0.000000,3
odom,-3.393255,-12.369953,0.000000,3
odom,-3.305641,-12.278048,0.000000,3
odom,-3.270054,-12.176822,0.000000,3
odom,-3.275912,-12.069682,0.000000,3
odom,-3.322326,-11.972940,0.000000,3
odom,-3.414230,-11.885326,0.000000,3
odom,-3.515456,-11.849738,0.000000,3
odom,-3.622596,-11.855597,0.000000,3
odom,-3.719338,-11.902010,0.000000,3
odom,-3.806952,-11.993915,0.000000,3
odom,-3.842540,-12.095141,0.000000,3
odom,-3.836681,-12.202281,0.000000,3

odom,-3.790083,-12.298462,0.000000,4
odom,-3.707126,-12.381143,0.000000,4
odom,-3.607258,-12.420381,0.000000,4
odom,-3.499976,-12.418413,0.000000,4
odom,-3.401613,-12.375542,0.000000,4
