frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID


odom,-3.556528,-12.136160,-0.944709,0.327911,2
odom,-3.555866,-12.135878,-0.966346,0.257244,2
odom,-3.555019,-12.135629,-0.985985,0.166836,2
odom,-3.553984,-12.135490,-0.997880,0.065078,2
odom,-3.552819,-12.135531,0.999436,0.033594,2
odom,-3.551605,-12.135782,0.991478,0.130273,2
odom,-3.550426,-12.136241,0.974681,0.223599,2
odom,-3.549358,-12.136880,0.947946,0.318431,2
odom,-3.548466,-12.137641,0.913119,0.407693,2
odom,-3.547773,-12.138446,0.873676,0.486509,2
odom,-3.547271,-12.139222,0.828639,0.559783,2
odom,-3.546942,-12.139905,0.776572,0.630029,2
odom,-3.546739,-12.140440,0.721882,0.692016,2
odom,-3.546603,-12.140625,0.662557,0.749011,2
odom,-3.539963,-12.109410,0.599291,0.800531,2
odom,-3.519564,-12.056580,0.533693,0.845678,2
odom,-3.482939,-11.992602,0.470728,0.882278,2
odom,-3.437960,-11.933892,0.415825,0.909445,2
odom,-3.388087,-11.880647,0.381021,0.924566,2
odom,-3.331033,-11.826771,0.358989,0.933342,2
odom,-3.267681,-11.770853,0.349571,0.936910,2
odom,-3.200446,-11.712258,0.352969,0.935635,2
odom,-3.130652,-11.649480,0.364173,0.931331,2
odom,-3.057020,-11.581505,0.364876,0.931056,2
odom,-2.982184,-11.512438,0.363978,0.931408,2
odom,-2.906698,-11.442509,0.366577,0.930388,2
odom,-2.830599,-11.371507,0.367235,0.930128,2
odom,-2.751899,-11.297849,0.367977,0.929835,2
odom,-2.677331,-11.227815,0.368880,0.929477,2
odom,-2.605757,-11.160561,0.368215,0.929741,2
odom,-2.537390,-11.096180,0.369910,0.929067,2
odom,-2.472837,-11.035093,0.370511,0.928828,2
odom,-2.414447,-10.979593,0.371987,0.928238,2
odom,-2.376338,-10.942917,0.376440,0.926441,2
odom,-2.348947,-10.916027,0.381531,0.924356,2

odom,-3.556440,-12.136091,-0.945644,0.325205,3
odom,-3.555676,-12.135723,-0.959854,0.280501,3
odom,-3.554773,-12.135380,-0.976693,0.214639,3
odom,-3.553708,-12.135114,-0.990956,0.134190,3
odom,-3.552496,-12.134989,-0.998919,0.046492,3
odom,-3.551190,-12.135053,0.999073,0.043037,3
odom,-3.549856,-12.135332,0.991110,0.133042,3
odom,-3.548566,-12.135826,0.975097,0.221777,3
odom,-3.547386,-12.136508,0.950979,0.309256,3
odom,-3.546366,-12.137333,0.919841,0.392292,3
odom,-3.545533,-12.138241,0.883466,0.468496,3
odom,-3.544886,-12.139174,0.842641,0.538476,3
odom,-3.544412,-12.140082,0.798244,0.602335,3
odom,-3.544082,-12.140930,0.752922,0.658110,3
odom,-3.544542,-12.128086,0.696887,0.717181,3
odom,-3.539583,-12.087976,0.629918,0.776662,3
odom,-3.519973,-12.022984,0.563864,0.825868,3
odom,-3.483435,-11.947025,0.501636,0.865079,3
odom,-3.434008,-11.872474,0.445454,0.895305,3
odom,-3.373776,-11.801992,0.392665,0.919682,3
odom,-3.286520,-11.719714,0.346212,0.938156,3
odom,-3.185022,-11.637243,0.323665,0.946172,3
